ORF,Name,Allele,Strain ID,Cluster_normal-1
YDR168W,CDC37,cdc37-ts,TSA315-37C,0.56
YKL112W,ABF1,abf1-102,TSA319-37C,0.5
YOR085W,OST3,,DMA4524-37C,0.5
YDR364C,CDC40,cdc40-ts,TSA18-37C,0.48
YDR062W,LCB2,lcb2-1,TSA586-37C,0.4482758620689655
YPL228W,CET1,cet1-1,TSA270-37C,0.4418604651162791
YGR172C,YIP1,yip1-4,TSA980-37C,0.4406779661016949
YFL034C-B,MOB2,mob2-14,TSA935-37C,0.421875
YIR022W,SEC11,sec11-2,TSA318-37C,0.42105263157894735
YNL041C,COG6,,DMA3970-37C,0.40540540540540543
YLR314C,CDC3,cdc3-3,TSA130-37C,0.3987730061349693
YBR070C,ALG14,alg14-5001,TSA1061-37C,0.39361702127659576
YML041C,VPS71,,DMA3546-37C,0.39285714285714285
YLR440C,SEC39,sec39-5001,TSA1214-37C,0.3888888888888889
YLR100W,ERG27,erg27-5001,TSA1172-37C,0.3870967741935484
YJL173C,RFA3,rfa3-313,TSA653-37C,0.3829787234042553
YLL036C,PRP19,prp19-1,TSA247-37C,0.375
YJL034W,KAR2,kar2-159,TSA210-37C,0.3728813559322034
YIR008C,PRI1,pri1-m4,TSA340-37C,0.3654970760233918
YNL163C,RIA1,ria1-ts,TSA1055-37C,0.36507936507936506
YPR055W,SEC8,sec8-9,TSA122-37C,0.36363636363636365
YJR065C,ARP3,arp3-d11a,TSA341-37C,0.36363636363636365
YMR296C,LCB1,lcb1-2,TSA603-37C,0.3629032258064516
YOR035C,SHE4,,DMA4457-37C,0.3620689655172414
YMR298W,LIP1,lip1-5001,TSA1059-37C,0.358974358974359
YMR304W,UBP15,,DMA3909-37C,0.3574468085106383
YHR036W,BRL1,brl1-k405i,TSA1043-37C,0.35443037974683544
YBR087W,RFC5,rfc5-1,TSA887-37C,0.35294117647058826
YBR135W,CKS1,cks1-38,TSA332-37C,0.34868421052631576
YDR404C,RPB7,rpb7-5001,TSA1268-37C,0.3469387755102041
YGR006W,PRP18,prp18-ts,TSA434-37C,0.34615384615384615
YDR062W,LCB2,lcb2-19,TSA587-37C,0.3455056179775281
YLR298C,YHC1,yhc1-1,TSA632-37C,0.34545454545454546
YDL103C,QRI1,qri1-5001,TSA1093-37C,0.3404255319148936
YNL071W,LAT1,,DMA3994-37C,0.3389830508474576
YNL287W,SEC21,sec21-1,TSA46-37C,0.3333333333333333
YDL103C,QRI1,qri1-ts6,TSA860-37C,0.3333333333333333
YML125C,PGA3,pga3-5001,TSA1210-37C,0.3316062176165803
YDR437W,GPI19,gpi19-2xh,TSA1012-37C,0.33156498673740054
YKR092C,SRP40,,DMA3002-37C,0.32857142857142857
YGL092W,NUP145,nup145-r4,TSA977-37C,0.32752613240418116
YOL135C,MED7,med7-141,TSA740-37C,0.325
YLR342W,FKS1,,DMA3377-37C,0.3235294117647059
YCR002C,CDC10,cdc10-1,TSA78-37C,0.32335329341317365
YDR088C,SLU7,slu7-ts1,TSA656-37C,0.32323232323232326
