"cell_id","ORF","Name","Allele","Strain.ID","Plate","Row","Column","ImageNumber","ObjectNumber","Predictions"
131262475,"YOL086C","ADH1","","dma5363","Sec21_R2_Plate14",14,21,1330,7,"T phase"
132085261,"YIL068C","SEC6","sec6-4","tsa38-37C","Sec21_TS1_37C_Plate01",7,3,586,26,"G1 phase"
132091080,"YER008C","SEC3","sec3-2","tsa43-37C","Sec21_TS1_37C_Plate01",7,13,625,20,"G1 phase"
132091270,"YER008C","SEC3","sec3-2","tsa43-37C","Sec21_TS1_37C_Plate01",7,13,628,25,"G1 phase"
132133118,"YLR166C","SEC10","sec10-2","tsa63-37C","Sec21_TS1_37C_Plate01",11,5,978,64,"G1 phase"
132169110,"YGL145W","TIP20","tip20-5","tsa271-37C","Sec21_TS1_37C_Plate01",14,13,1297,29,"G1 phase"
132169121,"YGL145W","TIP20","tip20-5","tsa271-37C","Sec21_TS1_37C_Plate01",14,13,1297,43,"G1 phase"
132169134,"YGL145W","TIP20","tip20-5","tsa271-37C","Sec21_TS1_37C_Plate01",14,13,1298,9,"MA phase"
132169138,"YGL145W","TIP20","tip20-5","tsa271-37C","Sec21_TS1_37C_Plate01",14,13,1298,14,"G1 phase"
132169143,"YGL145W","TIP20","tip20-5","tsa271-37C","Sec21_TS1_37C_Plate01",14,13,1298,19,"G1 phase"
132169144,"YGL145W","TIP20","tip20-5","tsa271-37C","Sec21_TS1_37C_Plate01",14,13,1298,20,"G1 phase"
132169156,"YGL145W","TIP20","tip20-5","tsa271-37C","Sec21_TS1_37C_Plate01",14,13,1298,32,"G1 phase"
132169165,"YGL145W","TIP20","tip20-5","tsa271-37C","Sec21_TS1_37C_Plate01",14,13,1298,41,"T phase"
132169182,"YGL145W","TIP20","tip20-5","tsa271-37C","Sec21_TS1_37C_Plate01",14,13,1298,58,"G1 phase"
132169203,"YGL145W","TIP20","tip20-5","tsa271-37C","Sec21_TS1_37C_Plate01",14,13,1299,17,"G1 phase"
132169219,"YGL145W","TIP20","tip20-5","tsa271-37C","Sec21_TS1_37C_Plate01",14,13,1299,33,"G1 phase"
132169237,"YGL145W","TIP20","tip20-5","tsa271-37C","Sec21_TS1_37C_Plate01",14,13,1299,53,"G1 phase"
132169243,"YGL145W","TIP20","tip20-5","tsa271-37C","Sec21_TS1_37C_Plate01",14,13,1299,60,"G1 phase"
132169251,"YGL145W","TIP20","tip20-5","tsa271-37C","Sec21_TS1_37C_Plate01",14,13,1299,69,"G1 phase"
132169258,"YGL145W","TIP20","tip20-5","tsa271-37C","Sec21_TS1_37C_Plate01",14,13,1300,10,"MA phase"
132169282,"YGL145W","TIP20","tip20-5","tsa271-37C","Sec21_TS1_37C_Plate01",14,13,1300,34,"G1 phase"
132169296,"YGL145W","TIP20","tip20-5","tsa271-37C","Sec21_TS1_37C_Plate01",14,13,1300,49,"MA phase"
132169299,"YGL145W","TIP20","tip20-5","tsa271-37C","Sec21_TS1_37C_Plate01",14,13,1300,52,"G1 phase"
132169310,"YGL145W","TIP20","tip20-5","tsa271-37C","Sec21_TS1_37C_Plate01",14,13,1300,63,"G1 phase"
132169317,"YGL145W","TIP20","tip20-5","tsa271-37C","Sec21_TS1_37C_Plate01",14,13,1300,71,"G1 phase"
132192602,"YDR164C","SEC1","sec1-1","tsa36-37C","Sec21_TS1_37C_Plate01",5,23,475,199,"G1 phase"
132215779,"YDR166C","SEC5","sec5-24","tsa51-37C","Sec21_TS1_37C_Plate01",9,5,787,65,"G1 phase"
132218647,"YDR498C","SEC20","sec20-1","tsa55-37C","Sec21_TS1_37C_Plate01",9,13,819,63,"G1 phase"
132226361,"YKR083C","DAD2","dad2-9","tsa425-37C","Sec21_TS1_37C_Plate02",7,9,610,29,"MA-single"
132260814,"YGL098W","USE1","use1-ts","tsa592-37C","Sec21_TS1_37C_Plate02",4,7,314,117,"S/G2 phase"
132260908,"YGL098W","USE1","use1-ts","tsa592-37C","Sec21_TS1_37C_Plate02",4,7,315,89,"G1 phase"
132299809,"YLR440C","SEC39","sec39-1","tsa725-37C","Sec21_TS1_37C_Plate02",10,10,902,6,"G1 phase"
132299812,"YLR440C","SEC39","sec39-1","tsa725-37C","Sec21_TS1_37C_Plate02",10,10,902,10,"G1 phase"
132299818,"YLR440C","SEC39","sec39-1","tsa725-37C","Sec21_TS1_37C_Plate02",10,10,902,18,"G1 phase"
132299897,"YLR440C","SEC39","sec39-1","tsa725-37C","Sec21_TS1_37C_Plate02",10,10,904,31,"G1 phase"
132299901,"YLR440C","SEC39","sec39-1","tsa725-37C","Sec21_TS1_37C_Plate02",10,10,904,36,"G1 phase"
132300075,"YLR440C","SEC39","sec39-2","tsa726-37C","Sec21_TS1_37C_Plate02",10,12,910,43,"G1 phase"
132300088,"YLR440C","SEC39","sec39-2","tsa726-37C","Sec21_TS1_37C_Plate02",10,12,910,58,"G1 phase"
132300180,"YLR440C","SEC39","sec39-2","tsa726-37C","Sec21_TS1_37C_Plate02",10,12,912,37,"G1 phase"
132334650,"YER093C","TSC11","tsc11-5","tsa811-37C","Sec21_TS1_37C_Plate03",7,13,625,5,"G1 phase"
132540724,"YFL005W","SEC4","sec4-8","tsa307-37C","Sec21_TS2_37C_Plate01",4,14,344,68,"G1 phase"
132565136,"YLR166C","SEC10","sec10-2","tsa63-37C","Sec21_TS2_37C_Plate01",11,5,977,26,"G1 phase"
132566043,"YER136W","GDI1","gdi1-1","tsa64-37C","Sec21_TS2_37C_Plate01",11,7,985,38,"G1 phase"
132566110,"YER136W","GDI1","gdi1-1","tsa64-37C","Sec21_TS2_37C_Plate01",11,7,985,115,"T phase"
132566168,"YER136W","GDI1","gdi1-1","tsa64-37C","Sec21_TS2_37C_Plate01",11,7,986,54,"MA-single"
132566189,"YER136W","GDI1","gdi1-1","tsa64-37C","Sec21_TS2_37C_Plate01",11,7,986,76,"G1 phase"
132566377,"YER136W","GDI1","gdi1-1","tsa64-37C","Sec21_TS2_37C_Plate01",11,7,987,97,"G1 phase"
132589087,"YKL018W","SWD2","swd2-ts1","tsa173-37C","Sec21_TS2_37C_Plate01",13,10,1191,9,"G1 phase"
132597010,"YGL145W","TIP20","tip20-5","tsa271-37C","Sec21_TS2_37C_Plate01",14,13,1297,23,"G1 phase"
132597038,"YGL145W","TIP20","tip20-5","tsa271-37C","Sec21_TS2_37C_Plate01",14,13,1298,29,"S/G2 phase"
132597076,"YGL145W","TIP20","tip20-5","tsa271-37C","Sec21_TS2_37C_Plate01",14,13,1299,6,"G1 phase"
132597092,"YGL145W","TIP20","tip20-5","tsa271-37C","Sec21_TS2_37C_Plate01",14,13,1299,24,"T phase"
132597097,"YGL145W","TIP20","tip20-5","tsa271-37C","Sec21_TS2_37C_Plate01",14,13,1299,30,"S/G2 phase"
132597149,"YGL145W","TIP20","tip20-5","tsa271-37C","Sec21_TS2_37C_Plate01",14,13,1300,24,"G1 phase"
132597153,"YGL145W","TIP20","tip20-5","tsa271-37C","Sec21_TS2_37C_Plate01",14,13,1300,28,"G1 phase"
132597154,"YGL145W","TIP20","tip20-5","tsa271-37C","Sec21_TS2_37C_Plate01",14,13,1300,29,"G1 phase"
132612738,"YLL050C","COF1","cof1-8","tsa248-37C","Sec21_TS2_37C_Plate01",10,15,924,59,"G1 phase"
132692142,"YGL098W","USE1","use1-ts","tsa592-37C","Sec21_TS2_37C_Plate02",4,7,314,56,"G1 phase"
132692196,"YGL098W","USE1","use1-ts","tsa592-37C","Sec21_TS2_37C_Plate02",4,7,315,36,"G1 phase"
132692300,"YGL098W","USE1","use1-ts","tsa592-37C","Sec21_TS2_37C_Plate02",4,7,316,66,"G1 phase"
132740425,"YLR440C","SEC39","sec39-1","tsa725-37C","Sec21_TS2_37C_Plate02",10,10,901,38,"G1 phase"
132740444,"YLR440C","SEC39","sec39-1","tsa725-37C","Sec21_TS2_37C_Plate02",10,10,901,58,"G1 phase"
