"cell_id","ORF","Name","Allele","Strain.ID","Plate","Row","Column","ImageNumber","ObjectNumber","Predictions"
129607711,"YDR108W","TRS85","","dma909","Sec21_R1_Plate03",7,17,644,9,"S/G2 phase"
129608287,"YDR162C","NBP2","","dma958","Sec21_R1_Plate03",15,19,1420,2,"G1 phase"
129619267,"YDR369C","XRS2","","dma1097","Sec21_R1_Plate03",8,9,705,18,"G1 phase"
129620917,"YDR186C","","","dma966","Sec21_R1_Plate03",2,12,143,11,"S/G2 phase"
129635546,"YER178W","PDA1","","dma1475","Sec21_R1_Plate04",6,21,562,6,"S/G2 phase"
129663649,"YDR497C","ITR1","","dma1223","Sec21_R1_Plate04",11,22,1048,30,"S/G2 phase"
129671442,"YER145C","FTR1","","dma1450","Sec21_R1_Plate04",2,19,171,6,"G1 phase"
129671460,"YER145C","FTR1","","dma1450","Sec21_R1_Plate04",2,19,172,11,"G1 phase"
129682685,"YER111C","SWI4","","dma1394","Sec21_R1_Plate04",10,4,877,11,"S/G2 phase"
129701884,"YFR040W","SAP155","","dma1580","Sec21_R1_Plate05",7,16,637,3,"G1 phase"
129701892,"YFR040W","SAP155","","dma1580","Sec21_R1_Plate05",7,16,637,11,"S/G2 phase"
129718726,"YGL194C","HOS2","","dma1723","Sec21_R1_Plate05",15,13,1396,3,"G1 phase"
129772070,"YHR162W","MPC2","","dma2218","Sec21_R1_Plate06",2,19,169,10,"G1 phase"
129778354,"YHR158C","KEL1","","dma2186","Sec21_R1_Plate06",14,4,1263,26,"G1 phase"
129781921,"YIL049W","DFG10","","dma2291","Sec21_R1_Plate06",14,21,1330,189,"G1 phase"
129782229,"YIL049W","DFG10","","dma2291","Sec21_R1_Plate06",14,21,1330,502,"S/G2 phase"
129782266,"YIL049W","DFG10","","dma2291","Sec21_R1_Plate06",14,21,1330,539,"S/G2 phase"
129782274,"YIL049W","DFG10","","dma2291","Sec21_R1_Plate06",14,21,1330,547,"G1 phase"
129782284,"YIL049W","DFG10","","dma2291","Sec21_R1_Plate06",14,21,1330,557,"G1 phase"
129782457,"YIL049W","DFG10","","dma2291","Sec21_R1_Plate06",14,21,1330,735,"G1 phase"
129782775,"YIL049W","DFG10","","dma2291","Sec21_R1_Plate06",14,21,1331,320,"G1 phase"
129782904,"YIL049W","DFG10","","dma2291","Sec21_R1_Plate06",14,21,1331,451,"MA-single"
129783008,"YIL049W","DFG10","","dma2291","Sec21_R1_Plate06",14,21,1331,560,"S/G2 phase"
129783162,"YIL049W","DFG10","","dma2291","Sec21_R1_Plate06",14,21,1331,717,"G1 phase"
129783583,"YIL049W","DFG10","","dma2291","Sec21_R1_Plate06",14,21,1332,385,"G1 phase"
129783793,"YIL049W","DFG10","","dma2291","Sec21_R1_Plate06",14,21,1332,598,"MA-single"
129783825,"YIL049W","DFG10","","dma2291","Sec21_R1_Plate06",14,21,1332,630,"G1 phase"
129783851,"YIL049W","DFG10","","dma2291","Sec21_R1_Plate06",14,21,1332,656,"G1 phase"
129807687,"YIL110W","HPM1","","dma2341","Sec21_R1_Plate07",7,2,583,13,"G1 phase"
129818687,"YJL036W","SNX4","","dma2471","Sec21_R1_Plate07",11,21,1041,14,"G1 phase"
