ORF,Name,Allele,Strain ID,Cluster_normal-10
YCR002C,CDC10,cdc10-4,tsa81-37C,0.4123989218328841
YKL048C,ELM1,,dma2781,0.37037037037037035
YLR314C,CDC3,cdc3-3,tsa130-37C,0.3680555555555556
YCR002C,CDC10,cdc10-1,tsa78-37C,0.3447204968944099
YER155C,BEM2,,dma1444,0.325
YCR002C,CDC10,cdc10-2,tsa79-37C,0.2833333333333333
YIR023W,DAL81,,dma2435,0.2777777777777778
YLR320W,MMS22,,dma3369,0.275
YGL084C,GUP1,,dma1668,0.26153846153846155
YER012W,PRE1,pre1-1,tsa289-37C,0.2599118942731278
YDR168W,CDC37,cdc37-ts,tsa315-37C,0.2590909090909091
YDR281C,PHM6,,dma1043,0.2578397212543554
YOR070C,GYP1,,dma4499,0.25
YDR218C,SPR28,,dma994,0.24516129032258063
YEL033W,MTC7,mtc7-supp1,dma1296,0.24444444444444444
YDR497C,ITR1,,dma1223,0.23943661971830985
YDL132W,CDC53,cdc53-1,tsa975-37C,0.23880597014925373
YER116C,SLX8,slx8-supp1,dma1413,0.23214285714285715
YGR185C,TYS1,tys1-1,tsa290-37C,0.21926910299003322
YJR076C,CDC11,cdc11-5,tsa84-37C,0.21739130434782608
YFL009W,CDC4,cdc4-3,tsa334-37C,0.21052631578947367
YJL115W,ASF1,,dma2518,0.20754716981132076
YDR054C,CDC34,cdc34-1,tsa92-37C,0.20666666666666667
YDL132W,CDC53,cdc53-1,tsa974-37C,0.20588235294117646
YKR048C,NAP1,,dma2953,0.205607476635514
YHR107C,CDC12,cdc12-1,tsa30-37C,0.20394736842105263
YER145C,FTR1,,dma1450,0.2
YHR030C,SLT2,,dma2112,0.19753086419753085
YNL298W,CLA4,,dma4157,0.19642857142857142
YGR075C,PRP38,prp38-1,tsa480-37C,0.19521178637200737
YMR112C,MED11,med11-ts,tsa799-37C,0.1919191919191919
YPL043W,NOP4,nop4-3,tsa660-37C,0.19029850746268656
YDR424C,DYN2,,dma1174,0.1891891891891892
YJL036W,SNX4,,dma2471,0.18888888888888888
YEL003W,GIM4,,dma1271,0.18867924528301888
YHR202W,,,dma2244,0.1864406779661017
YHL039W,EFM1,,dma2070,0.18518518518518517
YHR088W,RPF1,rpf1-1,tsa1000-37C,0.18309859154929578
YNL272C,SEC2,sec2-41,tsa56-37C,0.1827956989247312
YNR053C,NOG2,nog2-1,tsa479-37C,0.18243243243243243
YBR135W,CKS1,cks1-38,tsa332-37C,0.18230563002680966
YEL055C,POL5,pol5-2,tsa594-37C,0.18120805369127516
YER117W,RPL23B,,dma1412,0.18095238095238095
YBR074W,PFF1,,dma249,0.18032786885245902
YDR179W-A,NVJ3,,dma971,0.18018018018018017
YKL018W,SWD2,swd2-ts1,tsa173-37C,0.18
YGL022W,STT3,stt3-7,tsa544-37C,0.17791411042944785
YGR116W,SPT6,spt6-14,tsa834-37C,0.17699115044247787
YGR103W,NOP7,nop7-1,tsa447-37C,0.176
YMR076C,PDS5,pds5-1,tsa983-37C,0.17518248175182483
