ORF,Name,Allele,Strain ID,Cluster_normal-11
YPR135W,CTF4,,dma5136,0.6304347826086957
YER116C,SLX8,slx8-supp1,dma1413,0.625
YPR164W,MMS1,,dma5141,0.5862068965517241
YML032C,RAD52,,dma3531,0.5230769230769231
YPR120C,CLB5,,dma5102,0.5128205128205128
YCL061C,MRC1,,dma522,0.5063291139240507
YLL002W,RTT109,,dma3033,0.5
YKL113C,RAD27,,dma2839,0.45454545454545453
YHR191C,CTF8,,dma2228,0.45161290322580644
YCL016C,DCC1,,dma473,0.45161290322580644
YDR369C,XRS2,,dma1097,0.45098039215686275
YER095W,RAD51,,dma1402,0.43859649122807015
YLR032W,RAD5,,dma3127,0.43661971830985913
YDR159W,SAC3,,dma960,0.42105263157894735
YPR119W,CLB2,,dma5103,0.42105263157894735
YJL047C,RTT101,,dma2463,0.42045454545454547
YDR455C,,,dma1179,0.4166666666666667
YMR078C,CTF18,,dma3676,0.4090909090909091
YNL171C,,ynl171c-supp1,dma4064,0.4074074074074074
YNL198C,,,dma4072,0.4
YIL090W,ICE2,,dma2332,0.3888888888888889
YHR041C,SRB2,,dma2104,0.3870967741935484
YJL115W,ASF1,,dma2518,0.38095238095238093
YDL162C,,,dma741,0.38028169014084506
YNR005C,,,dma4212,0.3783783783783784
YLR320W,MMS22,,dma3369,0.375
YCL060C,,,dma523,0.36363636363636365
YMR179W,SPT21,,dma3770,0.36231884057971014
YEL061C,CIN8,,dma1302,0.35135135135135137
YFL023W,BUD27,bud27-supp1,dma1478,0.35135135135135137
YKL032C,IXR1,,dma2770,0.325
YLR384C,IKI3,,dma3413,0.3235294117647059
YML013W,UBX2,ubx2-supp1,dma3521,0.3235294117647059
YKL101W,HSL1,,dma2824,0.32142857142857145
YER120W,SCS2,,dma1408,0.3181818181818182
YMR216C,SKY1,,dma3811,0.2962962962962963
YHR058C,MED6,med6-ts,tsa1053-37C,0.2857142857142857
YCR008W,SAT4,,dma533,0.28205128205128205
YMR070W,MOT3,,dma3680,0.28169014084507044
YLR286C,CTS1,,dma3331,0.27941176470588236
YHR166C,CDC23,cdc23-1,tsa86-37C,0.2759051186017478
YLR059C,REX2,,dma3150,0.27419354838709675
YDR076W,RAD55,,dma885,0.2727272727272727
YNL064C,YDJ1,,dma3979,0.2717391304347826
YKR048C,NAP1,,dma2953,0.2702702702702703
YGR270W,YTA7,,dma2009,0.2698412698412698
YMR048W,CSM3,,dma3671,0.2692307692307692
YFL009W,CDC4,cdc4-2,tsa415-37C,0.26875
YPL161C,BEM4,,dma4906,0.26666666666666666
YDL102W,POL3,cdc2-1,tsa406-37C,0.26666666666666666
YDR485C,VPS72,,dma1208,0.26666666666666666
YDR445C,,,dma1185,0.26153846153846155
YJR076C,CDC11,cdc11-4,tsa126-37C,0.2553191489361702
YNL206C,RTT106,,dma4087,0.2545454545454545
YNL068C,FKH2,,dma3974,0.2540983606557377
YHR022C,,,dma2093,0.2535211267605634
YCR033W,SNT1,,dma557,0.24193548387096775
YJR092W,BUD4,,dma2673,0.24
YPL124W,SPC29,spc29-3,tsa707-37C,0.23809523809523808
YLR085C,ARP6,,dma3157,0.2345679012345679
YJL168C,SET2,,dma2546,0.2318840579710145
YDL132W,CDC53,cdc53-1,tsa975-37C,0.2315270935960591
YFL009W,CDC4,cdc4-3,tsa334-37C,0.23125
YOR359W,VTS1,,dma4743,0.22916666666666666
YLR371W,ROM2,rom2-supp1,dma3399,0.22826086956521738
YJR076C,CDC11,cdc11-5,tsa84-37C,0.22807017543859648
YDL056W,MBP1,,dma659,0.22784810126582278
YML102W,CAC2,,dma3590,0.225
YDR459C,PFA5,,dma1177,0.22413793103448276
YJR076C,CDC11,cdc11-1,tsa356-37C,0.22340425531914893
YFL009W,CDC4,cdc4-1,tsa878-37C,0.2222222222222222
YEL033W,MTC7,mtc7-supp1,dma1296,0.22115384615384615
YDL147W,RPN5,rpn5-1,tsa1036-37C,0.22082018927444794
YIL141W,,,dma2367,0.22077922077922077
YNL106C,INP52,,dma4013,0.22033898305084745
YJR053W,BFA1,,dma2650,0.22018348623853212
YLR055C,SPT8,,dma3154,0.22
YJR006W,POL31,hys2-ts,tsa794-37C,0.2152777777777778
YJL160C,PIR5,,dma2552,0.21379310344827587
YLR314C,CDC3,cdc3-3,tsa130-37C,0.21176470588235294
YNL120C,,,dma4029,0.21052631578947367
YDR192C,NUP42,,dma964,0.20833333333333334
YNL032W,SIW14,,dma3952,0.208
YNL116W,DMA2,,dma4032,0.20697167755991286
YDR198C,RKM2,,dma962,0.2062043795620438
YMR039C,SUB1,,dma3653,0.2037037037037037
YLR370C,ARC18,arc18-supp1,dma3400,0.2037037037037037
YER161C,SPT2,,dma1464,0.20149253731343283
YFL025C,BST1,,dma1500,0.2
YCR002C,CDC10,cdc10-4,tsa81-37C,0.19767441860465115
YJR076C,CDC11,cdc11-3,tsa83-37C,0.1975806451612903
YDR054C,CDC34,cdc34-1,tsa92-37C,0.1963927855711423
YOR141C,ARP8,,dma4550,0.19230769230769232
YLL023C,POM33,,dma3041,0.19230769230769232
YNL013C,,,dma3929,0.1919191919191919
YNL233W,BNI4,,dma4093,0.19117647058823528
YLR045C,STU2,stu2-11,tsa545-37C,0.19088937093275488
YMR201C,RAD14,,dma3798,0.19078947368421054
YOR337W,TEA1,,dma4738,0.19
YNL324W,,,dma4183,0.18947368421052632
YMR186W,HSC82,,dma3788,0.18947368421052632
YIR033W,MGA2,,dma2426,0.18867924528301888
YDR126W,SWF1,,dma917,0.18867924528301888
YLR314C,CDC3,cdc3-1,tsa885-37C,0.1872146118721461
YLR398C,SKI2,,dma3423,0.18604651162790697
YAL005C,SSA1,,dma21,0.18518518518518517
YNL229C,URE2,,dma4096,0.18439716312056736
YLR361C,DCR2,,dma3408,0.18333333333333332
YER048C,CAJ1,,dma1353,0.1822429906542056
YDR441C,APT2,,dma1186,0.18181818181818182
YHR158C,KEL1,,dma2186,0.18181818181818182
YDR088C,SLU7,slu7-ts1,tsa656-37C,0.18090452261306533
YFR009W,GCN20,,dma1516,0.18055555555555555
YMR116C,ASC1,,dma3698,0.18055555555555555
YNL325C,FIG4,,dma4182,0.1792452830188679
YDL008W,APC11,apc11-13,tsa783-37C,0.17857142857142858
YNL236W,SIN4,,dma4113,0.17543859649122806
YLR110C,CCW12,,dma3198,0.17543859649122806
YGL073W,HSF1,hsf1-848,tsa423-37C,0.17391304347826086
YNL323W,LEM3,,dma4184,0.17307692307692307
YLR319C,BUD6,,dma3370,0.1721311475409836
YBR109C,CMD1,cmd1-3,tsa155-37C,0.171875
YMR167W,MLH1,,dma3760,0.171875
YBL034C,STU1,stu1-12,tsa822-37C,0.16666666666666666
YEL003W,GIM4,,dma1271,0.16666666666666666
YCR002C,CDC10,cdc10-1,tsa78-37C,0.16666666666666666
YBL084C,CDC27,cdc27-1,tsa89-37C,0.16666666666666666
YJL078C,PRY3,,dma2489,0.16587677725118483
YFR052W,RPN12,rpn12-1,tsa405-37C,0.1650485436893204
YML009C-A,,,dma3525,0.16393442622950818
YBR135W,CKS1,cks1-38,tsa332-37C,0.16271186440677965
YDR168W,CDC37,cdc37-ts,tsa315-37C,0.16244411326378538
YOR083W,WHI5,,dma4490,0.16176470588235295
YBL026W,LSM2,lsm2-5001,tsa1065-37C,0.16055045871559634
YNL054W,VAC7,,dma3984,0.16037735849056603
YJL098W,SAP185,,dma2503,0.15942028985507245
YBR229C,ROT2,,dma402,0.15714285714285714
YPL255W,BBP1,bbp1-1,tsa691-37C,0.15695067264573992
YOR127W,RGA1,,dma4539,0.15625
YHR036W,BRL1,brl1-k405i,tsa1043-37C,0.15606936416184972
YFL029C,CAK1,cak1-23,tsa650-37C,0.15547024952015356
YER069W,"ARG5,6",,dma1377,0.15384615384615385
YLR045C,STU2,stu2-12,tsa550-37C,0.15384615384615385
YNL099C,OCA1,,dma4018,0.15384615384615385
YKR086W,PRP16,prp16-2,tsa598-37C,0.15336134453781514
YLR412W,BER1,,dma3436,0.1527777777777778
YDL232W,OST4,ost4-supp2,dma805,0.1527777777777778
YNL271C,BNI1,,dma4132,0.1527777777777778
YEL037C,RAD23,,dma1295,0.15267175572519084
YLR200W,YKE2,,dma3275,0.15
YDR054C,CDC34,cdc34-2,tsa308-37C,0.14930555555555555
YFL008W,SMC1,smc1-259,tsa68-37C,0.146875
YIL006W,YIA6,,dma2234,0.14655172413793102
YDL028C,MPS1,mps1-3796,tsa167-37C,0.14606741573033707
YLR150W,STM1,,dma3239,0.14285714285714285
YGR075C,PRP38,prp38-1,tsa480-37C,0.14228456913827656
YDL003W,MCD1,mcd1-73,tsa70-37C,0.14166666666666666
YLR045C,STU2,stu2-13,tsa555-37C,0.14084507042253522
YEL053C,MAK10,,dma1307,0.13541666666666666
YER167W,BCK2,,dma1459,0.1349206349206349
YDL132W,CDC53,cdc53-1,tsa974-37C,0.13440860215053763
YDL074C,BRE1,,dma651,0.13414634146341464
YGR246C,BRF1,brf1-w107r,tsa478-37C,0.13333333333333333
YML031W,NDC1,ndc1-4,tsa176-37C,0.13304721030042918
