ORF,Name,Allele,Strain ID,Cluster_normal-3
YKL092C,BUD2,,dma2832,1.0
YKL076C,PSY1,,dma2818,0.45549738219895286
YBR200W,BEM1,,dma360,0.44
YKL127W,PGM1,,dma2853,0.39603960396039606
YKL124W,SSH4,,dma2854,0.35802469135802467
YJL084C,ALY2,,dma2487,0.30851063829787234
YKL074C,MUD2,,dma2820,0.2962962962962963
YOR174W,MED4,med4-6,tsa738-37C,0.2926829268292683
YBR135W,CKS1,cks1-35,tsa923-37C,0.28888888888888886
YKL093W,MBR1,,dma2831,0.2849162011173184
YOR174W,MED4,med4-54,tsa953-37C,0.27450980392156865
YER145C,FTR1,,dma1450,0.24074074074074073
YAL041W,CDC24,cdc24-h,tsa42-37C,0.22943722943722944
YBR060C,ORC2,orc2-1,tsa295-37C,0.2251655629139073
YLR131C,ACE2,,dma3228,0.2127659574468085
YDR192C,NUP42,,dma964,0.19583333333333333
YJL078C,PRY3,,dma2489,0.1848341232227488
YDR198C,RKM2,,dma962,0.17518248175182483
YGL121C,GPG1,,dma1675,0.16111111111111112
YER157W,COG3,cog3-1,tsa41-37C,0.1592920353982301
YLR005W,SSL1,ssl1-t242i,tsa752-37C,0.15178571428571427
YBR265W,TSC10,tsc10-1,tsa543-37C,0.12709030100334448
YDR265W,PEX10,,dma1031,0.12133891213389121
YDR311W,TFB1,tfb1-1,tsa701-37C,0.11764705882352941
YGR009C,SEC9,sec9-4,tsa57-37C,0.10696920583468396
YJR118C,ILM1,,dma2723,0.10483870967741936
