"cell_id","ORF","Name","Allele","Strain.ID","Plate","Row","Column","ImageNumber","ObjectNumber","Predictions"
61080267,"YDL104C","QRI7","","dma689","Om45_R1_Plate02",4,9,322,2,"MA-single"
61090622,"YCL009C","ILV6","","dma479","Om45_R1_Plate02",15,22,1431,30,"G1 phase"
61090654,"YCL009C","ILV6","","dma479","Om45_R1_Plate02",15,22,1432,11,"G1 phase"
61097081,"YCR028C-A","RIM1","","dma561","Om45_R1_Plate02",13,17,1218,3,"G1 phase"
61124459,"YDR315C","IPK1","","dma1059","Om45_R1_Plate03",2,5,113,25,"G1 phase"
61161127,"YDR345C","HXT3","","dma1088","Om45_R1_Plate03",6,15,531,37,"G1 phase"
61162956,"YDR393W","SHE9","","dma1124","Om45_R1_Plate03",12,15,1108,34,"G1 phase"
61165304,"YER153C","PET122","","dma1445","Om45_R1_Plate04",2,9,132,4,"G1 phase"
61211682,"YDR455C","","","dma1179","Om45_R1_Plate04",5,6,405,16,"G1 phase"
61236012,"YER119C-A","","","dma1409","Om45_R1_Plate04",12,10,1096,3,"MA-single"
61302159,"YIL045W","PIG2","","dma2270","Om45_R1_Plate06",12,3,1068,16,"G1 phase"
61303715,"YHR035W","NEL1","","dma2107","Om45_R1_Plate06",15,13,1393,3,"MA-single"
61303734,"YHR035W","NEL1","","dma2107","Om45_R1_Plate06",15,13,1393,23,"MA-single"
61303748,"YHR035W","NEL1","","dma2107","Om45_R1_Plate06",15,13,1394,4,"MA-single"
61303821,"YGR268C","HUA1","","dma2011","Om45_R1_Plate06",15,14,1397,4,"G1 phase"
61303858,"YGR268C","HUA1","","dma2011","Om45_R1_Plate06",15,14,1400,13,"G1 phase"
61306991,"YGR201C","","","dma1964","Om45_R1_Plate06",7,16,637,8,"G1 phase"
61310093,"YIL020C","HIS6","","dma2267","Om45_R1_Plate06",10,21,945,3,"S/G2 phase"
61310118,"YIL020C","HIS6","","dma2267","Om45_R1_Plate06",10,21,945,28,"MA-single"
61310125,"YIL020C","HIS6","","dma2267","Om45_R1_Plate06",10,21,946,5,"G1 phase"
61310192,"YIL020C","HIS6","","dma2267","Om45_R1_Plate06",10,21,948,13,"S/G2 phase"
61363035,"YKL183W","LOT5","","dma2884","Om45_R1_Plate08",2,8,127,40,"G1 phase"
61367826,"YKL069W","","","dma2802","Om45_R1_Plate08",3,11,236,23,"G1 phase"
61381035,"YLL028W","TPO1","","dma3060","Om45_R1_Plate08",14,23,1337,37,"G1 phase"
61381069,"YLL028W","TPO1","","dma3060","Om45_R1_Plate08",14,23,1338,31,"G1 phase"
61402484,"YKL032C","IXR1","","dma2770","Om45_R1_Plate08",13,20,1228,22,"G1 phase"
61403957,"YKR047W","","","dma2954","Om45_R1_Plate08",14,4,1260,8,"G1 phase"
61403997,"YKR047W","","","dma2954","Om45_R1_Plate08",14,4,1261,29,"G1 phase"
61404057,"YKR047W","","","dma2954","Om45_R1_Plate08",14,4,1262,44,"G1 phase"
61404321,"YLL043W","FPS1","","dma3052","Om45_R1_Plate08",14,7,1273,3,"G1 phase"
61406905,"YKR020W","VPS51","","dma2932","Om45_R1_Plate08",10,8,893,6,"G1 phase"
61407327,"YLL006W","MMM1","","dma3031","Om45_R1_Plate08",10,13,915,5,"S/G2 phase"
61408026,"YKR016W","MIC60","","dma2936","Om45_R1_Plate08",10,16,927,5,"S/G2 phase"
61408057,"YKR016W","MIC60","","dma2936","Om45_R1_Plate08",10,16,927,37,"G1 phase"
61409680,"YKL030W","","","dma2749","Om45_R1_Plate08",11,2,967,6,"MA-single"
61412245,"YKL190W","CNB1","","dma2902","Om45_R1_Plate08",4,20,366,3,"MA-single"
61412298,"YKL190W","CNB1","","dma2902","Om45_R1_Plate08",4,20,368,22,"G1 phase"
61429003,"YKR094C","RPL40B","","dma3023","Om45_R1_Plate08",8,21,753,41,"G1 phase"
61429007,"YKR094C","RPL40B","","dma3023","Om45_R1_Plate08",8,21,753,46,"G1 phase"
61429073,"YKR094C","RPL40B","","dma3023","Om45_R1_Plate08",8,21,754,43,"G1 phase"
61439927,"YJR118C","ILM1","","dma2723","Om45_R1_Plate08",5,22,469,31,"G1 phase"
61439967,"YJR118C","ILM1","","dma2723","Om45_R1_Plate08",5,22,470,9,"G1 phase"
61440022,"YJR118C","ILM1","","dma2723","Om45_R1_Plate08",5,22,470,66,"G1 phase"
61440111,"YJR118C","ILM1","","dma2723","Om45_R1_Plate08",5,22,471,63,"G1 phase"
61448959,"YKL041W","VPS24","","dma2763","Om45_R1_Plate08",13,6,1172,34,"G1 phase"
61469945,"YLR404W","SEI1","","dma3442","Om45_R1_Plate09",14,19,1322,2,"G1 phase"
61469957,"YLR404W","SEI1","","dma3442","Om45_R1_Plate09",14,19,1322,16,"G1 phase"
61471146,"YLR085C","ARP6","","dma3157","Om45_R1_Plate09",15,2,1348,5,"MA-single"
61471150,"YLR085C","ARP6","","dma3157","Om45_R1_Plate09",15,2,1348,9,"MA-single"
61471177,"YLR085C","ARP6","","dma3157","Om45_R1_Plate09",15,2,1348,37,"MA-single"
61471212,"YLR085C","ARP6","","dma3157","Om45_R1_Plate09",15,2,1349,9,"G1 phase"
61471238,"YLR085C","ARP6","","dma3157","Om45_R1_Plate09",15,2,1349,36,"G1 phase"
61471264,"YLR085C","ARP6","","dma3157","Om45_R1_Plate09",15,2,1350,24,"MA-single"
61472641,"YLR193C","UPS1","ups1-supp1","dma3256","Om45_R1_Plate09",15,7,1368,35,"S/G2 phase"
61472760,"YLR193C","UPS1","ups1-supp1","dma3256","Om45_R1_Plate09",15,7,1370,27,"G1 phase"
61472772,"YLR193C","UPS1","ups1-supp1","dma3256","Om45_R1_Plate09",15,7,1371,4,"MA-single"
61472805,"YLR193C","UPS1","ups1-supp1","dma3256","Om45_R1_Plate09",15,7,1371,37,"G1 phase"
61472809,"YLR193C","UPS1","ups1-supp1","dma3256","Om45_R1_Plate09",15,7,1371,41,"G1 phase"
