ORF,Name,Allele,Strain ID,Num_cells,Penetrance,KS_Penetrance,WT_percentile_at_threshold
YDL090C,RAM1,ram1-119,tsa327-37C,2,98.98989898989899,50.0,99.85929197854594
YKL022C,CDC16,cdc16-1,tsa883-37C,2,98.98989898989899,50.0,99.94594179576654
YOR204W,DED1,ded1-f144c,tsa932-37C,7,98.98989898989899,85.71428571428571,99.9973362624001
YAR019C,CDC15,cdc15-2,tsa882-26C,2,98.98989898989899,50.0,99.15371489546396
YHR160C,PEX18,,dma2220,2,98.98989898989899,50.0,99.92510196630842
YLR378C,SEC61,sec61-2,tsa213-26C,10,98.98989898989899,90.0,99.99952992865884
YKL018W,SWD2,swd2-1,tsa893-37C,3,98.98989898989899,66.66666666666667,99.34722759757506
YOR259C,RPT4,rpt4-145,tsa263-26C,15,98.98989898989899,93.33333333333333,99.99279223943554
YFL034C-B,MOB2,mob2-28,tsa936-26C,7,98.98989898989899,85.71428571428571,99.99858978597652
YOR181W,LAS17,las17-1,tsa912-37C,2,98.98989898989899,50.0,99.65465425469405
YOL123W,HRP1,hrp1-1,tsa960-26C,4,98.98989898989899,75.0,99.99012850183563
YPL160W,CDC60,cdc60-ts,tsa922-26C,23,98.98989898989899,95.65217391304348,99.99780633374125
YGL048C,RPT6,rpt6-20,tsa907-26C,4,98.98989898989899,75.0,99.99952992865884
YOR149C,SMP3,smp3-2,tsa204-37C,2,98.98989898989899,50.0,99.82732712734703
YJL019W,MPS3,mps3-1,tsa437-37C,2,97.97979797979798,50.0,99.02193822949197
YDL207W,GLE1,gle1-2,tsa919-26C,2,97.97979797979798,50.0,99.98025700367126
YDL207W,GLE1,gle1-4,tsa920-26C,2,97.97979797979798,50.0,98.06189586039508
YAR019C,CDC15,cdc15-2,tsa882-37C,7,97.97979797979798,85.71428571428571,98.609215591953
YIL126W,STH1,sth1-3,tsa931-26C,2,97.97979797979798,50.0,98.02852079517268
YOR202W,HIS3,his3,tsa971-37C,2,97.97979797979798,50.0,98.92008943890718
YFL034C-B,MOB2,mob2-28,tsa936-37C,76,97.67410951621478,97.36842105263158,99.99200878720028
YFL009W,CDC4,cdc4-1,tsa878-37C,2,96.96969696969697,50.0,98.13052627620452
YDR196C,CAB5,cab5-1,tsa890-37C,3,96.96969696969697,66.66666666666667,97.8353214739557
YER093C,TSC11,tsc11-5,tsa811-37C,84,96.60894660894661,96.42857142857143,99.99435914390607
YOR202W,HIS3,his3,tsa985-26C,2,95.95959595959596,50.0,96.82968218476624
YLR192C,HCR1,,dma3257,3,95.95959595959596,66.66666666666667,96.79333000104982
YBL003C,HTA2,,dma93,2,95.95959595959596,50.0,97.17346102560165
YPR069C,SPE3,,dma5069,3,95.95959595959596,66.66666666666667,97.24694884526976
YFL039C,ACT1,act1-105,tsa909-26C,2,95.95959595959596,50.0,97.01880755435984
YFL034C-B,MOB2,mob2-19,tsa939-37C,3,95.95959595959596,66.66666666666667,96.57944754082177
YPR034W,ARP7,arp7-e411k,tsa930-26C,2,94.94949494949495,50.0,95.43184670660185
YFL034C-B,MOB2,mob2-20,tsa940-37C,3,94.94949494949495,66.66666666666667,95.92134766319701
YER093C,TSC11,tsc11-5,tsa811-26C,21,94.94949494949495,90.47619047619048,97.0752161152991
YDR311W,TFB1,tfb1-6,tsa715-37C,67,94.51228704960049,94.02985074626865,99.99686619105893
YGL048C,RPT6,rpt6-1-supp1,tsa906-37C,4,93.93939393939394,75.0,95.42213189888452
YOR202W,HIS3,his3,tsa964-37C,3,92.92929292929293,66.66666666666667,94.31386036687502
YGL048C,RPT6,rpt6-20,tsa907-37C,22,92.42424242424244,90.9090909090909,99.99263554898849
YPL160W,CDC60,cdc60-ts,tsa922-37C,84,92.02741702741703,91.66666666666667,99.9710122672951
YGL234W,"ADE5,7","ade5,7",tsa536-26C,3,91.91919191919192,66.66666666666667,92.43388838312694
YML010W,SPT5,spt5-194,tsa833-26C,3,91.91919191919192,66.66666666666667,99.9932623107767
YOL123W,HRP1,hrp1-1,tsa960-37C,37,91.56429156429157,89.1891891891892,99.99702288150598
YGL145W,TIP20,tip20-5,tsa271-37C,280,91.489898989899,91.42857142857143,99.20981007550913
YER090W,TRP2,trp2,tsa554-37C,2,90.9090909090909,50.0,94.81997051085787
YGL011C,SCL1,scl1-5001,tsa1084-37C,3,89.8989898989899,66.66666666666667,95.62347912334829
YPR103W,PRE2,pre2-75,tsa918-26C,12,89.64646464646464,83.33333333333333,99.97994362277716
YER168C,CCA1,cca1-1,tsa958-37C,2,88.88888888888889,50.0,91.3169988765295
YPR103W,PRE2,pre2-75,tsa918-37C,69,88.84497145366711,88.40579710144928,99.98574116931813
YDR311W,TFB1,tfb1-6,tsa715-26C,19,88.4635832004253,84.21052631578948,99.99811971463535
YML071C,COG8,,dma3583,3,87.87878787878788,66.66666666666667,92.85381878123036
YIL046W,MET30,met30-9,tsa947-26C,3,87.87878787878788,66.66666666666667,91.83987489834708
YLR378C,SEC61,sec61-2,tsa213-37C,17,87.22519310754605,82.3529411764706,99.91961780066154
YOR202W,HIS3,his3,tsa1045-26C,2,85.85858585858585,50.0,93.61846816285151
YGL234W,"ADE5,7","ade5,7",tsa39-26C,3,85.85858585858585,66.66666666666667,87.05423526443863
YFL039C,ACT1,act1-105,tsa909-37C,4,85.85858585858585,75.0,87.54404960192792
YDL207W,GLE1,gle1-2,tsa919-37C,2,84.84848484848484,50.0,88.70152193431223
YKL189W,HYM1,hym1-15,tsa892-37C,4,84.84848484848484,75.0,85.93092144951198
YGL154C,LYS5,lys5,tsa411-37C,5,84.84848484848484,80.0,94.04842674956636
YPL190C,NAB3,nab3-11,tsa861-37C,4,84.84848484848484,75.0,85.59654403549979
YER125W,RSP5,rsp5-sm1,tsa464-37C,24,84.46969696969697,83.33333333333333,98.26355646575296
YIL022W,TIM44,tim44-8,tsa956-26C,5,83.83838383838383,80.0,93.3367387390493
YGL154C,LYS5,lys5,tsa979-26C,3,83.83838383838383,66.66666666666667,91.13570802928858
YOL135C,MED7,med7-163,tsa739-37C,193,83.6028680588266,83.41968911917098,95.63460414508909
YLR249W,YEF3,yef3-f650s,tsa584-26C,8,82.82828282828282,75.0,92.11423987113777
YMR058W,FET3,,dma3663,12,82.57575757575756,83.33333333333333,92.65372508034302
YGL234W,"ADE5,7","ade5,7",tsa536-37C,3,80.8080808080808,66.66666666666667,90.94877632595373
YDR437W,GPI19,gpi19-2,tsa1014-26C,13,80.8080808080808,76.92307692307692,87.16908936212886
YGL234W,"ADE5,7","ade5,7",tsa468-26C,2,80.8080808080808,50.0,89.86087455206119
YPR034W,ARP7,arp7-e411k,tsa930-37C,12,80.55555555555554,75.0,98.6888143390562
YLR440C,SEC39,sec39-2,tsa726-37C,353,80.34166022834579,80.1699716713881,96.93983556904486
YBR193C,MED8,med8-51,tsa741-37C,689,80.18648018648018,80.11611030478954,95.35271803083981
YDR460W,TFB3,tfb3-ts,tsa951-37C,2,79.7979797979798,50.0,86.33894337363934
YDR182W,CDC1,cdc1-1,tsa31-37C,435,79.22675026123302,79.08045977011494,97.04293788320608
YJR057W,CDC8,cdc8-2,tsa22-26C,67,78.92356399819086,79.1044776119403,93.77092796783458
YFL039C,ACT1,act1-108,tsa904-37C,3,78.78787878787878,66.66666666666667,83.02729077516331
YOR174W,MED4,med4-6,tsa738-37C,76,78.3625730994152,77.63157894736842,94.97196024449977
YGL044C,RNA15,rna15-58,tsa652-37C,390,78.34498834498834,78.2051282051282,95.90238811910355
YIL046W,MET30,met30-6,tsa948-26C,10,77.77777777777779,80.0,95.06299739423787
YOL123W,HRP1,hrp1-4,tsa858-26C,3,77.77777777777779,66.66666666666667,93.90959901347695
YLR440C,SEC39,sec39-1,tsa725-37C,461,76.93858322925568,76.78958785249458,98.90175665660192
YOR202W,HIS3,his3,tsa805-26C,43,76.25088090204369,76.74418604651163,93.93827336528774
YLR005W,SSL1,ssl1-t242i,tsa752-37C,285,76.1297182349814,76.14035087719299,95.0689516312259
YJR057W,CDC8,cdc8-1,tsa407-37C,44,76.01010101010101,75.0,95.36164938632186
YJR057W,CDC8,cdc8-2,tsa22-37C,40,75.9090909090909,75.0,97.37371141693605
YHR041C,SRB2,,dma2104,10,75.85858585858585,70.0,88.9190082748225
YNL311C,SKP2,,dma4170,5,75.75757575757575,80.0,90.25213059835382
YFR052W,RPN12,rpn12-1,tsa405-37C,11,75.75757575757575,72.72727272727273,89.38359545033617
YEL002C,WBP1,wbp1-1,tsa590-26C,24,75.37878787878788,75.0,91.19932435079231
YFL034C-B,MOB2,mob2-36,tsa814-26C,34,75.19310754604872,73.52941176470588,93.47807352229157
YPL055C,LGE1,,dma4805,50,74.92929292929293,74.0,94.30539908273413
YER069W,"ARG5,6","arg5,6",tsa453-26C,4,74.74747474747475,75.0,85.31152411230944
YLR310C,CDC25,cdc25-1,tsa23-26C,2,74.74747474747475,50.0,80.99705265269093
YIL128W,MET18,,dma2354,7,74.6031746031746,71.42857142857143,91.44062763925471
YMR197C,VTI1,vti1-2,tsa634-37C,97,74.56003332291992,74.22680412371135,92.99703384983728
YDR228C,PCF11,pcf11-ts2,tsa686-37C,432,74.28451178451179,74.30555555555556,95.04560475461493
YKL112W,ABF1,abf1-101,tsa837-26C,4,73.73737373737373,75.0,88.29961093761996
YGL154C,LYS5,lys5,tsa651-26C,2,73.73737373737373,50.0,75.63761260167252
YGL084C,GUP1,,dma1668,5,73.73737373737373,60.0,81.711717781702
YER069W,"ARG5,6","arg5,6",tsa1018-26C,6,73.23232323232322,66.66666666666667,91.55219123755683
YFL018C,LPD1,lpd1-supp1,dma1482,6,73.23232323232322,66.66666666666667,91.30132983182415
YMR001C,CDC5,cdc5-1,tsa879-37C,4,72.97979797979798,75.0,98.08774978415892
YIL046W,MET30,met30-6,tsa948-37C,64,72.80618686868688,71.875,95.40912659177908
YGR246C,BRF1,brf1-w107r,tsa478-37C,9,72.72727272727273,66.66666666666667,84.86119576747764
YJR065C,ARP3,arp3-g15c,tsa298-26C,2,72.72727272727273,50.0,88.32703176585433
YDR238C,SEC26,sec26-f856aw860a,tsa721-37C,79,72.70170054980181,72.15189873417721,92.9740003541204
YOR259C,RPT4,rpt4-145,tsa263-37C,13,72.49417249417249,69.23076923076923,92.92150905435749
YLL031C,GPI13,gpi13-3-supp1,tsa196-37C,4,71.71717171717171,75.0,91.22972229752068
YLR039C,RIC1,,dma3121,3,71.71717171717171,66.66666666666667,82.28583157970608
YNL003C,PET8,,dma3935,3,71.71717171717171,66.66666666666667,76.63479060672108
YER090W,TRP2,trp2,tsa211-37C,4,71.71717171717171,75.0,92.41712250529223
YBR160W,CDC28,cdc28-1,tsa174-37C,151,71.35594354137402,71.52317880794702,93.41680755749364
YMR061W,RNA14,rna14-5001,tsa1106-37C,1008,70.93253968253967,70.93253968253968,93.73410571277701
YDR408C,ADE8,,dma1139,3,70.70707070707071,66.66666666666667,76.17443407327785
YER171W,RAD3,rad3-ts14,tsa588-37C,143,70.7070707070707,70.62937062937063,92.77469010546834
YDR228C,PCF11,pcf11-2,tsa685-37C,482,70.11819439205331,70.12448132780084,95.09496224543678
YDL195W,SEC31,sec31-1,tsa852-37C,520,69.99222999222998,70.0,93.50847146901995
YNL061W,NOP2,nop2-10,tsa941-26C,7,69.6969696969697,71.42857142857143,93.63680094515678
YBR193C,MED8,med8-39,tsa751-37C,172,69.55015268968758,69.18604651162791,94.3779467597199
YFL034C-B,MOB2,mob2-11,tsa609-26C,12,69.44444444444444,66.66666666666667,85.40694859456504
YER090W,TRP2,trp2,tsa1040-37C,4,68.68686868686868,75.0,85.48686072256233
YLR079W,SIC1,,dma3163,6,68.68686868686868,66.66666666666667,89.30838403575049
YLR459W,GAB1,gab1-2,tsa201-37C,69,67.76460254721124,68.1159420289855,94.11204307107009
YER090W,TRP2,trp2,tsa723-26C,2,67.67676767676768,50.0,69.18462992066763
YIL118W,RHO3,rho3-1,tsa654-26C,11,67.67676767676767,63.63636363636363,87.48732766009455
YNL080C,EOS1,eos1-supp1,dma3987,13,67.44366744366744,69.23076923076923,91.49609605751166
YDR311W,TFB1,tfb1-1,tsa701-37C,252,66.66666666666666,66.66666666666667,94.52523577995021
YOR327C,SNC2,,dma4718,24,66.28787878787878,66.66666666666667,91.11032417686592
YLR066W,SPC3,spc3-4,tsa623-37C,416,66.24417249417249,66.10576923076923,93.9276184148881
YDR123C,INO2,,dma920,12,66.16161616161615,66.66666666666667,88.59528581120995
YLR459W,GAB1,gab1-2,tsa201-26C,84,65.72871572871573,65.47619047619048,94.97274369673504
YPL022W,RAD1,,dma4782,2,65.65656565656566,50.0,80.12271995813231
YOR212W,STE4,ste4,tsa562-37C,2,65.65656565656566,50.0,73.66911051533921
YER090W,TRP2,trp2,tsa723-37C,4,65.65656565656566,50.0,79.57728051193902
YML130C,ERO1,ero1-1,tsa203-37C,1018,65.32813399218114,65.32416502946955,94.28957334758172
YBR253W,SRB6,srb6-5001,tsa1068-26C,24,65.27777777777779,66.66666666666667,88.5489054388821
YDR164C,SEC1,sec1-1,tsa36-37C,1096,65.05566615055666,65.05474452554745,94.135233257234
YGL097W,SRM1,srm1-ts,tsa955-37C,2,64.64646464646465,50.0,99.99529928658839
YPL217C,BMS1,bms1-1,tsa678-26C,3,64.64646464646465,66.66666666666667,67.15642877400694
YBR200W,BEM1,,dma360,36,64.64646464646465,63.888888888888886,96.78941273987348
YMR112C,MED11,med11-ts,tsa799-26C,11,64.64646464646464,63.63636363636363,84.37592545295291
YDL140C,RPO21,rpo21-1,tsa804-37C,35,64.35786435786434,62.857142857142854,95.25651009634896
YKR062W,TFA2,tfa2-45,tsa692-37C,435,64.0682688958551,64.13793103448276,91.21530677639177
YIL004C,BET1,bet1-1,tsa792-37C,437,63.969211566465574,63.84439359267734,92.15873995810098
YKR068C,BET3,bet3-5001,tsa1090-37C,290,63.862765586903514,63.793103448275865,92.65873917464874
YLR195C,NMT1,nmt1-181,tsa690-37C,124,63.68523949169111,63.70967741935484,95.41022342490845
YOR057W,SGT1,sgt1-5,tsa427-37C,385,63.6075036075036,63.63636363636363,93.2588635868637
YLR195C,NMT1,nmt1-181,tsa690-26C,34,63.33927510398099,61.76470588235294,91.70418097119872
YGR009C,SEC9,sec9-4,tsa57-37C,540,62.89562289562289,62.96296296296296,93.49609292370272
YER003C,PMI40,pmi40-5001,tsa1081-37C,480,62.79671717171716,62.708333333333336,92.31699730962502
YJR006W,POL31,hys2-ts,tsa794-26C,3,62.62626262626263,66.66666666666667,76.63573074940341
YDR002W,YRB1,yrb1-51,tsa582-37C,156,62.490287490287486,62.17948717948718,91.34771020415198
YGL195W,GCN1,,dma1722,7,62.48196248196247,57.142857142857146,86.6093910852537
YFL005W,SEC4,sec4-8,tsa307-37C,527,62.273589787821294,62.239089184060724,94.16641465619766
YMR298W,LIP1,lip1-5001,tsa1059-37C,70,62.16450216450215,61.42857142857143,92.90740691412266
YPL085W,SEC16,sec16-2,tsa119-37C,613,62.047885049516374,61.99021207177814,92.20496363998176
YNL199C,GCR2,,dma4071,57,62.0414673046252,61.40350877192982,91.11486819983045
YDL030W,PRP9,prp9-ts,tsa361-26C,10,61.81818181818181,60.0,86.08902211058899
YBL034C,STU1,stu1-7,tsa950-37C,2,61.61616161616161,50.0,66.02919769790395
YDL017W,CDC7,cdc7-1,tsa880-37C,2,61.61616161616161,50.0,81.89426215251935
YPL124W,SPC29,spc29-20,tsa706-26C,5,61.61616161616161,60.0,74.90508476169734
YMR112C,MED11,med11-ts,tsa799-37C,215,61.59267089499648,61.395348837209305,94.26371942381789
YFR010W,UBP6,,dma1515,72,61.111111111111114,61.111111111111114,89.39628737654752
YOR057W,SGT1,sgt1-3,tsa830-26C,6,61.111111111111114,66.66666666666667,85.34145198769667
YPL175W,SPT14,spt14-1-10c,tsa474-26C,19,60.76555023923446,57.89473684210526,85.73286472443634
YER069W,"ARG5,6","arg5,6",tsa502-26C,34,60.21984551396316,58.8235294117647,87.39629051035645
YIL109C,SEC24,sec24-20,tsa456-37C,148,60.18973518973518,60.13513513513514,91.50064008047622
YOR196C,LIP5,,dma4586,6,60.1010101010101,66.66666666666667,85.63367967145147
YGR116W,SPT6,spt6-14,tsa834-37C,240,59.83585858585858,60.0,95.52617435572806
YMR277W,FCP1,fcp1-1-supp3,tsa426-37C,888,59.74269724269724,59.68468468468468,92.57036576251056
YER136W,GDI1,gdi1-1,tsa64-37C,500,59.66868686868687,59.6,97.14321976932032
YER148W,SPT15,spt15-i143n,tsa812-26C,3,59.59595959595959,66.66666666666667,90.90929033329625
YGL234W,"ADE5,7","ade5,7",tsa579-37C,3,59.59595959595959,66.66666666666667,90.28848278207022
YKL018W,SWD2,swd2-1,tsa893-26C,5,58.78787878787879,60.0,93.15325422554963
YGR006W,PRP18,prp18-1202,tsa430-37C,177,58.65434001027222,58.75706214689266,91.09136463277244
YMR298W,LIP1,lip1-5001,tsa1059-26C,5,58.58585858585859,60.0,79.1412109977891
YDR173C,ARG82,,dma953,22,58.58585858585859,59.09090909090909,85.70983122871948
YDR189W,SLY1,sly1-ts,tsa251-37C,331,58.55534193902774,58.610271903323266,91.26889490928407
YOL135C,MED7,med7-141,tsa740-37C,543,58.150566437859254,58.195211786372006,91.35225422711653
YGL154C,LYS5,lys5,tsa815-26C,13,57.96425796425797,53.84615384615385,90.61659257820028
YML069W,POB3,pob3-7,tsa629-37C,283,57.9433915122961,57.95053003533569,94.14729842165713
YKR093W,PTR2,,dma3024,984,57.62811037201282,57.6219512195122,99.7127864105509
YIL118W,RHO3,rho3-1,tsa654-37C,86,57.458303969931876,56.97674418604651,90.66077928426938
YMR227C,TAF7,taf7-ts1,tsa638-37C,64,57.275883838383834,57.8125,91.62458222409555
YER090W,TRP2,trp2,tsa134-37C,27,57.23905723905723,55.55555555555556,94.55516365533742
YDR238C,SEC26,sec26-11d26,tsa722-37C,371,57.08568161398351,57.142857142857146,93.4017652745765
YIL115C,NUP159,nup159-1,tsa553-37C,424,57.054030874785596,57.075471698113205,93.92871524801747
YDR498C,SEC20,sec20-1,tsa55-37C,374,56.981580510992266,56.95187165775401,94.85522586144491
YDL103C,QRI1,qri1-ts1,tsa859-37C,401,56.89312073351973,56.85785536159601,92.41069819696303
YBR160W,CDC28,cdc28-1,tsa174-26C,32,56.72348484848485,56.25,91.70512111388105
YFL034C-B,MOB2,mob2-34,tsa611-26C,9,56.56565656565656,55.55555555555556,88.45489117065
YGL080W,MPC1,,dma1649,3,56.56565656565656,66.66666666666667,68.58544565113499
YOR329C,SCD5,scd5-pp1d2,tsa570-26C,11,56.56565656565656,54.54545454545455,86.49061972638714
YOR212W,STE4,ste4,tsa843-37C,20,56.56565656565656,55.0,84.28081435159143
YPR181C,SEC23,sec23-1,tsa900-37C,480,56.401515151515156,56.458333333333336,92.5924591155451
YLR305C,STT4,stt4-4,tsa123-37C,250,56.38787878787879,56.4,91.70104716225765
YDR182W,CDC1,cdc1-6,tsa414-37C,247,56.316198421461586,56.2753036437247,93.38249234958893
YFL039C,ACT1,act1-119,tsa215-26C,55,56.16161616161616,56.36363636363637,92.52727588957084
YNL138W,SRV2,srv2-ts,tsa675-37C,22,56.06060606060607,54.54545454545455,85.21108553574814
YHR025W,THR1,,dma2092,22,56.06060606060607,54.54545454545455,80.65358719274963
YJL204C,RCY1,,dma2604,18,56.06060606060607,55.55555555555556,95.49044893379985
YER022W,SRB4,srb4-2,tsa519-37C,501,56.03338776991471,56.08782435129741,91.29239847634209
YPR183W,DPM1,dpm1-6,tsa330-37C,1407,55.83123344317373,55.792466240227434,92.09716061240894
YCL059C,KRR1,krr1-17,tsa325-26C,8,55.80808080808081,50.0,89.30540691725648
YNL138W,SRV2,srv2-ts,tsa675-26C,5,55.757575757575765,60.0,89.2641973296814
YGL137W,SEC27,sec27-1,tsa546-37C,347,55.73603469857071,55.61959654178674,92.50768958368916
YBR080C,SEC18,sec18-1,tsa54-37C,626,55.67173330751605,55.59105431309904,91.6625013122825
YGR172C,YIP1,yip1-4,tsa980-37C,160,55.66287878787879,55.625,92.31151314397815
YGL075C,MPS2,mps2-1,tsa443-26C,12,55.55555555555556,58.333333333333336,84.97808684097957
YJR065C,ARP3,arp3-g302y,tsa296-37C,7,55.55555555555556,57.142857142857146,75.82031366293691
