ORF,Name,Allele,Strain ID,Cluster_normal-11
YCR042C,TAF2,taf2-1,tsa802-37C,0.45064377682403434
YBR055C,PRP6,prp6-1,tsa455-37C,0.4205298013245033
YOR174W,MED4,med4-54,tsa953-37C,0.40625
YFL034C-B,MOB2,mob2-20,tsa940-37C,0.4049079754601227
YLR347C,KAP95,kap95-l63a,tsa226-37C,0.39814814814814814
YDL084W,SUB2,sub2-1,tsa976-37C,0.39603960396039606
YKR086W,PRP16,prp16-2,tsa598-37C,0.3951612903225806
YGR091W,PRP31,prp31-1,tsa472-37C,0.3942307692307692
YDR292C,SRP101,srp101-47,tsa733-37C,0.3911764705882353
YDL126C,CDC48,cdc48-4601,tsa851-37C,0.3858267716535433
YDR088C,SLU7,slu7-ts1,tsa656-37C,0.3745928338762215
YGR075C,PRP38,prp38-1,tsa480-37C,0.3722627737226277
YGL207W,SPT16,spt16-ts,tsa339-37C,0.37142857142857144
YOR244W,ESA1,esa1-d414,tsa563-37C,0.35853658536585364
YBR055C,PRP6,prp6-ts,tsa367-37C,0.3549382716049383
YGL112C,TAF6,taf6-ts,tsa608-37C,0.3533834586466165
YDR145W,TAF12,taf12-ts23,tsa518-37C,0.34951456310679613
YDR473C,PRP3,prp3-1,tsa58-37C,0.34911242603550297
YPL169C,MEX67,mex67-ts5,tsa816-37C,0.34673366834170855
YGR091W,PRP31,prp31-ts,tsa400-37C,0.33559322033898303
YMR268C,PRP24,prp24-ts,tsa402-37C,0.3333333333333333
YDL126C,CDC48,cdc48-9,tsa179-37C,0.3287671232876712
YDL126C,CDC48,cdc48-3,tsa208-37C,0.3283582089552239
YPR178W,PRP4,prp4-1,tsa500-37C,0.3177570093457944
YDR168W,CDC37,cdc37-ts,tsa315-37C,0.31685393258426964
YOR122C,PFY1,pfy1-14,tsa429-37C,0.31654676258992803
YML098W,TAF13,taf13-2,tsa636-37C,0.3125
YDR373W,FRQ1,frq1-1,tsa399-37C,0.3082191780821918
YLR378C,SEC61,sec61-2,tsa213-37C,0.30526315789473685
YER018C,SPC25,spc25-1,tsa473-37C,0.3044982698961938
YPR161C,SGV1,sgv1-23,tsa1027-37C,0.3037974683544304
YDL090C,RAM1,ram1-119,tsa327-37C,0.3028169014084507
YPL094C,SEC62,sec62-ts,tsa224-37C,0.29310344827586204
YGR140W,CBF2,cbf2-1,tsa133-37C,0.2924791086350975
YFL034C-B,MOB2,mob2-34,tsa611-37C,0.2923076923076923
YMR298W,LIP1,lip1-5001,tsa1059-37C,0.2911392405063291
YDR208W,MSS4,mss4-103,tsa129-37C,0.2894736842105263
YIL115C,NUP159,nup159-1,tsa553-37C,0.2875816993464052
YKL154W,SRP102,srp102-510,tsa731-37C,0.28654970760233917
YJL203W,PRP21,prp21-ts,tsa401-37C,0.2851985559566787
YOR336W,KRE5,kre5-ts2,tsa139-37C,0.2840909090909091
YGR113W,DAM1,dam1-9,tsa243-37C,0.28133704735376047
YMR240C,CUS1,cus1-3,tsa639-37C,0.27979274611398963
YGR113W,DAM1,dam1-19,tsa244-37C,0.27906976744186046
YDR002W,YRB1,yrb1-51,tsa582-37C,0.2783882783882784
YDR062W,LCB2,lcb2-2,tsa575-37C,0.2768595041322314
YGL098W,USE1,use1-ts,tsa592-37C,0.27624309392265195
YOL135C,MED7,med7-141,tsa740-37C,0.27586206896551724
YDR145W,TAF12,taf12-9,tsa514-37C,0.2756183745583039
YDR062W,LCB2,lcb2-1,tsa586-37C,0.2716049382716049
YLR314C,CDC3,cdc3-3,tsa130-37C,0.26881720430107525
YER022W,SRB4,srb4-2,tsa519-37C,0.2645739910313901
YHR191C,CTF8,ctf8-9,tsa323-37C,0.2597402597402597
YER133W,GLC7,glc7-12,tsa185-37C,0.2594142259414226
YBR198C,TAF5,taf5-20,tsa513-37C,0.25925925925925924
YDR145W,TAF12,taf12-w486stop,tsa515-37C,0.25825825825825827
YFL034C-B,MOB2,mob2-26-supp1,tsa787-37C,0.25806451612903225
YBR234C,ARC40,arc40-5001,tsa1070-37C,0.2575107296137339
YOR181W,LAS17,las17-1,tsa912-37C,0.2571428571428571
YDR243C,PRP28,prp28-101,tsa574-37C,0.2567049808429119
YDL030W,PRP9,prp9-1,tsa597-37C,0.25440806045340053
YMR213W,CEF1,cef1-13,tsa702-37C,0.25382262996941896
YFL034C-B,MOB2,mob2-40,tsa612-37C,0.25301204819277107
YBR109C,CMD1,cmd1-1,tsa154-37C,0.2528301886792453
YKL173W,SNU114,snu114-60,tsa621-37C,0.25268817204301075
YDR168W,CDC37,cdc37-1,tsa317-37C,0.2508250825082508
YPR161C,SGV1,sgv1-80,tsa1028-37C,0.25
YOR244W,ESA1,esa1-l254p,tsa560-37C,0.25
YFL034C-B,MOB2,mob2-28,tsa936-37C,0.25
YLR298C,YHC1,yhc1-8,tsa844-37C,0.24880382775119617
YDL207W,GLE1,gle1-4,tsa920-37C,0.24858757062146894
YLR115W,CFT2,cft2-1,tsa801-37C,0.24691358024691357
YHR036W,BRL1,brl1-2221,tsa1038-37C,0.24581005586592178
YGR274C,TAF1,taf1-2,tsa525-37C,0.24579831932773108
YOL135C,MED7,med7-163,tsa739-37C,0.24100719424460432
YLR117C,CLF1,clf1-1,tsa1047-37C,0.23649906890130354
YML015C,TAF11,taf11-ts2,tsa645-37C,0.23577235772357724
YBR087W,RFC5,rfc5-1,tsa887-37C,0.23547400611620795
YMR277W,FCP1,fcp1-1-supp3,tsa426-37C,0.233983286908078
YDR062W,LCB2,lcb2-16,tsa585-37C,0.23353293413173654
YDL164C,CDC9,cdc9-1-supp2,tsa33-37C,0.23333333333333334
YDR182W,CDC1,cdc1-2,tsa413-37C,0.23104693140794225
YGR006W,PRP18,prp18-1202,tsa430-37C,0.23076923076923078
YDL105W,NSE4,nse4-ts3,tsa992-37C,0.22818791946308725
YHR058C,MED6,med6-5001,tsa1094-37C,0.22666666666666666
YDL029W,ARP2,arp2-14,tsa886-37C,0.22613065326633167
YMR227C,TAF7,taf7-ts1,tsa638-37C,0.22556390977443608
YMR235C,RNA1,rna1-s116f,tsa172-37C,0.22105263157894736
YML114C,TAF8,taf8-7,tsa695-37C,0.22084367245657568
YER093C,TSC11,tsc11-5,tsa811-37C,0.22023809523809523
YER013W,PRP22,prp22-1,tsa237-37C,0.21897810218978103
YDR145W,TAF12,taf12-l446a,tsa806-37C,0.21794871794871795
YDL103C,QRI1,qri1-ts1,tsa859-37C,0.21724137931034482
YPR168W,NUT2,nut2-ts,tsa818-37C,0.21649484536082475
YGR002C,SWC4,swc4-4,tsa895-37C,0.21641791044776118
YHR191C,CTF8,ctf8-162,tsa322-37C,0.21621621621621623
YDR212W,TCP1,tcp1-2,tsa448-37C,0.21518987341772153
YIR008C,PRI1,pri1-m4,tsa340-37C,0.21301775147928995
YMR236W,TAF9,taf9-ts2,tsa730-37C,0.21291866028708134
YHR164C,DNA2,dna2-2,tsa352-37C,0.2127659574468085
YOL123W,HRP1,hrp1-1,tsa960-37C,0.2125
YDR182W,CDC1,cdc1-6,tsa414-37C,0.21212121212121213
YHR036W,BRL1,brl1-c371s,tsa1042-37C,0.21212121212121213
YPR178W,PRP4,prp4-ts,tsa819-37C,0.21188630490956073
YDR088C,SLU7,slu7-ts2,tsa657-37C,0.21105527638190955
YJR076C,CDC11,cdc11-1,tsa356-37C,0.21052631578947367
YNR043W,MVD1,mvd1-1296,tsa828-37C,0.21
YOR254C,SEC63,sec63-1,tsa231-37C,0.20958083832335328
YGR140W,CBF2,cbf2-2,tsa221-37C,0.20930232558139536
YEL034W,HYP2,hyp2-2,tsa750-37C,0.20689655172413793
YER093C,TSC11,tsc11-1,tsa658-37C,0.20610687022900764
YOR335C,ALA1,ala1-1,tsa905-37C,0.2057142857142857
YDL098C,SNU23,snu23-5001,tsa1079-37C,0.20392156862745098
YBR237W,PRP5,prp5-1,tsa117-37C,0.20309477756286268
YNL102W,POL1,pol1-1,tsa362-37C,0.20044543429844097
YLR045C,STU2,stu2-13,tsa555-37C,0.2
YGR218W,CRM1,crm1-1,tsa460-37C,0.2
YBL034C,STU1,stu1-8,tsa454-37C,0.2
YBL040C,ERD2,erd2-5001,tsa1072-37C,0.2
YDL143W,CCT4,cct4-1,tsa729-37C,0.1978021978021978
YDR228C,PCF11,pcf11-ts10,tsa679-37C,0.19680851063829788
YGL048C,RPT6,rpt6-25,tsa186-37C,0.19672131147540983
YKL024C,URA6,ura6-6,tsa1034-37C,0.19615384615384615
YNL061W,NOP2,nop2-5,tsa626-37C,0.19504643962848298
YLR298C,YHC1,yhc1-2,tsa633-37C,0.19444444444444445
YFL039C,ACT1,act1-101,tsa136-37C,0.1941747572815534
YOR075W,UFE1,ufe1-1,tsa212-37C,0.19395465994962216
YGL097W,SRM1,srm1-g282s,tsa261-37C,0.19285714285714287
YFL034C-B,MOB2,mob2-8,tsa616-37C,0.19230769230769232
YLR116W,MSL5,msl5-9,tsa855-37C,0.19207317073170732
YKL024C,URA6,ura6-5,tsa1032-37C,0.19196428571428573
YBL084C,CDC27,cdc27-2,tsa90-37C,0.191699604743083
YMR235C,RNA1,rna1-1,tsa118-37C,0.1903485254691689
YBR058C-A,TSC3,tsc3-2,tsa571-37C,0.18888888888888888
YFL034C-B,MOB2,mob2-14,tsa935-37C,0.18840579710144928
YBR198C,TAF5,taf5-15,tsa512-37C,0.18811881188118812
YPR161C,SGV1,sgv1-35,tsa1029-37C,0.1875
YGL093W,SPC105,spc105-15,tsa446-37C,0.1865671641791045
YFR052W,RPN12,rpn12-1,tsa405-37C,0.1864406779661017
YDL220C,CDC13,cdc13-1,tsa881-37C,0.18571428571428572
YDR145W,TAF12,taf12-l464a,tsa517-37C,0.18571428571428572
YIL144W,NDC80,tid3-1,tsa246-37C,0.1848341232227488
YDL102W,POL3,cdc2-2,tsa135-37C,0.18403547671840353
YKL145W,RPT1,rpt1-1,tsa190-37C,0.18333333333333332
