ORF,Name,Allele,Strain ID,Cluster_normal-4
YDR235W,PRP42,prp42-5001,tsa1085-37C,0.76
YKL112W,ABF1,abf1-103,tsa335-37C,0.6078431372549019
YOR046C,DBP5,dbp5-1,tsa641-37C,0.5677966101694916
YOR181W,LAS17,las17-13,tsa924-37C,0.5658914728682171
YPL228W,CET1,cet1-15,tsa420-37C,0.56
YNL102W,POL1,pol1-17,tsa345-37C,0.5057471264367817
YGR246C,BRF1,brf1-w107r,tsa478-37C,0.4878048780487805
YGL075C,MPS2,mps2-2,tsa444-37C,0.4727272727272727
YOR329C,SCD5,scd5-pp1d2,tsa570-37C,0.4628099173553719
YNL061W,NOP2,nop2-10,tsa941-37C,0.45901639344262296
YOR014W,RTS1,,dma4431,0.43333333333333335
YLR298C,YHC1,yhc1-7,tsa647-37C,0.4268292682926829
YOR244W,ESA1,esa1-1851,tsa565-37C,0.4142857142857143
YIL094C,LYS12,,dma5314,0.4074074074074074
YDL028C,MPS1,mps1-6,tsa170-37C,0.38095238095238093
YDL014W,NOP1,nop1-2,tsa803-37C,0.3769230769230769
YBR167C,POP7,pop7-5001,tsa1074-37C,0.36904761904761907
YOR151C,RPB2,rpb2-6,tsa693-37C,0.35714285714285715
YOR189W,IES4,,dma4592,0.35294117647058826
YPR110C,RPC40,rpc40-v78r,tsa642-37C,0.3333333333333333
YBR154C,RPB5,rpb5-h147r,tsa825-37C,0.3170731707317073
YOR204W,DED1,ded1-95,tsa561-37C,0.3170731707317073
YNR003C,RPC34,rpc34-1,tsa640-37C,0.3148148148148148
YFL009W,CDC4,cdc4-2,tsa415-37C,0.31386861313868614
YMR179W,SPT21,,dma3770,0.3106060606060606
YFR004W,RPN11,rpn11-8,tsa521-37C,0.30303030303030304
YLR298C,YHC1,yhc1-3,tsa840-37C,0.29213483146067415
YBL025W,RRN10,,dma115,0.28846153846153844
YBL027W,RPL19B,,dma114,0.2765957446808511
YDL102W,POL3,cdc2-7,tsa17-37C,0.26666666666666666
YOR257W,CDC31,cdc31-2,tsa151-37C,0.26373626373626374
YDR441C,APT2,,dma1186,0.2608695652173913
YIR022W,SEC11,sec11-2,tsa318-37C,0.2578397212543554
YPR032W,SRO7,,dma5048,0.25609756097560976
YNL118C,DCP2,dcp2-7,tsa743-37C,0.24793388429752067
YEL026W,SNU13,snu13-l67w,tsa810-37C,0.24358974358974358
YDR145W,TAF12,taf12-l464a,tsa517-37C,0.2357142857142857
YAR018C,KIN3,,dma64,0.23333333333333334
YLR298C,YHC1,yhc1-6,tsa842-37C,0.22972972972972974
YER125W,RSP5,rsp5-3,tsa465-37C,0.22727272727272727
YBR160W,CDC28,cdc28-4,tsa150-37C,0.22685185185185186
YBR135W,CKS1,cks1-35,tsa923-37C,0.22448979591836735
YIR011C,STS1,sts1-5001,tsa1105-37C,0.21739130434782608
YFL029C,CAK1,cak1-23,tsa650-37C,0.21671018276762402
YKL112W,ABF1,abf1-101,tsa837-37C,0.2159090909090909
YLR274W,MCM5,cdc46-1,tsa403-37C,0.21245421245421245
YDL132W,CDC53,cdc53-1,tsa975-37C,0.2116788321167883
YBR160W,CDC28,cdc28-1,tsa174-37C,0.20930232558139536
YPL160W,CDC60,cdc60-ts,tsa922-37C,0.20918367346938777
YPL228W,CET1,cet1-1,tsa270-37C,0.208955223880597
YEL034W,HYP2,hyp2-1,tsa736-37C,0.20512820512820512
YBR160W,CDC28,cdc28-13,tsa175-37C,0.20044543429844097
YHR022C,,,dma2093,0.2
YKL204W,EAP1,,dma2894,0.19753086419753085
YKL024C,URA6,ura6-4,tsa1031-37C,0.19658119658119658
YDR198C,RKM2,,dma962,0.19444444444444445
YDR087C,RRP1,rrp1-1,tsa181-37C,0.1935483870967742
YGL130W,CEG1,ceg1-c354,tsa124-37C,0.19
YPL093W,NOG1,nog1-1,tsa329-37C,0.1875
YOR249C,APC5,apc5-ca-paps,tsa745-37C,0.18633540372670807
YPR034W,ARP7,arp7-e411k,tsa930-37C,0.18604651162790697
YBL040C,ERD2,erd2-5001,tsa1072-37C,0.18571428571428572
YFL039C,ACT1,act1-121,tsa911-37C,0.18333333333333332
YHR058C,MED6,med6-ts,tsa1017-37C,0.1826086956521739
YOR259C,RPT4,rpt4-145,tsa263-37C,0.18181818181818182
YLL004W,ORC3,orc3-70,tsa351-37C,0.18181818181818182
YHR036W,BRL1,brl1-c371r,tsa1041-37C,0.17964071856287425
YDR016C,DAD1,dad1-5005,tsa1077-37C,0.17857142857142858
YDR265W,PEX10,,dma1031,0.17830290010741137
YKR037C,SPC34,spc34-5,tsa839-37C,0.17543859649122806
YNL006W,LST8,lst8-15,tsa467-37C,0.17333333333333334
YCL037C,SRO9,,dma516,0.17218543046357615
YNR053C,NOG2,nog2-1,tsa479-37C,0.16666666666666666
YDL132W,CDC53,cdc53-1,tsa974-37C,0.16666666666666666
YOL123W,HRP1,hrp1-7,tsa943-37C,0.16417910447761194
YDR054C,CDC34,cdc34-2,tsa308-37C,0.1638418079096045
YGL073W,HSF1,hsf1-848,tsa423-37C,0.16091954022988506
YPR161C,SGV1,sgv1-80,tsa1028-37C,0.16
YNL061W,NOP2,nop2-9,tsa630-37C,0.16
YLR212C,TUB4,tub4-y445d,tsa717-37C,0.1590909090909091
YJL194W,CDC6,cdc6-1,tsa32-37C,0.15719063545150502
YDL126C,CDC48,cdc48-1,tsa826-37C,0.1506849315068493
YKR083C,DAD2,dad2-9,tsa425-37C,0.1487603305785124
YDR082W,STN1,stn1-13,tsa599-37C,0.14814814814814814
YFL009W,CDC4,cdc4-3,tsa334-37C,0.1476510067114094
YJL125C,GCD14,gcd14-4,tsa620-37C,0.1450381679389313
YDR174W,HMO1,,dma952,0.14473684210526316
YOL139C,CDC33,cdc33-e72g,tsa306-37C,0.14388489208633093
YHR158C,KEL1,,dma2186,0.1415929203539823
YGL043W,DST1,,dma1631,0.14130434782608695
YJR053W,BFA1,,dma2650,0.14049586776859505
YGR158C,MTR3,mtr3-ts,tsa614-37C,0.14018691588785046
YGL061C,DUO1,duo1-2,tsa239-37C,0.1401098901098901
YLR314C,CDC3,cdc3-1,tsa885-37C,0.1390728476821192
YBR087W,RFC5,rfc5-1,tsa887-37C,0.13761467889908258
YDR167W,TAF10,taf10-ts34,tsa957-37C,0.136986301369863
YDL028C,MPS1,mps1-3796,tsa167-37C,0.13680781758957655
YBR156C,SLI15,sli15-3,tsa236-37C,0.13580246913580246
YJR068W,RFC2,rfc2-1,tsa342-37C,0.13157894736842105
YKL042W,SPC42,spc42-10,tsa451-37C,0.13157894736842105
YPL233W,NSL1,nsl1-5,tsa450-37C,0.1306122448979592
YHR069C,RRP4,rrp4-1,tsa724-37C,0.13013698630136986
YNL116W,DMA2,,dma4032,0.12910798122065728
YGL048C,RPT6,rpt6-20,tsa907-37C,0.12903225806451613
YFR028C,CDC14,cdc14-2,tsa416-37C,0.12719298245614036
YOR336W,KRE5,kre5-ts2,tsa139-37C,0.125
YIR010W,DSN1,dsn1-8,tsa436-37C,0.12290502793296089
YPL124W,SPC29,spc29-3,tsa707-37C,0.12121212121212122
YHR052W,CIC1,cic1-2,tsa713-37C,0.12087912087912088
YJR093C,FIP1,fip1-5001,tsa1096-37C,0.11949685534591195
YBR236C,ABD1,abd1-5,tsa75-37C,0.11926605504587157
YDL147W,RPN5,rpn5-1,tsa1036-37C,0.11764705882352941
YLL003W,SFI1,sfi1-3,tsa475-37C,0.1174785100286533
YLR298C,YHC1,yhc1-2,tsa633-37C,0.11728395061728394
YDR014W,RAD61,,dma830,0.11607142857142858
YEL032W,MCM3,mcm3-1,tsa112-37C,0.11377245508982035
YLR459W,GAB1,gab1-3,tsa202-37C,0.11363636363636363
YDL207W,GLE1,gle1-4,tsa920-37C,0.11299435028248588
YIL150C,MCM10,mcm10-43,tsa458-37C,0.11284046692607004
YMR227C,TAF7,taf7-ts1,tsa638-37C,0.11278195488721804
YMR076C,PDS5,pds5-1,tsa983-37C,0.11258278145695365
YPL255W,BBP1,bbp1-1,tsa691-37C,0.1125
YGR218W,CRM1,crm1-1,tsa460-37C,0.112
YML023C,NSE5,nse5-ts4,tsa1007-37C,0.10869565217391304
YGL097W,SRM1,srm1-g282s,tsa261-37C,0.10714285714285714
YBR135W,CKS1,cks1-38,tsa332-37C,0.10638297872340426
YER162C,RAD4,,dma1463,0.10493827160493827
YHR036W,BRL1,brl1-c371s,tsa1042-37C,0.10303030303030303
YNL102W,POL1,pol1-2,tsa344-37C,0.10273972602739725
YDL105W,NSE4,nse4-ts3,tsa992-37C,0.10067114093959731
YNR043W,MVD1,mvd1-1296,tsa828-37C,0.1
YJR112W,NNF1,nnf1-17,tsa438-37C,0.1
YFR027W,ECO1,eco1-1,tsa272-37C,0.1
