ORF,Name,Allele,Strain ID,Cluster_normal-3
YDL014W,NOP1,nop1-2,tsa803-37C,0.8529411764705882
YML106W,URA5,,dma3610,0.7391304347826086
YDL132W,CDC53,cdc53-1,tsa975-37C,0.7317073170731707
YDL132W,CDC53,cdc53-1,tsa974-37C,0.6944444444444444
YOR358W,HAP5,,dma4744,0.43902439024390244
YDR034C,LYS14,,dma5225,0.4107142857142857
YML012C-A,,,dma3522,0.375
YPR024W,YME1,,dma5032,0.37142857142857144
YBR079C,RPG1,rpg1-1,tsa990-37C,0.3442622950819672
YFL018C,LPD1,lpd1-supp1,dma1482,0.3055555555555556
YDL035C,GPR1,,dma628,0.2857142857142857
YHR088W,RPF1,rpf1-1,tsa1000-37C,0.19402985074626866
YBR010W,HHT1,,dma187,0.17857142857142858
YDR146C,SWI5,,dma927,0.12903225806451613
YDR186C,,,dma966,0.1282051282051282
YBR032W,,,dma214,0.11235955056179775
YCR044C,PER1,per1-supp1,dma575,0.10309278350515463
