ORF,Name,Allele,Strain ID,Cluster_normal-8
YNL198C,,,dma4072,0.6666666666666666
YKR001C,VPS1,,dma2924,0.5853658536585366
YJR118C,ILM1,,dma2723,0.5824742268041238
YKL213C,DOA1,,dma2910,0.5483870967741935
YFR010W,UBP6,,dma1515,0.5454545454545454
YMR307W,GAS1,,dma3905,0.5416666666666666
YNL199C,GCR2,,dma4071,0.5238095238095238
YGL211W,NCS6,,dma1733,0.5185185185185185
YDR497C,ITR1,,dma1223,0.5128205128205128
YDL074C,BRE1,,dma651,0.5068493150684932
YPL161C,BEM4,,dma4906,0.4918032786885246
YJL036W,SNX4,,dma2471,0.475
YKR082W,NUP133,,dma3009,0.47368421052631576
YPL055C,LGE1,,dma4805,0.4594594594594595
YDR414C,ERD1,,dma1135,0.45454545454545453
YNL120C,,,dma4029,0.4461538461538462
YER178W,PDA1,,dma1475,0.44
YNL097C,PHO23,,dma4020,0.43478260869565216
YOR174W,MED4,med4-6,tsa738-37C,0.43333333333333335
YJL085W,EXO70,exo70-38,tsa848-37C,0.42718446601941745
YDR168W,CDC37,cdc37-1,tsa317-37C,0.4157303370786517
YDR054C,CDC34,cdc34-1,tsa92-37C,0.41361256544502617
YBR160W,CDC28,cdc28-4,tsa150-37C,0.4
YAL002W,VPS8,,dma23,0.39285714285714285
YMR120C,ADE17,,dma3718,0.3888888888888889
YDR498C,SEC20,sec20-1,tsa55-37C,0.38571428571428573
YNL236W,SIN4,,dma4113,0.38461538461538464
YJL117W,PHO86,,dma5181,0.38461538461538464
YDR182W,CDC1,cdc1-1,tsa31-37C,0.3839541547277937
YKL045W,PRI2,pri2-1,tsa19-37C,0.3787375415282392
YOL135C,MED7,med7-141,tsa740-37C,0.378698224852071
YDR473C,PRP3,prp3-1,tsa58-37C,0.37650602409638556
YDR311W,TFB1,tfb1-1,tsa701-37C,0.36538461538461536
YER013W,PRP22,prp22-1,tsa237-37C,0.36330935251798563
YIR022W,SEC11,sec11-2,tsa318-37C,0.3617021276595745
YOL018C,TLG2,,dma4304,0.35294117647058826
YLR055C,SPT8,,dma3154,0.35185185185185186
YDR088C,SLU7,slu7-ts2,tsa657-37C,0.3504273504273504
YBL050W,SEC17,sec17-1,tsa45-37C,0.3473053892215569
YKR086W,PRP16,prp16-2,tsa598-37C,0.34576271186440677
YMR073C,IRC21,,dma3679,0.3448275862068966
YIL109C,SEC24,sec24-2,tsa189-37C,0.3277310924369748
YFL034C-B,MOB2,mob2-36,tsa814-37C,0.3275862068965517
YOL037C,,,dma4314,0.3235294117647059
YJR065C,ARP3,arp3-g15c,tsa298-37C,0.3225806451612903
YDR088C,SLU7,slu7-ts1,tsa656-37C,0.319047619047619
YPR135W,CTF4,,dma5136,0.3181818181818182
YDR292C,SRP101,srp101-47,tsa733-37C,0.31756756756756754
YPR055W,SEC8,sec8-9,tsa122-37C,0.3142857142857143
YNL102W,POL1,pol1-13,tsa346-37C,0.31336405529953915
YGR120C,COG2,cog2-1,tsa187-37C,0.31277533039647576
YCR002C,CDC10,cdc10-4,tsa81-37C,0.3125
YKL006C-A,SFT1,sft1-15,tsa619-37C,0.31092436974789917
YLR166C,SEC10,sec10-2,tsa63-37C,0.3045267489711934
YMR112C,MED11,med11-ts,tsa799-37C,0.3037037037037037
YJL005W,CYR1,cdc35-1,tsa354-37C,0.3018292682926829
YJR076C,CDC11,cdc11-5,tsa84-37C,0.3008130081300813
YBR160W,CDC28,cdc28-1,tsa174-37C,0.2967032967032967
YIL109C,SEC24,sec24-20,tsa456-37C,0.2948717948717949
YLR314C,CDC3,cdc3-3,tsa130-37C,0.29310344827586204
YER171W,RAD3,rad3-ts14,tsa588-37C,0.29292929292929293
YDR164C,SEC1,sec1-1,tsa36-37C,0.2919418758256275
YBR237W,PRP5,prp5-1,tsa117-37C,0.2910958904109589
YGR075C,PRP38,prp38-1,tsa480-37C,0.2857142857142857
YOR089C,VPS21,,dma4520,0.2857142857142857
YOR336W,KRE5,kre5-ts2,tsa139-37C,0.28421052631578947
YDL164C,CDC9,cdc9-1-supp2,tsa33-37C,0.2840909090909091
YHR058C,MED6,med6-ts,tsa1017-37C,0.2826086956521739
YBR055C,PRP6,prp6-ts,tsa367-37C,0.27710843373493976
YBR005W,RCR1,,dma192,0.2768595041322314
YBR234C,ARC40,arc40-5001,tsa1070-37C,0.2766990291262136
YDL098C,SNU23,snu23-5001,tsa1079-37C,0.2744186046511628
YFL005W,SEC4,sec4-8,tsa307-37C,0.2742857142857143
YBR029C,CDS1,cds1-5001,tsa1063-37C,0.272108843537415
YDL126C,CDC48,cdc48-3,tsa208-37C,0.2692307692307692
YOL129W,VPS68,,dma4416,0.2682926829268293
YJL085W,EXO70,exo70-29/37,tsa856-37C,0.26804123711340205
YJR076C,CDC11,cdc11-3,tsa83-37C,0.26693227091633465
YBR055C,PRP6,prp6-1,tsa455-37C,0.26578073089701
YMR079W,SEC14,sec14-3,tsa53-37C,0.26508226691042047
YLR268W,SEC22,sec22-supp1,dma3320,0.2631578947368421
YNL216W,RAP1,rap1-1,tsa558-37C,0.2631578947368421
YML031W,NDC1,ndc1-4,tsa176-37C,0.26282051282051283
YGR278W,CWC22,cwc22-5001,tsa1092-37C,0.2626582278481013
YLR298C,YHC1,yhc1-1,tsa632-37C,0.2600732600732601
YLR005W,SSL1,ssl1-t242i,tsa752-37C,0.2590909090909091
YDR062W,LCB2,lcb2-16,tsa585-37C,0.25806451612903225
YPR055W,SEC8,sec8-6,tsa364-37C,0.2578947368421053
YGL097W,SRM1,srm1-g282s,tsa261-37C,0.25742574257425743
YNL216W,RAP1,rap1-2,tsa559-37C,0.25675675675675674
YNR011C,PRP2,prp2-1,tsa338-37C,0.25609756097560976
YDR182W,CDC1,cdc1-6,tsa414-37C,0.2556390977443609
YLR459W,GAB1,gab1-2,tsa201-37C,0.2549019607843137
YKL069W,,,dma2802,0.2542372881355932
YIL118W,RHO3,rho3-ser228,tsa836-37C,0.2535885167464115
YER008C,SEC3,sec3-2,tsa43-37C,0.2517241379310345
YIL049W,DFG10,,dma2291,0.2504201680672269
YKR086W,PRP16,prp16-ts,tsa644-37C,0.25
YKL154W,SRP102,srp102-510,tsa731-37C,0.24691358024691357
YER133W,GLC7,glc7-12,tsa185-37C,0.2459016393442623
YGR009C,SEC9,sec9-4,tsa57-37C,0.24489795918367346
YDR166C,SEC5,sec5-24,tsa51-37C,0.24233983286908078
YDR052C,DBF4,dbf4-ts,tsa95-37C,0.2419871794871795
YNL102W,POL1,pol1-ts,tsa343-37C,0.24120603015075376
YCR002C,CDC10,cdc10-2,tsa79-37C,0.24050632911392406
YML130C,ERO1,ero1-1,tsa203-37C,0.23959827833572453
YEL034W,HYP2,hyp2-1159-supp1,tsa749-37C,0.23943661971830985
YNL102W,POL1,pol1-2,tsa344-37C,0.23809523809523808
YCR002C,CDC10,cdc10-1,tsa78-37C,0.23783783783783785
YMR013C,SEC59,sec59-ts,tsa422-37C,0.23746701846965698
YHR036W,BRL1,brl1-k405i,tsa1043-37C,0.2361111111111111
YLR115W,CFT2,cft2-1,tsa801-37C,0.23529411764705882
YML126C,ERG13,erg13-5001,tsa1104-37C,0.23369565217391305
YOL136C,PFK27,,dma4413,0.23333333333333334
YLL036C,PRP19,prp19-1,tsa247-37C,0.23214285714285715
YIL068C,SEC6,sec6-4,tsa38-37C,0.23129251700680273
YDL043C,PRP11,prp11-ts,tsa369-37C,0.23076923076923078
YDL103C,QRI1,qri1-ts6,tsa860-37C,0.2271062271062271
YPR133C,SPN1,spn1-k192n,tsa1011-37C,0.22699386503067484
YNL267W,PIK1,pik1-104,tsa115-37C,0.22580645161290322
YGR116W,SPT6,spt6-14,tsa834-37C,0.22535211267605634
YDL064W,UBC9,ubc9-2,tsa370-37C,0.225
YJR076C,CDC11,cdc11-4,tsa126-37C,0.22413793103448276
YDL030W,PRP9,prp9-1,tsa597-37C,0.22340425531914893
YIR008C,PRI1,pri1-m4,tsa340-37C,0.2222222222222222
YPL184C,MRN1,,dma4931,0.2222222222222222
YER136W,GDI1,gdi1-1,tsa64-37C,0.22012578616352202
YOL135C,MED7,med7-163,tsa739-37C,0.21739130434782608
YGL233W,SEC15,sec15-1,tsa40-37C,0.21629213483146068
YBR216C,YBP1,,dma369,0.21568627450980393
YOR244W,ESA1,esa1-d414,tsa563-37C,0.2138364779874214
YML105C,SEC65,sec65-1,tsa710-37C,0.21352313167259787
YGL098W,USE1,use1-ts,tsa592-37C,0.21220159151193635
YGR156W,PTI1,pti1-ts7-supp1,tsa477-37C,0.2120253164556962
YMR197C,VTI1,vti1-2,tsa634-37C,0.2112676056338028
YPR183W,DPM1,dpm1-6,tsa330-37C,0.20638820638820637
YLR459W,GAB1,gab1-3,tsa202-37C,0.20588235294117646
YBR080C,SEC18,sec18-1,tsa54-37C,0.20498614958448755
YFL034C-B,MOB2,mob2-38,tsa788-37C,0.20408163265306123
YKL173W,SNU114,snu114-60,tsa621-37C,0.2033898305084746
YBR102C,EXO84,exo84-102,tsa24-37C,0.2033898305084746
YFL029C,CAK1,cak1-23,tsa650-37C,0.20105820105820105
YGR091W,PRP31,prp31-1,tsa472-37C,0.20065789473684212
YPR178W,PRP4,prp4-ts,tsa819-37C,0.2
YFL034C-B,MOB2,mob2-26-supp1,tsa787-37C,0.2
YLR008C,PAM18,pam18-1,tsa501-37C,0.19933554817275748
YIL143C,SSL2,ssl2-ts,tsa648-37C,0.19607843137254902
YMR213W,CEF1,cef1-13,tsa702-37C,0.19607843137254902
YOR075W,UFE1,ufe1-1,tsa212-37C,0.19548872180451127
YER069W,"ARG5,6","arg5,6",tsa753-37C,0.1935483870967742
YLR305C,STT4,stt4-4,tsa123-37C,0.19310344827586207
YIR006C,PAN1,pan1-4,tsa353-37C,0.19047619047619047
YMR235C,RNA1,rna1-1,tsa118-37C,0.18859649122807018
YPR025C,CCL1,ccl1-ts4,tsa77-37C,0.18679245283018867
YDL103C,QRI1,qri1-ts1,tsa859-37C,0.18672199170124482
YGR006W,PRP18,prp18-1202,tsa430-37C,0.18627450980392157
YDR356W,SPC110,spc110-220,tsa301-37C,0.18571428571428572
YHR036W,BRL1,brl1-2221,tsa1038-37C,0.1836734693877551
