"cell_id","ORF","Name","Allele","Strain.ID","Plate","Row","Column","ImageNumber","ObjectNumber","Predictions"
170465732,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1013,6,"T phase"
170465733,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1013,7,"S/G2 phase"
170465735,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1013,9,"S/G2 phase"
170465736,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1013,10,"T phase"
170465738,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1013,12,"T phase"
170465740,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1013,14,"T phase"
170465741,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1013,15,"MA phase"
170465743,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1013,17,"T phase"
170465744,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1013,18,"T phase"
170465746,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1013,20,"T phase"
170465754,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1013,28,"MA phase"
170465757,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1013,31,"S/G2 phase"
170465759,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1013,33,"T phase"
170465761,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1013,35,"S/G2 phase"
170465763,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1013,37,"S/G2 phase"
170465767,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1014,3,"T phase"
170465768,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1014,4,"MA phase"
170465769,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1014,5,"MA phase"
170465774,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1014,10,"T phase"
170465778,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1014,14,"MA phase"
170465779,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1014,15,"MA phase"
170465787,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1014,23,"MA phase"
170465788,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1014,24,"T phase"
170465791,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1014,27,"S/G2 phase"
170465792,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1014,28,"S/G2 phase"
170465794,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1014,30,"T phase"
170465795,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1014,31,"MA phase"
170465797,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1014,33,"MA phase"
170465798,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1014,34,"T phase"
170465802,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1014,38,"S/G2 phase"
170465803,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1014,39,"MA phase"
170465805,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1014,41,"S/G2 phase"
170465806,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1014,42,"T phase"
170465809,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1014,45,"MA phase"
170465817,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1015,2,"T phase"
170465820,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1015,5,"S/G2 phase"
170465823,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1015,8,"S/G2 phase"
170465824,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1015,9,"S/G2 phase"
170465827,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1015,12,"T phase"
170465830,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1015,15,"T phase"
170465832,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1015,17,"S/G2 phase"
170465834,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1015,19,"T phase"
170465835,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1015,20,"S/G2 phase"
170465840,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1015,25,"MA phase"
170465848,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1015,33,"S/G2 phase"
170465857,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1016,10,"S/G2 phase"
170465862,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1016,15,"T phase"
170465868,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1016,22,"S/G2 phase"
170465870,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1016,25,"T phase"
170465876,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1016,31,"S/G2 phase"
170465879,"YIL126W","STH1","sth1-3","tsa931-37C","Spf1_TS1_37C_Plate03",11,14,1016,34,"S/G2 phase"
170864659,"YDL126C","CDC48","cdc48-4601","tsa851-37C","Spf1_TS2_37C_Plate03",13,21,1236,15,"S/G2 phase"
171076981,"YOR244W","ESA1","esa1-1851","tsa565-37C","Spf1_TS3_37C_Plate02",15,2,1349,7,"S/G2 phase"
171077017,"YOR244W","ESA1","esa1-1851","tsa565-37C","Spf1_TS3_37C_Plate02",15,2,1349,52,"S/G2 phase"
171077034,"YOR244W","ESA1","esa1-1851","tsa565-37C","Spf1_TS3_37C_Plate02",15,2,1349,71,"T phase"
171077046,"YOR244W","ESA1","esa1-1851","tsa565-37C","Spf1_TS3_37C_Plate02",15,2,1350,8,"MA phase"
171077061,"YOR244W","ESA1","esa1-1851","tsa565-37C","Spf1_TS3_37C_Plate02",15,2,1350,24,"MA phase"
171077063,"YOR244W","ESA1","esa1-1851","tsa565-37C","Spf1_TS3_37C_Plate02",15,2,1350,26,"MA phase"
171077071,"YOR244W","ESA1","esa1-1851","tsa565-37C","Spf1_TS3_37C_Plate02",15,2,1350,35,"MA phase"
171077077,"YOR244W","ESA1","esa1-1851","tsa565-37C","Spf1_TS3_37C_Plate02",15,2,1350,41,"MA phase"
171077079,"YOR244W","ESA1","esa1-1851","tsa565-37C","Spf1_TS3_37C_Plate02",15,2,1350,43,"MA phase"
171077080,"YOR244W","ESA1","esa1-1851","tsa565-37C","Spf1_TS3_37C_Plate02",15,2,1350,44,"MA phase"
171077083,"YOR244W","ESA1","esa1-1851","tsa565-37C","Spf1_TS3_37C_Plate02",15,2,1350,48,"MA phase"
171077084,"YOR244W","ESA1","esa1-1851","tsa565-37C","Spf1_TS3_37C_Plate02",15,2,1350,49,"T phase"
171077109,"YOR244W","ESA1","esa1-1851","tsa565-37C","Spf1_TS3_37C_Plate02",15,2,1351,31,"MA phase"
171077111,"YOR244W","ESA1","esa1-1851","tsa565-37C","Spf1_TS3_37C_Plate02",15,2,1351,33,"S/G2 phase"
171077115,"YOR244W","ESA1","esa1-1851","tsa565-37C","Spf1_TS3_37C_Plate02",15,2,1351,37,"T phase"
171077124,"YOR244W","ESA1","esa1-1851","tsa565-37C","Spf1_TS3_37C_Plate02",15,2,1351,48,"MA phase"
171077131,"YOR244W","ESA1","esa1-1851","tsa565-37C","Spf1_TS3_37C_Plate02",15,2,1352,2,"MA phase"
171077142,"YOR244W","ESA1","esa1-1851","tsa565-37C","Spf1_TS3_37C_Plate02",15,2,1352,13,"S/G2 phase"
171077143,"YOR244W","ESA1","esa1-1851","tsa565-37C","Spf1_TS3_37C_Plate02",15,2,1352,14,"MA phase"
171077156,"YOR244W","ESA1","esa1-1851","tsa565-37C","Spf1_TS3_37C_Plate02",15,2,1352,27,"S/G2 phase"
171077179,"YOR244W","ESA1","esa1-1851","tsa565-37C","Spf1_TS3_37C_Plate02",15,2,1352,50,"S/G2 phase"
171077181,"YOR244W","ESA1","esa1-1851","tsa565-37C","Spf1_TS3_37C_Plate02",15,2,1352,52,"MA phase"
171077182,"YOR244W","ESA1","esa1-1851","tsa565-37C","Spf1_TS3_37C_Plate02",15,2,1352,53,"T phase"
171077188,"YOR244W","ESA1","esa1-1851","tsa565-37C","Spf1_TS3_37C_Plate02",15,2,1352,60,"MA phase"
