ORF,Name,Allele,Strain ID,Cluster_normal-3
YFL038C,YPT1,ypt1-3,tsa591-37C,0.5698778833107191
YLR066W,SPC3,spc3-4,tsa623-37C,0.5615384615384615
YDR373W,FRQ1,frq1-1,tsa399-37C,0.5615384615384615
YDL103C,QRI1,qri1-ts1,tsa859-37C,0.5354107648725213
YMR197C,VTI1,vti1-11-supp1,tsa635-37C,0.5138121546961326
YCL052C,PBN1,pbn1-5001,tsa1069-37C,0.5133333333333333
YLR208W,SEC13,sec13-1,tsa52-37C,0.5
YJL085W,EXO70,exo70-38,tsa848-37C,0.4973404255319149
YDL103C,QRI1,qri1-5001,tsa1093-37C,0.4966949952785647
YFL045C,SEC53,sec53-6,tsa48-37C,0.48538622129436326
YDR238C,SEC26,sec26-11d26,tsa722-37C,0.4852941176470588
YDL145C,COP1,cop1-1,tsa704-37C,0.4701492537313433
YDR189W,SLY1,sly1-ts,tsa251-37C,0.4623376623376623
YGR172C,YIP1,yip1-4,tsa980-37C,0.4582043343653251
YER136W,GDI1,gdi1-1,tsa64-37C,0.4502923976608187
YGL233W,SEC15,sec15-1,tsa40-37C,0.4470924690181125
YPL076W,GPI2,gpi2-1-7b,tsa462-37C,0.4444444444444444
YLR440C,SEC39,sec39-2,tsa726-37C,0.44194107452339687
YIL109C,SEC24,sec24-2,tsa189-37C,0.4406047516198704
YPR055W,SEC8,sec8-9,tsa122-37C,0.4345679012345679
YLR268W,SEC22,sec22-3,tsa121-37C,0.4336283185840708
YPR183W,DPM1,dpm1-6,tsa330-37C,0.4322250639386189
YMR197C,VTI1,vti1-2,tsa634-37C,0.43
YPL076W,GPI2,gpi2-774,tsa463-37C,0.42105263157894735
YKL196C,YKT6,ykt6-5001,tsa1089-37C,0.4207436399217221
YLR440C,SEC39,sec39-1,tsa725-37C,0.41920374707259955
YGR120C,COG2,cog2-1,tsa187-37C,0.417201540436457
YMR296C,LCB1,lcb1-4,tsa602-37C,0.4148148148148148
YJL085W,EXO70,exo70-29/37,tsa856-37C,0.4126984126984127
YDL103C,QRI1,qri1-ts6,tsa860-37C,0.4112627986348123
YDL195W,SEC31,sec31-1,tsa852-37C,0.40074906367041196
YNR026C,SEC12,sec12-4,tsa60-37C,0.3956953642384106
YDR238C,SEC26,sec26-f856aw860a,tsa721-37C,0.3910891089108911
YGL022W,STT3,stt3-2,tsa551-37C,0.3902439024390244
YLR459W,GAB1,gab1-3,tsa202-37C,0.389937106918239
YLR268W,SEC22,sec22-1,tsa313-37C,0.3864734299516908
YGL145W,TIP20,tip20-5,tsa271-37C,0.38636363636363635
YIL004C,BET1,bet1-1,tsa792-37C,0.38461538461538464
YKR068C,BET3,bet3-5001,tsa1090-37C,0.38337801608579086
YGL022W,STT3,stt3-1,tsa790-37C,0.38095238095238093
YNR026C,SEC12,sec12-1,tsa305-37C,0.3621013133208255
YDL058W,USO1,uso1-1,tsa441-37C,0.36156351791530944
YBL050W,SEC17,sec17-1,tsa45-37C,0.35795454545454547
YLR007W,NSE1,nse1-16,tsa1044-37C,0.352622061482821
YPR181C,SEC23,sec23-1,tsa900-37C,0.34475374732334046
YBR080C,SEC18,sec18-1,tsa54-37C,0.3311546840958606
YIL068C,SEC6,sec6-4,tsa38-37C,0.32858707557502737
YLR166C,SEC10,sec10-2,tsa63-37C,0.3247422680412371
YLR459W,GAB1,gab1-1,tsa200-37C,0.32061068702290074
YMR013C,SEC59,sec59-ts,tsa422-37C,0.3199498117942284
YKL203C,TOR2,tor2-21,tsa398-37C,0.31905298759864714
YBR070C,ALG14,alg14-5001,tsa1061-37C,0.3173076923076923
YER008C,SEC3,sec3-2,tsa43-37C,0.3165137614678899
YER157W,COG3,cog3-1,tsa41-37C,0.3146067415730337
YJL034W,KAR2,kar2-159,tsa210-37C,0.3136645962732919
YBR102C,EXO84,exo84-102,tsa24-37C,0.3129370629370629
YDR166C,SEC5,sec5-24,tsa51-37C,0.31215161649944256
YLL031C,GPI13,gpi13-5,tsa197-37C,0.3076923076923077
YGL137W,SEC27,sec27-1,tsa546-37C,0.3029045643153527
YBL040C,ERD2,erd2-5001,tsa1072-37C,0.29411764705882354
YPR055W,SEC8,sec8-6,tsa364-37C,0.2911392405063291
YDR498C,SEC20,sec20-1,tsa55-37C,0.29045643153526973
YIL048W,NEO1,neo1-2,tsa188-37C,0.28388746803069054
YDR062W,LCB2,lcb2-1,tsa586-37C,0.28071481757259864
YDR208W,MSS4,mss4-103,tsa129-37C,0.2803030303030303
YML130C,ERO1,ero1-1,tsa203-37C,0.28012048192771083
YMR239C,RNT1,rnt1-47,tsa674-37C,0.2785714285714286
YLL031C,GPI13,gpi13-3-supp1,tsa196-37C,0.27692307692307694
YEL002C,WBP1,wbp1-1,tsa590-37C,0.2716049382716049
YDR437W,GPI19,gpi19-2xh,tsa1012-37C,0.2692307692307692
YLR195C,NMT1,nmt1-181,tsa690-37C,0.26421404682274247
YNL216W,RAP1,rap1-2,tsa559-37C,0.2619047619047619
YER093C,TSC11,tsc11-5,tsa811-37C,0.257985257985258
YBR029C,CDS1,cds1-5001,tsa1063-37C,0.2557471264367816
YDL030W,PRP9,prp9-1,tsa597-37C,0.2517241379310345
YLR078C,BOS1,bos1-1,tsa199-37C,0.2513089005235602
YMR296C,LCB1,lcb1-2,tsa603-37C,0.24714828897338403
YLR459W,GAB1,gab1-2,tsa201-37C,0.24390243902439024
YPL085W,SEC16,sec16-2,tsa119-37C,0.24363636363636362
YIL118W,RHO3,rho3-ser228,tsa836-37C,0.23880597014925373
YPR175W,DPB2,dpb2-1,tsa349-37C,0.23777777777777778
YPL082C,MOT1,mot1-1033,tsa363-37C,0.23684210526315788
YGL022W,STT3,stt3-7,tsa544-37C,0.23478260869565218
YIL109C,SEC24,sec24-20,tsa456-37C,0.23404255319148937
YMR296C,LCB1,lcb1-5,tsa600-37C,0.23162583518930957
YML126C,ERG13,erg13-5001,tsa1104-37C,0.23161764705882354
YNL267W,PIK1,pik1-104,tsa115-37C,0.23110151187904968
YBR058C-A,TSC3,tsc3-2,tsa571-37C,0.23104693140794225
YMR200W,ROT1,rot1-5001,tsa1103-37C,0.23102310231023102
YDR170C,SEC7,sec7-1,tsa44-37C,0.22647527910685805
YKL193C,SDS22,sds22-6,tsa573-37C,0.22538293216630198
YNL216W,RAP1,rap1-1,tsa558-37C,0.22535211267605634
YOR326W,MYO2,myo2-16,tsa337-37C,0.22527472527472528
YDR062W,LCB2,lcb2-19,tsa587-37C,0.22007722007722008
YKL006C-A,SFT1,sft1-15,tsa619-37C,0.2183406113537118
YDR164C,SEC1,sec1-1,tsa36-37C,0.21684981684981686
YEL002C,WBP1,wbp1-2,tsa581-37C,0.21666666666666667
YPR178W,PRP4,prp4-1,tsa500-37C,0.21611001964636542
YGR006W,PRP18,prp18-1202,tsa430-37C,0.21428571428571427
YIL046W,MET30,met30-9,tsa947-37C,0.20822281167108753
YOR254C,SEC63,sec63-1,tsa231-37C,0.20652173913043478
YDR311W,TFB1,tfb1-6,tsa715-37C,0.19672131147540983
YDL030W,PRP9,prp9-ts,tsa361-37C,0.19310344827586207
YFL034C-B,MOB2,mob2-34,tsa611-37C,0.19090909090909092
YDL098C,SNU23,snu23-5001,tsa1079-37C,0.18604651162790697
YJL081C,ARP4,arp4-g161d,tsa618-37C,0.18461538461538463
YMR220W,ERG8,erg8-1,tsa320-37C,0.1819484240687679
YKL173W,SNU114,snu114-60,tsa621-37C,0.18
YKL203C,TOR2,tor2-29,tsa838-37C,0.1791044776119403
YDR182W,CDC1,cdc1-6,tsa414-37C,0.17721518987341772
YLR298C,YHC1,yhc1-2,tsa633-37C,0.17562724014336917
YFL039C,ACT1,act1-111,tsa214-37C,0.1751412429378531
YMR079W,SEC14,sec14-3,tsa53-37C,0.17279821627647715
YPR178W,PRP4,prp4-ts,tsa819-37C,0.17117117117117117
YFL039C,ACT1,act1-136,tsa142-37C,0.17027417027417027
YOR122C,PFY1,pfy1-4,tsa232-37C,0.16428571428571428
YDL126C,CDC48,cdc48-1,tsa826-37C,0.16417910447761194
YJL091C,GWT1,gwt1-20,tsa655-37C,0.16339869281045752
YLR005W,SSL1,ssl1-t242i,tsa752-37C,0.16296296296296298
YER093C,TSC11,tsc11-1,tsa658-37C,0.16176470588235295
YER003C,PMI40,pmi40-5001,tsa1081-37C,0.15829787234042553
YKR086W,PRP16,prp16-2,tsa598-37C,0.15706806282722513
YDR243C,PRP28,prp28-101,tsa574-37C,0.15492957746478872
YDR311W,TFB1,tfb1-1,tsa701-37C,0.15384615384615385
YGL120C,PRP43,prp43-ts2,tsa607-37C,0.15302491103202848
YFL039C,ACT1,act1-105,tsa909-37C,0.1529126213592233
YFL039C,ACT1,act1-159,tsa910-37C,0.1511627906976744
YDR208W,MSS4,mss4-102,tsa903-37C,0.15008431703204048
YGL098W,USE1,use1-ts,tsa592-37C,0.14945652173913043
YOR122C,PFY1,pfy1-13,tsa233-37C,0.1492063492063492
YIR022W,SEC11,sec11-2,tsa318-37C,0.1488095238095238
YNL267W,PIK1,pik1-139,tsa116-37C,0.1457905544147844
YER133W,GLC7,glc7-10,tsa184-37C,0.14492753623188406
YDR062W,LCB2,lcb2-2,tsa575-37C,0.14477766287487073
YFL005W,SEC4,sec4-8,tsa307-37C,0.14454976303317535
YPR176C,BET2,bet2-1-supp1,tsa143-37C,0.14450867052023122
YBR193C,MED8,med8-51,tsa741-37C,0.14393939393939395
