ORF,Name,Allele,Strain ID,Cluster_normal-8
YAL041W,CDC24,cdc24-h,tsa42-37C,0.5219123505976095
YAL038W,CDC19,cdc19-1,tsa34-37C,0.4821917808219178
YAL041W,CDC24,cdc24-1,tsa408-37C,0.4820359281437126
YAL041W,CDC24,cdc24-5,tsa304-37C,0.42379958246346555
YBL076C,ILS1,ils1-1,tsa275-37C,0.3555276381909548
YFL039C,ACT1,act1-136,tsa142-37C,0.3477633477633478
YHR024C,MAS2,mas2-10,tsa526-37C,0.3411764705882353
YGL093W,SPC105,spc105-15,tsa446-37C,0.3391472868217054
YLL050C,COF1,cof1-8,tsa248-37C,0.3347107438016529
YGL130W,CEG1,ceg1-ts,tsa355-37C,0.3333333333333333
YDR228C,PCF11,pcf11-ts10,tsa679-37C,0.3324396782841823
YMR028W,TAP42,tap42-11,tsa697-37C,0.3319946452476573
YDR228C,PCF11,pcf11-2,tsa685-37C,0.32304038004750596
YDL043C,PRP11,prp11-ts,tsa369-37C,0.32235294117647056
YGL207W,SPT16,spt16-ts,tsa339-37C,0.3215434083601286
YML069W,POB3,pob3-l78r,tsa846-37C,0.32075471698113206
YGR116W,SPT6,spt6-14,tsa834-37C,0.32
YPL160W,CDC60,cdc60-ts,tsa922-37C,0.31869688385269124
YAL041W,CDC24,cdc24-4,tsa149-37C,0.3173076923076923
YDR228C,PCF11,pcf11-ts2,tsa686-37C,0.3152542372881356
YMR235C,RNA1,rna1-1,tsa118-37C,0.31422018348623854
YOL139C,CDC33,cdc33-e72g,tsa306-37C,0.3141592920353982
YIL147C,SLN1,sln1-ts4,tsa1001-37C,0.3123644251626898
YAL041W,CDC24,cdc24-11,tsa148-37C,0.311614730878187
YDR145W,TAF12,taf12-9,tsa514-37C,0.3062330623306233
YFL039C,ACT1,act1-4,tsa138-37C,0.30303030303030304
YGR211W,ZPR1,zpr1-1,tsa547-37C,0.3029411764705882
YGL130W,CEG1,ceg1-3,tsa94-37C,0.3020833333333333
YKL112W,ABF1,abf1-102,tsa319-37C,0.3007518796992481
YJL125C,GCD14,gcd14-4,tsa620-37C,0.29508196721311475
YGL155W,CDC43,cdc43-2,tsa333-37C,0.2929936305732484
YBR079C,RPG1,rpg1-5001,tsa1060-37C,0.2911392405063291
YFL039C,ACT1,act1-122,tsa219-37C,0.28901734104046245
YJR045C,SSC1,ssc1-2,tsa328-37C,0.2825788751714678
YKL154W,SRP102,srp102-510,tsa731-37C,0.2819767441860465
YAL041W,CDC24,cdc24-3,tsa412-37C,0.2806201550387597
YBR236C,ABD1,abd1-5,tsa75-37C,0.27956989247311825
YBR237W,PRP5,prp5-1,tsa117-37C,0.2793594306049822
YML114C,TAF8,taf8-7,tsa695-37C,0.2789115646258503
YGL044C,RNA15,rna15-58,tsa652-37C,0.2777777777777778
YDR021W,FAL1,fal1-1,tsa728-37C,0.2773722627737226
YBR236C,ABD1,abd1-8,tsa357-37C,0.2747747747747748
YMR235C,RNA1,rna1-s116f,tsa172-37C,0.27293577981651373
YOR326W,MYO2,myo2-16,tsa337-37C,0.27289377289377287
YDR145W,TAF12,taf12-w486stop,tsa515-37C,0.2715736040609137
YOR335C,ALA1,ala1-1,tsa905-37C,0.2709030100334448
YLR026C,SED5,sed5-1,tsa198-37C,0.26605504587155965
YLR310C,CDC25,cdc25-2-supp1,tsa29-37C,0.26545454545454544
YDL217C,TIM22,tim22-19,tsa714-37C,0.2631578947368421
YNR035C,ARC35,arc35-5,tsa470-37C,0.26282853566958697
YFL039C,ACT1,act1-101,tsa136-37C,0.2620689655172414
YDR228C,PCF11,pcf11-ts9,tsa680-37C,0.2602739726027397
YPL209C,IPL1,ipl1-1,tsa165-37C,0.25977653631284914
YOL123W,HRP1,hrp1-1,tsa960-37C,0.25961538461538464
YBR198C,TAF5,taf5-15,tsa512-37C,0.25874125874125875
YBR011C,IPP1,ipp1-5001,tsa1062-37C,0.2581818181818182
YKL042W,SPC42,spc42-11,tsa449-37C,0.2565217391304348
YPR133C,SPN1,spn1-k192n,tsa1011-37C,0.25427350427350426
YPL093W,NOG1,nog1-1,tsa329-37C,0.25136612021857924
YER069W,"ARG5,6","arg5,6",tsa502-37C,0.25
YHR186C,KOG1,kog1-1,tsa291-37C,0.24666666666666667
YIR006C,PAN1,pan1-4,tsa353-37C,0.24553571428571427
YLR115W,CFT2,cft2-1,tsa801-37C,0.24516129032258063
YKL145W,RPT1,rpt1-1,tsa190-37C,0.24203821656050956
YJL050W,MTR4,mtr4-1,tsa431-37C,0.23672566371681417
YFR005C,SAD1,sad1-1,tsa700-37C,0.23636363636363636
YMR240C,CUS1,cus1-3,tsa639-37C,0.23542600896860988
YBR196C,PGI1,pgi1-2,tsa91-37C,0.23486682808716708
YPL252C,YAH1,yah1-ts,tsa428-37C,0.23434343434343435
