ORF,Name,Allele,Strain ID,Cluster_normal-7
YMR001C,CDC5,cdc5-1,tsa879-37C,0.415929203539823
YFL039C,ACT1,act1-155,tsa220-37C,0.3611111111111111
YDL108W,KIN28,kin28-ts,tsa109-37C,0.34106728538283065
YGR092W,DBF2,dbf2-2,tsa159-37C,0.3094170403587444
YGR246C,BRF1,brf1-w107r,tsa478-37C,0.2980769230769231
YOR244W,ESA1,esa1-1851,tsa565-37C,0.2903225806451613
YML064C,TEM1,tem1-3-supp1,tsa225-37C,0.2881944444444444
YJR076C,CDC11,cdc11-1,tsa356-37C,0.28488372093023256
YOR336W,KRE5,kre5-ts2,tsa139-37C,0.27586206896551724
YBR160W,CDC28,cdc28-13,tsa175-37C,0.2668918918918919
YLR229C,CDC42,cdc42-1,tsa26-37C,0.264
YFL034C-B,MOB2,mob2-36,tsa814-37C,0.26
YJL050W,MTR4,mtr4-1,tsa431-37C,0.25925925925925924
YBR109C,CMD1,cmd1-8,tsa157-37C,0.25666666666666665
YNL272C,SEC2,sec2-41,tsa56-37C,0.25263157894736843
YNR011C,PRP2,prp2-1,tsa338-37C,0.25245901639344265
YFR005C,SAD1,sad1-1,tsa700-37C,0.25084745762711863
YOR329C,SCD5,scd5-d338,tsa569-37C,0.25
YLL011W,SOF1,sof1-5001,tsa1101-37C,0.2489451476793249
YNL216W,RAP1,rap1-1,tsa558-37C,0.24858757062146894
YFR028C,CDC14,cdc14-2,tsa416-37C,0.2480916030534351
YMR240C,CUS1,cus1-3,tsa639-37C,0.2478813559322034
YNL102W,POL1,pol1-17,tsa345-37C,0.24691358024691357
YGL075C,MPS2,mps2-1,tsa443-37C,0.2465753424657534
YBL105C,PKC1,pkc1-ts,tsa535-37C,0.24642857142857144
YFR028C,CDC14,cdc14-3,tsa146-37C,0.24607329842931938
YFR031C,SMC2,smc2-8,tsa522-37C,0.24528301886792453
YJR065C,ARP3,arp3-g302y,tsa296-37C,0.2413793103448276
YOR329C,SCD5,scd5-pp1d2,tsa570-37C,0.24
YFL039C,ACT1,act1-112,tsa218-37C,0.23880597014925373
YHR027C,RPN1,rpn1-821,tsa255-37C,0.23783783783783785
YIR022W,SEC11,sec11-2,tsa318-37C,0.23684210526315788
YLR105C,SEN2,sen2-1,tsa676-37C,0.23450134770889489
YAL041W,CDC24,cdc24-5,tsa304-37C,0.23411371237458195
YDR182W,CDC1,cdc1-2,tsa413-37C,0.23293172690763053
YBR265W,TSC10,tsc10-1,tsa543-37C,0.23161764705882354
YHR166C,CDC23,cdc23-4,tsa87-37C,0.22950819672131148
YFL039C,ACT1,act1-129,tsa223-37C,0.22807017543859648
YBR060C,ORC2,orc2-3,tsa331-37C,0.22580645161290322
YDL087C,LUC7,luc7-1,tsa711-37C,0.22440087145969498
YBR156C,SLI15,sli15-3,tsa236-37C,0.22406639004149378
YBL105C,PKC1,pkc1-3,tsa541-37C,0.2237442922374429
YOL123W,HRP1,hrp1-7,tsa943-37C,0.22340425531914893
YKL112W,ABF1,abf1-103,tsa335-37C,0.2231404958677686
YGR092W,DBF2,dbf2-1,tsa158-37C,0.22137404580152673
YOR326W,MYO2,myo2-16,tsa337-37C,0.2210796915167095
YCL059C,KRR1,krr1-18,tsa326-37C,0.22077922077922077
YFL029C,CAK1,cak1-23,tsa650-37C,0.22062350119904076
YMR239C,RNT1,rnt1-ts,tsa673-37C,0.22012578616352202
YHR005C,GPA1,gpa1-ts,tsa791-37C,0.22
YHR107C,CDC12,cdc12-1,tsa30-37C,0.21967213114754097
YDR478W,SNM1,snm1-172,tsa712-37C,0.2188679245283019
YHR186C,KOG1,kog1-1,tsa291-37C,0.21797752808988763
YGL120C,PRP43,prp43-ts2,tsa607-37C,0.21764705882352942
YAL041W,CDC24,cdc24-11,tsa148-37C,0.21518987341772153
YOR272W,YTM1,ytm1-1,tsa734-37C,0.2147239263803681
YKL189W,HYM1,hym1-15,tsa892-37C,0.21428571428571427
YLR298C,YHC1,yhc1-7,tsa647-37C,0.21311475409836064
YFL034C-B,MOB2,mob2-40,tsa612-37C,0.21212121212121213
YEL055C,POL5,pol5-2,tsa594-37C,0.21194029850746268
YGL112C,TAF6,taf6-ts,tsa608-37C,0.2119205298013245
YBL026W,LSM2,lsm2-5001,tsa1065-37C,0.21153846153846154
YDL165W,CDC36,cdc36-16,tsa314-37C,0.21084337349397592
YJR076C,CDC11,cdc11-3,tsa83-37C,0.21
YGL022W,STT3,stt3-7,tsa544-37C,0.2088607594936709
YOR157C,PUP1,pup1-1,tsa268-37C,0.2088607594936709
YOR204W,DED1,ded1-f144c,tsa932-37C,0.20833333333333334
YDL028C,MPS1,mps1-1,tsa166-37C,0.208
YPR165W,RHO1,rho1-td,tsa15-37C,0.20784313725490197
