ORF,Name,Allele,Strain ID,Cluster_normal-9
YFR004W,RPN11,rpn11-14,tsa534-37C,0.34444444444444444
YIR022W,SEC11,sec11-2,tsa318-37C,0.3211009174311927
YOR259C,RPT4,rpt4-150,tsa260-37C,0.3111111111111111
YFL045C,SEC53,sec53-6,tsa48-37C,0.26200873362445415
YBR160W,CDC28,cdc28-1,tsa174-37C,0.25
YBR102C,EXO84,exo84-102,tsa24-37C,0.2465753424657534
YJL034W,KAR2,kar2-159,tsa210-37C,0.23119777158774374
YCR081W,SRB8,,dma597,0.22807017543859648
YJR118C,ILM1,,dma2723,0.22289156626506024
YBL040C,ERD2,erd2-5001,tsa1072-37C,0.22093023255813954
YLR195C,NMT1,nmt1-181,tsa690-37C,0.21739130434782608
YML130C,ERO1,ero1-1,tsa203-37C,0.21158690176322417
YHR037W,PUT2,,dma2106,0.2112676056338028
YPR108W,RPN7,rpn7-3,tsa1037-37C,0.20224719101123595
YHR158C,KEL1,,dma2186,0.19480519480519481
YFR004W,RPN11,rpn11-8,tsa521-37C,0.1917808219178082
YGL044C,RNA15,rna15-58,tsa652-37C,0.18867924528301888
YIL048W,NEO1,neo1-2,tsa188-37C,0.18666666666666668
YJL188C,BUD19,,dma2578,0.18115942028985507
YHR027C,RPN1,rpn1-821,tsa255-37C,0.1794871794871795
YLR066W,SPC3,spc3-4,tsa623-37C,0.17928286852589642
YBR160W,CDC28,cdc28-4,tsa150-37C,0.1774193548387097
YOR057W,SGT1,sgt1-5,tsa427-37C,0.1744186046511628
YDR498C,SEC20,sec20-1,tsa55-37C,0.16666666666666666
YDR414C,ERD1,,dma1135,0.16666666666666666
YLR166C,SEC10,sec10-2,tsa63-37C,0.16467065868263472
YLR268W,SEC22,sec22-1,tsa313-37C,0.16101694915254236
YPR181C,SEC23,sec23-1,tsa900-37C,0.16030534351145037
YNL272C,SEC2,sec2-41,tsa56-37C,0.16
YNL325C,FIG4,,dma4182,0.15966386554621848
YMR197C,VTI1,vti1-11-supp1,tsa635-37C,0.15789473684210525
YIL084C,SDS3,,dma2337,0.15714285714285714
YPR179C,HDA3,,dma5157,0.15625
YDL028C,MPS1,mps1-417,tsa169-37C,0.1553398058252427
YKR082W,NUP133,,dma3009,0.14942528735632185
YBR193C,MED8,med8-51,tsa741-37C,0.14838709677419354
YOR165W,SEY1,,dma4562,0.14173228346456693
YGR135W,PRE9,,dma1892,0.14084507042253522
YJL005W,CYR1,cdc35-1,tsa354-37C,0.13968957871396895
YOL064C,MET22,,dma4348,0.1391304347826087
YLR242C,ARV1,arv1-supp1,dma3294,0.13821138211382114
YGR211W,ZPR1,zpr1-1,tsa547-37C,0.1375
YDR228C,PCF11,pcf11-ts9,tsa680-37C,0.13725490196078433
YMR070W,MOT3,,dma3680,0.13679245283018868
YPL233W,NSL1,nsl1-5,tsa450-37C,0.13513513513513514
YER111C,SWI4,,dma1394,0.13274336283185842
YKL213C,DOA1,,dma2910,0.13043478260869565
YDR228C,PCF11,pcf11-2,tsa685-37C,0.13026819923371646
YPR055W,SEC8,sec8-6,tsa364-37C,0.12931034482758622
YJR075W,HOC1,,dma2662,0.12871287128712872
YCR044C,PER1,per1-supp1,dma575,0.12790697674418605
YLR184W,,,dma3264,0.125
YOR123C,LEO1,,dma4542,0.12345679012345678
YDR284C,DPP1,,dma1041,0.12087912087912088
YLR005W,SSL1,ssl1-t242i,tsa752-37C,0.11904761904761904
YPR055W,SEC8,sec8-9,tsa122-37C,0.11627906976744186
YJR117W,STE24,,dma2701,0.11568123393316196
YNL324W,,,dma4183,0.11510791366906475
YER161C,SPT2,,dma1464,0.11363636363636363
YER012W,PRE1,pre1-1,tsa289-37C,0.11351351351351352
YGL137W,SEC27,sec27-1,tsa546-37C,0.1130952380952381
YPL144W,POC4,,dma4881,0.1111111111111111
YMR039C,SUB1,,dma3653,0.11
YJL117W,PHO86,,dma5181,0.10909090909090909
YPL161C,BEM4,,dma4906,0.10679611650485436
YLR286C,CTS1,,dma3331,0.10483870967741936
YDL097C,RPN6,rpn6-1,tsa1035-37C,0.10483870967741936
YER167W,BCK2,,dma1459,0.104
YDR238C,SEC26,sec26-f856aw860a,tsa721-37C,0.10377358490566038
YIL068C,SEC6,sec6-4,tsa38-37C,0.10261569416498995
YDR002W,YRB1,yrb1-51,tsa582-37C,0.10138248847926268
