ORF,Name,Allele,Strain ID,Cluster_normal-3
YER162C,RAD4,,dma1463,0.8918918918918919
YKR059W,TIF1,,dma2978,0.8026315789473685
YOR312C,RPL20B,,dma4693,0.7446808510638298
YKR024C,DBP7,,dma2929,0.7428571428571429
YCR102C,,,dma603,0.7313432835820896
YNL106C,INP52,,dma4013,0.7272727272727273
YDL006W,PTC1,,dma620,0.6875
YLL023C,POM33,,dma3041,0.6
YJR084W,,,dma2655,0.5882352941176471
YDL119C,HEM25,,dma703,0.5740740740740741
YBL094C,,,dma158,0.5714285714285714
YNL006W,LST8,lst8-15,tsa467-37C,0.56
YDL215C,GDH2,,dma794,0.5555555555555556
YMR019W,STB4,,dma3648,0.5489130434782609
YPR119W,CLB2,,dma5103,0.5263157894736842
YNL199C,GCR2,,dma4071,0.5256410256410257
YIR023W,DAL81,,dma2435,0.518796992481203
YLR079W,SIC1,,dma3163,0.5128205128205128
YDR034C,LYS14,,dma5225,0.5106382978723404
YCR090C,,,dma611,0.5073170731707317
YOR358W,HAP5,,dma4744,0.4948453608247423
YLR357W,RSC2,,dma3387,0.47368421052631576
YPR024W,YME1,,dma5032,0.4727272727272727
YPL022W,RAD1,,dma4782,0.46
YBR106W,PHO88,,dma274,0.4583333333333333
YLR298C,YHC1,yhc1-8,tsa844-37C,0.45454545454545453
YGL130W,CEG1,ceg1-c354,tsa124-37C,0.4444444444444444
YAL011W,SWC3,,dma17,0.44
YKR048C,NAP1,,dma2953,0.4371584699453552
YBR160W,CDC28,cdc28-4,tsa150-37C,0.43548387096774194
YBR160W,CDC28,cdc28-1,tsa174-37C,0.42857142857142855
YIL040W,APQ12,,dma2275,0.4166666666666667
YBR010W,HHT1,,dma187,0.3924050632911392
YNL003C,PET8,,dma3935,0.3888888888888889
YLR386W,VAC14,,dma3411,0.38333333333333336
YGL250W,RMR1,rmr1-supp1,dma1772,0.3793103448275862
YER090W,TRP2,trp2,tsa863-37C,0.3783783783783784
YBR135W,CKS1,cks1-38,tsa332-37C,0.37662337662337664
YFR009W,GCN20,,dma1516,0.37662337662337664
YJL057C,IKS1,,dma2480,0.37142857142857144
YLR314C,CDC3,cdc3-3,tsa130-37C,0.37058823529411766
YKR068C,BET3,bet3-5001,tsa1090-37C,0.3564356435643564
YHR022C,,,dma2093,0.3561643835616438
YPL144W,POC4,,dma4881,0.35555555555555557
YNL325C,FIG4,,dma4182,0.35294117647058826
YKL204W,EAP1,,dma2894,0.35135135135135137
YJR120W,,,dma2721,0.34782608695652173
YML012C-A,,,dma3522,0.34146341463414637
YPL124W,SPC29,spc29-3,tsa707-37C,0.3389830508474576
YLL004W,ORC3,orc3-70,tsa351-37C,0.3333333333333333
YER155C,BEM2,,dma1444,0.3333333333333333
YCR002C,CDC10,cdc10-4,tsa81-37C,0.32941176470588235
YGR113W,DAM1,dam1-1,tsa245-37C,0.325
YCR002C,CDC10,cdc10-1,tsa78-37C,0.31724137931034485
YNL324W,,,dma4183,0.31654676258992803
YPL228W,CET1,cet1-1,tsa270-37C,0.3142857142857143
YBR070C,ALG14,alg14-5001,tsa1061-37C,0.3125
YJR076C,CDC11,cdc11-5,tsa84-37C,0.3125
YFL039C,ACT1,act1-132,tsa216-37C,0.3114754098360656
YMR296C,LCB1,lcb1-10,tsa606-37C,0.3103448275862069
YMR165C,PAH1,,dma5330,0.3076923076923077
YFL029C,CAK1,cak1-23,tsa650-37C,0.3072289156626506
YDR060W,MAK21,mak21-1,tsa249-37C,0.3050847457627119
YEL002C,WBP1,wbp1-1,tsa590-37C,0.3023255813953488
YOR149C,SMP3,smp3-1,tsa849-37C,0.2962962962962963
YJR076C,CDC11,cdc11-3,tsa83-37C,0.2923076923076923
YFL009W,CDC4,cdc4-3,tsa334-37C,0.2923076923076923
YDR113C,PDS1,pds1-128,tsa862-37C,0.2903225806451613
YHR004C,NEM1,,dma2082,0.28888888888888886
YOL139C,CDC33,cdc33-e72g,tsa306-37C,0.28888888888888886
YDR437W,GPI19,gpi19-2xh,tsa1012-37C,0.2857142857142857
YHR158C,KEL1,,dma2186,0.2857142857142857
YJR076C,CDC11,cdc11-1,tsa356-37C,0.2830188679245283
YDL064W,UBC9,ubc9-2,tsa370-37C,0.27927927927927926
YDL035C,GPR1,,dma628,0.27906976744186046
YCR002C,CDC10,cdc10-2,tsa79-37C,0.2782608695652174
YPL102C,,,dma4842,0.2777777777777778
YBR236C,ABD1,abd1-8,tsa357-37C,0.27631578947368424
YGL061C,DUO1,duo1-2,tsa239-37C,0.2727272727272727
YOR326W,MYO2,myo2-14,tsa269-37C,0.2692307692307692
YNL102W,POL1,pol1-1,tsa362-37C,0.26666666666666666
YAL041W,CDC24,cdc24-1,tsa408-37C,0.26666666666666666
YKL189W,HYM1,hym1-15,tsa892-37C,0.26666666666666666
YLL003W,SFI1,sfi1-3,tsa475-37C,0.26595744680851063
YCL061C,MRC1,,dma522,0.26277372262773724
YJR077C,MIR1,,dma2661,0.2608695652173913
YIL004C,BET1,bet1-1,tsa792-37C,0.2605633802816901
YER125W,RSP5,rsp5-3,tsa465-37C,0.26
YIL150C,MCM10,mcm10-43,tsa458-37C,0.2595419847328244
YHR088W,RPF1,rpf1-1,tsa1000-37C,0.25862068965517243
YJR075W,HOC1,,dma2662,0.25742574257425743
YJL074C,SMC3,smc3-42,tsa71-37C,0.2571428571428571
YPL211W,NIP7,nip7-1,tsa114-37C,0.25609756097560976
YER018C,SPC25,spc25-1,tsa473-37C,0.2549019607843137
YBR079C,RPG1,rpg1-5001,tsa1060-37C,0.2549019607843137
YLR008C,PAM18,pam18-1,tsa501-37C,0.2536231884057971
YBR060C,ORC2,orc2-4,tsa309-37C,0.25225225225225223
YDL008W,APC11,apc11-13,tsa783-37C,0.25
YFR028C,CDC14,cdc14-3,tsa146-37C,0.25
YKL196C,YKT6,ykt6-5001,tsa1089-37C,0.25
YDR082W,STN1,stn1-13,tsa599-37C,0.25
YMR168C,CEP3,cep3-2,tsa845-37C,0.25
YMR308C,PSE1,pse1-41,tsa683-37C,0.25
YBR109C,CMD1,cmd1-1,tsa154-37C,0.24752475247524752
YDL102W,POL3,cdc2-2,tsa135-37C,0.24615384615384617
YML098W,TAF13,taf13-2,tsa636-37C,0.24468085106382978
YLR117C,CLF1,clf1-1,tsa1047-37C,0.24444444444444444
YJR112W,NNF1,nnf1-48,tsa439-37C,0.2426470588235294
YKL024C,URA6,ura6-6,tsa1034-37C,0.24242424242424243
YFL008W,SMC1,smc1-2,tsa321-37C,0.23809523809523808
YGR211W,ZPR1,zpr1-1,tsa547-37C,0.2375
YBR211C,AME1,ame1-4,tsa716-37C,0.23577235772357724
YDR146C,SWI5,,dma927,0.23529411764705882
YGL022W,STT3,stt3-7,tsa544-37C,0.23484848484848486
YDR054C,CDC34,cdc34-1,tsa92-37C,0.2345679012345679
YBL041W,PRE7,pre7-5001,tsa1064-37C,0.234375
YNL118C,DCP2,dcp2-7,tsa743-37C,0.2328767123287671
YEL055C,POL5,pol5-3,tsa596-37C,0.23115577889447236
YBR160W,CDC28,cdc28-13,tsa175-37C,0.22842639593908629
YLR184W,,,dma3264,0.2265625
YGR156W,PTI1,pti1-ts7-supp1,tsa477-37C,0.22580645161290322
YGR179C,OKP1,okp1-5,tsa227-37C,0.22522522522522523
YML031W,NDC1,ndc1-4,tsa176-37C,0.22340425531914893
YOR149C,SMP3,smp3-2,tsa204-37C,0.22297297297297297
YDL165W,CDC36,cdc36-16,tsa314-37C,0.22058823529411764
YKL173W,SNU114,snu114-60,tsa621-37C,0.22033898305084745
YNR053C,NOG2,nog2-1,tsa479-37C,0.21893491124260356
YJL095W,BCK1,,dma2504,0.21739130434782608
YBR079C,RPG1,rpg1-1,tsa990-37C,0.21739130434782608
YNL102W,POL1,pol1-2,tsa344-37C,0.21568627450980393
YKL042W,SPC42,spc42-11,tsa449-37C,0.21428571428571427
YJL194W,CDC6,cdc6-1,tsa32-37C,0.21428571428571427
YOR232W,MGE1,mge1-100,tsa505-37C,0.21395348837209302
YDR054C,CDC34,cdc34-2,tsa308-37C,0.21311475409836064
YOR181W,LAS17,las17-14,tsa230-37C,0.2127659574468085
YMR213W,CEF1,cef1-13,tsa702-37C,0.21238938053097345
YDR311W,TFB1,tfb1-1,tsa701-37C,0.21153846153846154
YDR052C,DBF4,dbf4-3,tsa163-37C,0.211340206185567
YLR045C,STU2,stu2-11,tsa545-37C,0.21052631578947367
YAL034W-A,MTW1,mtw1-ts,tsa235-37C,0.20930232558139536
YKL073W,LHS1,lhs1-supp1,dma2798,0.20833333333333334
YBL034C,STU1,stu1-6,tsa643-37C,0.20833333333333334
YFL009W,CDC4,cdc4-2,tsa415-37C,0.20754716981132076
YDL147W,RPN5,rpn5-1,tsa1036-37C,0.20652173913043478
YHR036W,BRL1,brl1-c371s,tsa1042-37C,0.2032520325203252
YLR286C,CTS1,,dma3331,0.20161290322580644
YDR062W,LCB2,lcb2-1,tsa586-37C,0.2
YER148W,SPT15,spt15-p65s,tsa476-37C,0.2
YDL003W,MCD1,mcd1-73,tsa70-37C,0.2
YDR168W,CDC37,cdc37-1,tsa317-37C,0.19939577039274925
YPL252C,YAH1,yah1-ts,tsa428-37C,0.19875776397515527
YDL103C,QRI1,qri1-ts6,tsa860-37C,0.19875776397515527
YDR087C,RRP1,rrp1-1,tsa181-37C,0.19827586206896552
YER003C,PMI40,pmi40-5001,tsa1081-37C,0.19791666666666666
YJL104W,PAM16,pam16-3,tsa499-37C,0.1962025316455696
YGR218W,CRM1,crm1-1,tsa460-37C,0.19607843137254902
YDR394W,RPT3,rpt3-1,tsa785-37C,0.19548872180451127
YLR242C,ARV1,arv1-supp1,dma3294,0.1951219512195122
YKR083C,DAD2,dad2-9,tsa425-37C,0.1935483870967742
YJL085W,EXO70,exo70-29/37,tsa856-37C,0.19298245614035087
YOL069W,NUF2,nuf2-61,tsa755-37C,0.1925925925925926
YGL075C,MPS2,mps2-1,tsa443-37C,0.19230769230769232
YDR052C,DBF4,dbf4-2,tsa162-37C,0.19090909090909092
YPL233W,NSL1,nsl1-5,tsa450-37C,0.1891891891891892
YKR008W,RSC4,rsc4-2,tsa498-37C,0.1885245901639344
YBR196C,PGI1,pgi1-2,tsa91-37C,0.18674698795180722
YDR208W,MSS4,mss4-103,tsa129-37C,0.18579234972677597
YKR086W,PRP16,prp16-ts,tsa644-37C,0.18421052631578946
YBR055C,PRP6,prp6-1,tsa455-37C,0.18359375
