ORF,Name,Allele,Strain ID,Cluster_normal-11
YOR057W,SGT1,sgt1-5,tsa427-37C,0.5135135135135135
YDR182W,CDC1,cdc1-1,tsa31-37C,0.5063291139240507
YLR305C,STT4,stt4-4,tsa123-37C,0.46953405017921146
YCR093W,CDC39,cdc39-1,tsa93-37C,0.40245398773006136
YKR099W,BAS1,,dma3018,0.4
YNL118C,DCP2,dcp2-7,tsa743-37C,0.36910994764397903
YDL008W,APC11,apc11-22,tsa719-37C,0.36363636363636365
YNL138W,SRV2,srv2-ts,tsa675-37C,0.35294117647058826
YDR167W,TAF10,taf10-ts34,tsa957-37C,0.3508771929824561
YIL046W,MET30,met30-6,tsa948-37C,0.34814814814814815
YMR298W,LIP1,lip1-5001,tsa1059-37C,0.34782608695652173
YNL118C,DCP2,dcp2-7d,tsa754-37C,0.33766233766233766
YNL199C,GCR2,,dma4071,0.32558139534883723
YJR057W,CDC8,cdc8-1,tsa407-37C,0.32432432432432434
YJL121C,RPE1,,dma2516,0.3235294117647059
YOR020C,HSP10,hsp10-ts,tsa681-37C,0.31666666666666665
YFL039C,ACT1,act1-119,tsa215-37C,0.3106796116504854
YJL098W,SAP185,,dma2503,0.3
YGL065C,ALG2,alg2-1,tsa461-37C,0.29411764705882354
YFL039C,ACT1,act1-3,tsa137-37C,0.2708333333333333
YIL118W,RHO3,rho3-1,tsa654-37C,0.26857142857142857
YFL039C,ACT1,act1-120,tsa74-37C,0.2653061224489796
YBR079C,RPG1,rpg1-5001,tsa1060-37C,0.25825825825825827
YGR216C,GPI1,gpi1-1,tsa548-37C,0.25732899022801303
YMR227C,TAF7,taf7-ts1,tsa638-37C,0.2564102564102564
YLR195C,NMT1,nmt1-181,tsa690-37C,0.25161290322580643
YDL103C,QRI1,qri1-ts1,tsa859-37C,0.24444444444444444
YJL081C,ARP4,arp4-g161d,tsa618-37C,0.23478260869565218
YPL217C,BMS1,bms1-1,tsa678-37C,0.23300970873786409
YLR310C,CDC25,cdc25-2-supp1,tsa29-37C,0.23134328358208955
YDL140C,RPO21,rpo21-1,tsa804-37C,0.22916666666666666
