ORF,Name,Allele,Strain ID,Cluster_normal-8
YFL045C,SEC53,sec53-6,tsa48-37C,0.4510739856801909
YGR116W,SPT6,spt6-14,tsa834-37C,0.44
YGR172C,YIP1,yip1-4,tsa980-37C,0.43896103896103894
YDL195W,SEC31,sec31-1,tsa852-37C,0.4311111111111111
YDR170C,SEC7,sec7-1,tsa44-37C,0.4298245614035088
YPR183W,DPM1,dpm1-6,tsa330-37C,0.4279918864097363
YIL004C,BET1,bet1-1,tsa792-37C,0.4277227722772277
YBL050W,SEC17,sec17-1,tsa45-37C,0.42216358839050133
YER003C,PMI40,pmi40-5001,tsa1081-37C,0.4186046511627907
YDR164C,SEC1,sec1-1,tsa36-37C,0.4124783362218371
YIL062C,ARC15,arc15-10,tsa888-37C,0.4117647058823529
YMR197C,VTI1,vti1-2,tsa634-37C,0.40718562874251496
YDR189W,SLY1,sly1-ts,tsa251-37C,0.40717299578059074
YDR238C,SEC26,sec26-11d26,tsa722-37C,0.4064516129032258
YDL103C,QRI1,qri1-ts1,tsa859-37C,0.40503432494279173
YGL137W,SEC27,sec27-1,tsa546-37C,0.3978779840848806
YGL145W,TIP20,tip20-5,tsa271-37C,0.3968253968253968
YDL103C,QRI1,qri1-ts6,tsa860-37C,0.39398998330550916
YDR498C,SEC20,sec20-1,tsa55-37C,0.3894230769230769
YFL005W,SEC4,sec4-8,tsa307-37C,0.38808139534883723
YPL085W,SEC16,sec16-2,tsa119-37C,0.3794037940379404
YLR440C,SEC39,sec39-1,tsa725-37C,0.37681159420289856
YBR080C,SEC18,sec18-1,tsa54-37C,0.37316176470588236
YBR070C,ALG14,alg14-5001,tsa1061-37C,0.3644859813084112
YDR166C,SEC5,sec5-24,tsa51-37C,0.3633879781420765
YIR022W,SEC11,sec11-2,tsa318-37C,0.3581081081081081
YPR181C,SEC23,sec23-1,tsa900-37C,0.3576388888888889
YER136W,GDI1,gdi1-1,tsa64-37C,0.35714285714285715
YLR066W,SPC3,spc3-4,tsa623-37C,0.3550488599348534
YNR026C,SEC12,sec12-4,tsa60-37C,0.3546325878594249
YLR166C,SEC10,sec10-2,tsa63-37C,0.3512064343163539
YNR026C,SEC12,sec12-1,tsa305-37C,0.35
YLR440C,SEC39,sec39-2,tsa726-37C,0.3487544483985765
YML130C,ERO1,ero1-1,tsa203-37C,0.34765625
YKR068C,BET3,bet3-5001,tsa1090-37C,0.34536082474226804
YPL190C,NAB3,nab3-11,tsa861-37C,0.3384615384615385
YMR061W,RNA14,rna14-5001,tsa1106-37C,0.32345013477088946
YMR197C,VTI1,vti1-11-supp1,tsa635-37C,0.32057416267942584
YML069W,POB3,pob3-7,tsa629-37C,0.3197278911564626
YDL145C,COP1,cop1-1,tsa704-37C,0.3193916349809886
YIL109C,SEC24,sec24-20,tsa456-37C,0.3167420814479638
YIL048W,NEO1,neo1-2,tsa188-37C,0.31443298969072164
YNL163C,RIA1,ria1-ts,tsa1055-37C,0.3105590062111801
YDR437W,GPI19,gpi19-2xh,tsa1012-37C,0.3089005235602094
YOR075W,UFE1,ufe1-1,tsa212-37C,0.3082706766917293
YNR035C,ARC35,arc35-5,tsa470-37C,0.304857621440536
YPR055W,SEC8,sec8-9,tsa122-37C,0.30409356725146197
YDL103C,QRI1,qri1-5001,tsa1093-37C,0.30337078651685395
YFL038C,YPT1,ypt1-3,tsa591-37C,0.3017241379310345
YGR120C,COG2,cog2-1,tsa187-37C,0.29918032786885246
YLL050C,COF1,cof1-8,tsa248-37C,0.2975609756097561
YDR182W,CDC1,cdc1-1,tsa31-37C,0.2929936305732484
YGL233W,SEC15,sec15-1,tsa40-37C,0.2913752913752914
YDL058W,USO1,uso1-1,tsa441-37C,0.29069767441860467
YPR055W,SEC8,sec8-6,tsa364-37C,0.28823529411764703
YFL039C,ACT1,act1-136,tsa142-37C,0.28807947019867547
YDR228C,PCF11,pcf11-ts2,tsa686-37C,0.28448275862068967
YJL034W,KAR2,kar2-159,tsa210-37C,0.28023598820059
YJL085W,EXO70,exo70-38,tsa848-37C,0.2762836185819071
YLR268W,SEC22,sec22-1,tsa313-37C,0.27586206896551724
YMR227C,TAF7,taf7-ts1,tsa638-37C,0.2755905511811024
YDR238C,SEC26,sec26-f856aw860a,tsa721-37C,0.2727272727272727
YCR093W,CDC39,cdc39-1,tsa93-37C,0.27246376811594203
YKL024C,URA6,ura6-6,tsa1034-37C,0.26621160409556316
YDL165W,CDC36,cdc36-16,tsa314-37C,0.266025641025641
YML069W,POB3,pob3-q308k,tsa847-37C,0.2625
YER157W,COG3,cog3-1,tsa41-37C,0.26136363636363635
YFR051C,RET2,ret2-1,tsa823-37C,0.2596685082872928
YLR195C,NMT1,nmt1-181,tsa690-37C,0.25830258302583026
YMR277W,FCP1,fcp1-1-supp3,tsa426-37C,0.2581699346405229
YGR009C,SEC9,sec9-4,tsa57-37C,0.2532981530343008
YIL068C,SEC6,sec6-4,tsa38-37C,0.2507836990595611
YKL196C,YKT6,ykt6-5001,tsa1089-37C,0.24878048780487805
YDR182W,CDC1,cdc1-6,tsa414-37C,0.24186046511627907
YPL076W,GPI2,gpi2-1-7b,tsa462-37C,0.23958333333333334
YBR193C,MED8,med8-51,tsa741-37C,0.23857868020304568
YDR228C,PCF11,pcf11-2,tsa685-37C,0.23790322580645162
YNR011C,PRP2,prp2-1,tsa338-37C,0.23770491803278687
YDL105W,NSE4,nse4-ts3,tsa992-37C,0.2345679012345679
YDL043C,PRP11,prp11-ts,tsa369-37C,0.23434343434343435
YBR193C,MED8,med8-39,tsa751-37C,0.23404255319148937
YER093C,TSC11,tsc11-7,tsa659-37C,0.23381294964028776
YOR326W,MYO2,myo2-16,tsa337-37C,0.2330508474576271
YGL207W,SPT16,spt16-ts,tsa339-37C,0.23076923076923078
YML023C,NSE5,nse5-ts1,tsa1004-37C,0.23018867924528302
YHR036W,BRL1,brl1-2221,tsa1038-37C,0.22916666666666666
YFL034C-B,MOB2,mob2-11,tsa609-37C,0.22916666666666666
YNL287W,SEC21,sec21-1,tsa46-37C,0.2289156626506024
YMR013C,SEC59,sec59-ts,tsa422-37C,0.22666666666666666
YML023C,NSE5,nse5-ts4,tsa1007-37C,0.2247191011235955
YDL029W,ARP2,arp2-14,tsa886-37C,0.22377622377622378
YHR191C,CTF8,ctf8-162,tsa322-37C,0.2235294117647059
YNL163C,RIA1,ria1-ts,tsa1019-37C,0.2231404958677686
YKL006C-A,SFT1,sft1-15,tsa619-37C,0.22145328719723184
YGL055W,OLE1,ole1-m2,tsa506-37C,0.22077922077922077
YDR182W,CDC1,cdc1-4,tsa807-37C,0.22058823529411764
YHR058C,MED6,med6-ts,tsa1053-37C,0.21951219512195122
YFL034C-B,MOB2,mob2-38,tsa788-37C,0.21739130434782608
YDR311W,TFB1,tfb1-6,tsa715-37C,0.216
YHR036W,BRL1,brl1-c371s,tsa1042-37C,0.21568627450980393
YFL039C,ACT1,act1-111,tsa214-37C,0.21568627450980393
YFL039C,ACT1,act1-119,tsa215-37C,0.21505376344086022
YBL040C,ERD2,erd2-5001,tsa1072-37C,0.21428571428571427
YFR004W,RPN11,rpn11-8,tsa521-37C,0.21333333333333335
YGL065C,ALG2,alg2-1,tsa461-37C,0.21333333333333335
YGL044C,RNA15,rna15-58,tsa652-37C,0.2124031007751938
YFL034C-B,MOB2,mob2-40,tsa612-37C,0.20930232558139536
YFL039C,ACT1,act1-159,tsa910-37C,0.20833333333333334
YER008C,SEC3,sec3-2,tsa43-37C,0.20813397129186603
YGL130W,CEG1,ceg1-ts,tsa355-37C,0.20784313725490197
YOR057W,SGT1,sgt1-5,tsa427-37C,0.20581113801452786
YLR208W,SEC13,sec13-1,tsa52-37C,0.20555555555555555
YEL034W,HYP2,hyp2-2,tsa750-37C,0.20481927710843373
YDL105W,NSE4,nse4-ts2,tsa1013-37C,0.20454545454545456
YIL046W,MET30,met30-6,tsa948-37C,0.20348837209302326
YDR228C,PCF11,pcf11-1,tsa808-37C,0.2032520325203252
YPL076W,GPI2,gpi2-774,tsa463-37C,0.20224719101123595
YLR005W,SSL1,ssl1-t242i,tsa752-37C,0.2011173184357542
YDL030W,PRP9,prp9-1,tsa597-37C,0.2
YMR028W,TAP42,tap42-11,tsa697-37C,0.2
YFL039C,ACT1,act1-4,tsa138-37C,0.1991869918699187
YNL272C,SEC2,sec2-41,tsa56-37C,0.19827586206896552
YER093C,TSC11,tsc11-1,tsa658-37C,0.1967741935483871
YBR237W,PRP5,prp5-1,tsa117-37C,0.19480519480519481
YDL105W,NSE4,nse4-ts4,tsa993-37C,0.1937984496124031
YIL109C,SEC24,sec24-2,tsa189-37C,0.19302949061662197
YKL154W,SRP102,srp102-510,tsa731-37C,0.1917808219178082
YPR178W,PRP4,prp4-ts,tsa819-37C,0.1907514450867052
YML069W,POB3,pob3-l78r,tsa846-37C,0.1906779661016949
YHR058C,MED6,med6-5001,tsa1094-37C,0.1891891891891892
YPR161C,SGV1,sgv1-80,tsa1028-37C,0.18857142857142858
YGL093W,SPC105,spc105-15,tsa446-37C,0.18849840255591055
YLR008C,PAM18,pam18-1,tsa501-37C,0.18835616438356165
YPR168W,NUT2,nut2-ts,tsa818-37C,0.1875
YKR062W,TFA2,tfa2-45,tsa692-37C,0.18716577540106952
YPR133C,SPN1,spn1-k192n,tsa1011-37C,0.18699186991869918
YKL024C,URA6,ura6-4,tsa1031-37C,0.1865671641791045
YGL098W,USE1,use1-ts,tsa592-37C,0.1858974358974359
YBR198C,TAF5,taf5-20,tsa513-37C,0.18461538461538463
YOR181W,LAS17,las17-14,tsa230-37C,0.18333333333333332
YOL123W,HRP1,hrp1-4,tsa858-37C,0.18064516129032257
YHR036W,BRL1,brl1-c371r,tsa1041-37C,0.17793594306049823
YPL169C,MEX67,mex67-ts5,tsa816-37C,0.17791411042944785
YHR024C,MAS2,mas2-10,tsa526-37C,0.17763157894736842
YNL061W,NOP2,nop2-5,tsa626-37C,0.17747440273037543
YJL002C,OST1,ost1-6,tsa735-37C,0.17716535433070865
YDR062W,LCB2,lcb2-16,tsa585-37C,0.17714285714285713
YMR240C,CUS1,cus1-3,tsa639-37C,0.17667844522968199
YNR053C,NOG2,nog2-1,tsa479-37C,0.17647058823529413
YDL030W,PRP9,prp9-ts,tsa361-37C,0.17616580310880828
YDR510W,SMT3,smt3-331,tsa928-37C,0.17567567567567569
YPR108W,RPN7,rpn7-3,tsa1037-37C,0.1743119266055046
YJR017C,ESS1,ess1-h164r,tsa698-37C,0.17333333333333334
YKR086W,PRP16,prp16-2,tsa598-37C,0.17272727272727273
YDR062W,LCB2,lcb2-19,tsa587-37C,0.17248908296943233
YGR218W,CRM1,crm1-1,tsa460-37C,0.17216117216117216
YMR079W,SEC14,sec14-3,tsa53-37C,0.17166212534059946
YPR161C,SGV1,sgv1-23,tsa1027-37C,0.17105263157894737
YBR234C,ARC40,arc40-5001,tsa1070-37C,0.1693121693121693
YDR062W,LCB2,lcb2-2,tsa575-37C,0.16793893129770993
YGL022W,STT3,stt3-2,tsa551-37C,0.16666666666666666
YJL091C,GWT1,gwt1-20,tsa655-37C,0.16455696202531644
YGR156W,PTI1,pti1-ts7-supp1,tsa477-37C,0.16444444444444445
YER148W,SPT15,spt15-p65s,tsa476-37C,0.16379310344827586
YIL118W,RHO3,rho3-1,tsa654-37C,0.16233766233766234
YMR296C,LCB1,lcb1-10,tsa606-37C,0.16184971098265896
YDR021W,FAL1,fal1-1,tsa728-37C,0.16145833333333334
YOR232W,MGE1,mge1-100,tsa505-37C,0.1610738255033557
YKL173W,SNU114,snu114-40,tsa622-37C,0.16
YGL130W,CEG1,ceg1-34,tsa358-37C,0.15976331360946747
YGL120C,PRP43,prp43-ts2,tsa607-37C,0.15932203389830507
YLL031C,GPI13,gpi13-3-supp1,tsa196-37C,0.15894039735099338
YOR149C,SMP3,smp3-1,tsa849-37C,0.15841584158415842
YHR036W,BRL1,brl1-3231,tsa1039-37C,0.1574074074074074
YDL064W,UBC9,ubc9-2,tsa370-37C,0.15723270440251572
YGR075C,PRP38,prp38-1,tsa480-37C,0.1561051004636785
YBR102C,EXO84,exo84-102,tsa24-37C,0.15566037735849056
YFL039C,ACT1,act1-125,tsa140-37C,0.15492957746478872
YMR296C,LCB1,lcb1-2,tsa603-37C,0.15476190476190477
YDR060W,MAK21,mak21-1,tsa249-37C,0.15458937198067632
YNL061W,NOP2,nop2-9,tsa630-37C,0.15384615384615385
YPL228W,CET1,cet1-2,tsa419-37C,0.15306122448979592
YGL130W,CEG1,ceg1-3,tsa94-37C,0.15300546448087432
YLR115W,CFT2,cft2-1,tsa801-37C,0.15228426395939088
YFL034C-B,MOB2,mob2-34,tsa611-37C,0.15178571428571427
YPL094C,SEC62,sec62-ts,tsa224-37C,0.15178571428571427
YNL006W,LST8,lst8-15,tsa467-37C,0.15
YMR308C,PSE1,pse1-41,tsa683-37C,0.14982578397212543
YNR043W,MVD1,mvd1-1296,tsa828-37C,0.1485148514851485
YJL125C,GCD14,gcd14-4,tsa620-37C,0.14836795252225518
YJL104W,PAM16,pam16-3,tsa499-37C,0.14761904761904762
YPL228W,CET1,cet1-1,tsa270-37C,0.14634146341463414
YGL001C,ERG26,erg26-1,tsa742-37C,0.1457286432160804
YJR068W,RFC2,rfc2-1,tsa342-37C,0.14563106796116504
YEL002C,WBP1,wbp1-2,tsa581-37C,0.14553990610328638
YOR260W,GCD1,gcd1-502,tsa850-37C,0.14473684210526316
YDR373W,FRQ1,frq1-1,tsa399-37C,0.14444444444444443
YNR035C,ARC35,arc35-6,tsa471-37C,0.14356435643564355
YOL135C,MED7,med7-163,tsa739-37C,0.14345991561181434
YHR052W,CIC1,cic1-2,tsa713-37C,0.14285714285714285
YPL233W,NSL1,nsl1-5,tsa450-37C,0.14285714285714285
YFL034C-B,MOB2,mob2-26-supp1,tsa787-37C,0.14285714285714285
YOR254C,SEC63,sec63-1,tsa231-37C,0.14285714285714285
YDR145W,TAF12,taf12-ts23,tsa518-37C,0.14204545454545456
YKL125W,RRN3,rrn3-s213p,tsa527-37C,0.14093959731543623
YDR228C,PCF11,pcf11-ts10,tsa679-37C,0.1392857142857143
YDR212W,TCP1,tcp1-2,tsa448-37C,0.1388888888888889
YJR093C,FIP1,fip1-433,tsa827-37C,0.13829787234042554
YEL055C,POL5,pol5-3,tsa596-37C,0.13818181818181818
YAL041W,CDC24,cdc24-h,tsa42-37C,0.13800424628450106
YOR122C,PFY1,pfy1-14,tsa429-37C,0.1375
YDL084W,SUB2,sub2-1,tsa976-37C,0.13679245283018868
YFL034C-B,MOB2,mob2-20,tsa940-37C,0.1366906474820144
YBR247C,ENP1,enp1-1,tsa542-37C,0.13636363636363635
YER022W,SRB4,srb4-2,tsa519-37C,0.136
YNL061W,NOP2,nop2-4-supp1,tsa627-37C,0.13596491228070176
YBR055C,PRP6,prp6-1,tsa455-37C,0.13548387096774195
