ORF,Name,Allele,Strain ID,Cluster_normal-0
YDL117W,CYK3,,dma705,0.6043478260869565
YHR158C,KEL1,,dma2186,0.5986394557823129
YDR389W,SAC7,,dma1127,0.5913312693498453
YEL047C,FRD1,,dma1288,0.5678496868475992
YDR392W,SPT3,,dma1125,0.5595238095238095
YJR092W,BUD4,,dma2673,0.5555555555555556
YFL036W,RPO41,,dma1490,0.5528846153846154
YEL042W,GDA1,,dma1290,0.53125
YKL130C,SHE2,,dma2850,0.5271739130434783
YLR131C,ACE2,,dma3228,0.5
YER111C,SWI4,,dma1394,0.5
YFL025C,BST1,,dma1500,0.472
YKR082W,NUP133,,dma3009,0.460431654676259
YDR289C,RTT103,,dma1037,0.45977011494252873
YLR414C,PUN1,,dma3434,0.43792325056433407
YDR414C,ERD1,,dma1135,0.43253968253968256
YBR260C,RGD1,,dma428,0.4279176201372998
YDL232W,OST4,ost4-supp2,dma805,0.41333333333333333
YER167W,BCK2,,dma1459,0.41299303944315546
YMR019W,STB4,,dma3648,0.40576923076923077
YKR042W,UTH1,,dma2959,0.4057377049180328
YOL036W,,,dma4315,0.39767441860465114
YDL006W,PTC1,,dma620,0.39285714285714285
YLR111W,,,dma3197,0.3899782135076253
YLR110C,CCW12,,dma3198,0.359375
YLR337C,VRP1,,dma3380,0.35454545454545455
YEL033W,MTC7,mtc7-supp1,dma1296,0.35365853658536583
YOL141W,PPM2,,dma4410,0.3448275862068966
YER155C,BEM2,,dma1444,0.33879781420765026
YFR010W,UBP6,,dma1515,0.3372093023255814
YER161C,SPT2,,dma1464,0.31309904153354634
YGR229C,SMI1,,dma1990,0.3020833333333333
YOL108C,INO4,,dma4387,0.3016949152542373
YAL001C,TFC3,tfc3-g349e,TSA508-37C,0.2994011976047904
YKL127W,PGM1,,dma2853,0.27595628415300544
YKL041W,VPS24,,dma2763,0.2619047619047619
YLR119W,SRN2,,dma3215,0.25820568927789933
YPR076W,,,dma5086,0.2564102564102564
YNL038W,GPI15,gpi15-5001,TSA1157-37C,0.23529411764705882
YDR497C,ITR1,,dma1223,0.22727272727272727
YMR307W,GAS1,,dma3905,0.22641509433962265
YMR039C,SUB1,,dma3653,0.22388059701492538
YLR251W,SYM1,,dma3289,0.21670428893905191
YOL064C,MET22,,dma4348,0.21598639455782312
YCR002C,CDC10,cdc10-4,TSA81-37C,0.21428571428571427
YCR034W,ELO2,,dma556,0.21
YOR359W,VTS1,,dma4743,0.2087912087912088
YMR200W,ROT1,rot1-5001,TSA1103-37C,0.2037037037037037
YOR132W,VPS17,,dma4559,0.20078740157480315
YGL024W,,,dma1619,0.19444444444444445
YCR002C,CDC10,cdc10-1,TSA78-37C,0.19161676646706588
YPR173C,VPS4,,dma5159,0.1890547263681592
YLR418C,CDC73,,dma3477,0.18811881188118812
YJL036W,SNX4,,dma2471,0.1875
YDL052C,SLC1,,dma640,0.1875
YOR080W,DIA2,,dma4493,0.18410041841004185
YKL048C,ELM1,,dma2781,0.18181818181818182
YML009C-A,,,dma3525,0.18085106382978725
YGL124C,MON1,,dma1674,0.16708229426433915
YLR327C,TMA10,,dma3365,0.1662162162162162
YDL001W,RMD1,,dma622,0.16541353383458646
YIL106W,MOB1,mob1-5001,TSA1258-37C,0.16379310344827586
YDL020C,RPN4,,dma613,0.16091954022988506
YFR008W,FAR7,,dma1517,0.15413533834586465
YLR410W,VIP1,,DMA3437-37C,0.1506849315068493
YHL031C,GOS1,gos1-supp1,dma2054,0.1504424778761062
YER162C,RAD4,,dma1463,0.13813813813813813
YHR027C,RPN1,rpn1-821,TSA255-37C,0.13793103448275862
YOL135C,MED7,med7-141,TSA740-37C,0.1375
YDR477W,SNF1,snf1-supp1,dma5262,0.13513513513513514
YDR044W,HEM13,hem13-5001,TSA1076-37C,0.13100436681222707
YKR059W,TIF1,,dma2978,0.1232876712328767
YPL060W,MFM1,,dma4801,0.1226890756302521
YLR022C,SDO1,sdo1-vma1-ts,TSA1026-37C,0.12177121771217712
YLR371W,ROM2,rom2-supp1,dma3399,0.12138728323699421
YHR129C,ARP1,,DMA2165-37C,0.11956521739130435
YEL019C,MMS21,mms21-1,TSA533-37C,0.11228070175438597
YCR075C,ERS1,,dma578,0.1111111111111111
YDL002C,NHP10,,dma621,0.1111111111111111
YGL216W,KIP3,,dma1751,0.10909090909090909
YEL013W,VAC8,,dma1262,0.10702341137123746
YCR065W,HCM1,,dma585,0.10465116279069768
YML049C,RSE1,rse1-1,TSA982-37C,0.10317460317460317
YDL066W,IDP1,,dma654,0.10152284263959391
