ORF,Name,Allele,Strain ID,Cluster_normal-11
YER003C,PMI40,pmi40-5001,tsa1081-37C,0.6795366795366795
YDL103C,QRI1,qri1-5001,tsa1093-37C,0.6600790513833992
YBR234C,ARC40,arc40-5001,tsa1070-37C,0.6025641025641025
YHR058C,MED6,med6-ts,tsa1053-37C,0.5861618798955613
YDR062W,LCB2,lcb2-1,tsa586-37C,0.5756457564575646
YMR240C,CUS1,cus1-3,tsa639-37C,0.5421822272215973
YGR009C,SEC9,sec9-4,tsa57-37C,0.5339805825242718
YBL040C,ERD2,erd2-5001,tsa1072-37C,0.5277777777777778
YPR161C,SGV1,sgv1-35,tsa1029-37C,0.5007299270072992
YCL052C,PBN1,pbn1-5001,tsa1069-37C,0.5
YKR086W,PRP16,prp16-ts,tsa644-37C,0.4957983193277311
YML126C,ERG13,erg13-5001,tsa1104-37C,0.4857142857142857
YGR278W,CWC22,cwc22-5001,tsa1092-37C,0.47096774193548385
YOR204W,DED1,ded1-95,tsa561-37C,0.46313799621928164
YCR093W,CDC39,cdc39-1,tsa93-37C,0.46016713091922007
YMR028W,TAP42,tap42-11,tsa697-37C,0.45862750635413724
YDL098C,SNU23,snu23-5001,tsa1079-37C,0.45614035087719296
YHR058C,MED6,med6-5001,tsa1094-37C,0.45394736842105265
YGL233W,SEC15,sec15-1,tsa40-37C,0.45132743362831856
YBR029C,CDS1,cds1-5001,tsa1063-37C,0.44680851063829785
YKR068C,BET3,bet3-5001,tsa1090-37C,0.4380952380952381
YBR253W,SRB6,srb6-5001,tsa1068-37C,0.43478260869565216
YDL030W,PRP9,prp9-1,tsa597-37C,0.43438538205980065
YDL030W,PRP9,prp9-ts,tsa361-37C,0.4341517857142857
YGR092W,DBF2,dbf2-3,tsa160-37C,0.4334862385321101
YNL272C,SEC2,sec2-41,tsa56-37C,0.4318181818181818
YIL109C,SEC24,sec24-20,tsa456-37C,0.43023255813953487
YGL120C,PRP43,prp43-ts2,tsa607-37C,0.4262295081967213
YPR168W,NUT2,nut2-ts,tsa818-37C,0.42424242424242425
YER171W,RAD3,rad3-ts14,tsa588-37C,0.42342342342342343
YMR296C,LCB1,lcb1-10,tsa606-37C,0.4177215189873418
YLR117C,CLF1,clf1-1,tsa1047-37C,0.41570751523358157
YFL039C,ACT1,act1-105,tsa909-37C,0.41063515509601184
YLR166C,SEC10,sec10-2,tsa63-37C,0.41029900332225916
YLR186W,EMG1,emg1-1,tsa1056-37C,0.40465793304221254
YOL123W,HRP1,hrp1-1,tsa960-37C,0.39556858911697623
YFL029C,CAK1,cak1-23,tsa650-37C,0.39469226425748166
YDL087C,LUC7,luc7-1,tsa711-37C,0.3920505871725384
YDR373W,FRQ1,frq1-1,tsa399-37C,0.39135514018691586
YKL006C-A,SFT1,sft1-15,tsa619-37C,0.3888888888888889
YNL118C,DCP2,dcp2-7,tsa743-37C,0.38783269961977185
YDR364C,CDC40,cdc40-ts,tsa18-37C,0.3870967741935484
YPR161C,SGV1,sgv1-23,tsa1027-37C,0.3830171635049684
YBR080C,SEC18,sec18-1,tsa54-37C,0.37992831541218636
YDR243C,PRP28,prp28-101,tsa574-37C,0.37948717948717947
YJL085W,EXO70,exo70-38,tsa848-37C,0.37903930131004365
YOR204W,DED1,ded1-199,tsa557-37C,0.37630662020905925
YNR035C,ARC35,arc35-5,tsa470-37C,0.3760806916426513
YDL111C,RRP42,rrp42-5001,tsa1091-37C,0.3739130434782609
YBR237W,PRP5,prp5-1,tsa117-37C,0.3664625529910504
YLR298C,YHC1,yhc1-2,tsa633-37C,0.3548387096774194
YPR086W,SUA7,sua7-c149r,tsa832-37C,0.3539325842696629
YOR326W,MYO2,myo2-16,tsa337-37C,0.3448806774441878
YPR161C,SGV1,sgv1-80,tsa1028-37C,0.3437086092715232
YDR088C,SLU7,slu7-ts1,tsa656-37C,0.3417207792207792
YMR112C,MED11,med11-ts,tsa799-37C,0.3385964912280702
YOR057W,SGT1,sgt1-5,tsa427-37C,0.3372093023255814
YGL065C,ALG2,alg2-1,tsa461-37C,0.3366013071895425
YDR182W,CDC1,cdc1-6,tsa414-37C,0.33004926108374383
YDR166C,SEC5,sec5-24,tsa51-37C,0.3284046692607004
YER013W,PRP22,prp22-1,tsa237-37C,0.3256330519768992
YFL022C,FRS2,frs2-5001,tsa1083-37C,0.32142857142857145
YMR079W,SEC14,sec14-3,tsa53-37C,0.3210161662817552
YMR298W,LIP1,lip1-5001,tsa1059-37C,0.3181818181818182
YFL039C,ACT1,act1-108,tsa904-37C,0.3139745916515426
YMR296C,LCB1,lcb1-2,tsa603-37C,0.3129251700680272
YML130C,ERO1,ero1-1,tsa203-37C,0.31222123104371097
YIL068C,SEC6,sec6-4,tsa38-37C,0.31161137440758296
YLR066W,SPC3,spc3-4,tsa623-37C,0.3089080459770115
YGR075C,PRP38,prp38-1,tsa480-37C,0.30145530145530147
YDR062W,LCB2,lcb2-19,tsa587-37C,0.3012684989429176
YGR113W,DAM1,dam1-5,tsa242-37C,0.2988895743368291
YOL135C,MED7,med7-163,tsa739-37C,0.29411764705882354
YER008C,SEC3,sec3-2,tsa43-37C,0.2905317769130999
YKL196C,YKT6,ykt6-5001,tsa1089-37C,0.2900763358778626
YDR088C,SLU7,slu7-ts2,tsa657-37C,0.2885304659498208
YIL147C,SLN1,sln1-ts4,tsa1001-37C,0.2798507462686567
YER069W,"ARG5,6","arg5,6",tsa316-37C,0.2765957446808511
YLR298C,YHC1,yhc1-8,tsa844-37C,0.2744405182567727
YJL203W,PRP21,prp21-ts,tsa401-37C,0.272552783109405
YEL055C,POL5,pol5-3,tsa596-37C,0.2719033232628399
YGR140W,CBF2,cbf2-1,tsa133-37C,0.27093260721579304
YDR170C,SEC7,sec7-1,tsa44-37C,0.2703081232492997
YDL209C,CWC2,cwc2-1,tsa1052-37C,0.26956521739130435
YLR116W,MSL5,msl5-9,tsa855-37C,0.26875
YFL038C,YPT1,ypt1-3,tsa591-37C,0.26865671641791045
YDL103C,QRI1,qri1-ts6,tsa860-37C,0.2684931506849315
YMR013C,SEC59,sec59-ts,tsa422-37C,0.26800670016750416
