ORF,Name,Allele,Strain ID,Cluster_normal-5
YHR191C,CTF8,,dma2228,0.3181818181818182
YGL234W,"ADE5,7","ade5,7",tsa178-37C,0.2917607223476298
YEL061C,CIN8,,dma1302,0.2857142857142857
YPL090C,RPS6A,,dma4828,0.2718232044198895
YPR120C,CLB5,,dma5102,0.2641509433962264
YOR329C,SCD5,scd5-pp1d2,tsa570-37C,0.2608695652173913
YMR075C-A,,,dma3678,0.2553191489361702
YGR200C,ELP2,,dma1965,0.2542372881355932
YIR011C,STS1,sts1-5001,tsa1105-37C,0.2534246575342466
YPR135W,CTF4,,dma5136,0.25287356321839083
YML032C,RAD52,,dma3531,0.25
YMR202W,ERG2,,dma3797,0.25
YNL171C,,ynl171c-supp1,dma4064,0.2459016393442623
YJL168C,SET2,,dma2546,0.24553571428571427
YDR004W,RAD57,,dma838,0.24489795918367346
YLR314C,CDC3,cdc3-3,tsa130-37C,0.24163179916317992
YLL002W,RTT109,,dma3033,0.2376237623762376
YMR165C,PAH1,,dma5330,0.23255813953488372
YDL147W,RPN5,rpn5-5001,tsa1080-37C,0.2318840579710145
YGL244W,RTF1,,dma1775,0.23076923076923078
YNL238W,KEX2,,dma4111,0.23008849557522124
YGL075C,MPS2,mps2-2,tsa444-37C,0.22857142857142856
YER023W,PRO3,pro3-5001,tsa1082-37C,0.2265625
YCL016C,DCC1,,dma473,0.22549019607843138
YDR334W,SWR1,,dma1071,0.22404371584699453
YLR386W,VAC14,,dma3411,0.2222222222222222
YBR079C,RPG1,rpg1-5001,tsa1060-37C,0.2191780821917808
YNL064C,YDJ1,,dma3979,0.21875
YNL032W,SIW14,,dma3952,0.21666666666666667
YPR164W,MMS1,,dma5141,0.21666666666666667
YDR173C,ARG82,,dma953,0.2155688622754491
YMR200W,ROT1,rot1-5001,tsa1103-37C,0.2153846153846154
YJL036W,SNX4,,dma2471,0.21311475409836064
YML041C,VPS71,,dma3546,0.21238938053097345
YLR145W,RMP1,rmp1-ts,tsa796-37C,0.21238938053097345
YMR078C,CTF18,,dma3676,0.21212121212121213
YJL046W,AIM22,,dma2464,0.21052631578947367
YPL102C,,,dma4842,0.20689655172413793
YHR018C,ARG4,,dma2096,0.20588235294117646
YDL126C,CDC48,cdc48-9,tsa179-37C,0.20380650277557494
YCR081W,SRB8,,dma597,0.2037037037037037
YBL091C-A,SCS22,,dma159,0.2033898305084746
YOL001W,PHO80,,dma4274,0.20224719101123595
YLR320W,MMS22,,dma3369,0.2
YNL236W,SIN4,,dma4113,0.2
YPR023C,EAF3,,dma5033,0.19827586206896552
YMR186W,HSC82,,dma3788,0.1982142857142857
YNL099C,OCA1,,dma4018,0.19694868238557559
YHL025W,SNF6,,dma2060,0.19672131147540983
YKR024C,DBP7,,dma2929,0.19480519480519481
YPR119W,CLB2,,dma5103,0.1941747572815534
YOL012C,HTZ1,,dma4288,0.19387755102040816
YDR002W,YRB1,yrb1-51,tsa582-37C,0.19281914893617022
YPL144W,POC4,,dma4881,0.192090395480226
YGL097W,SRM1,srm1-g282s,tsa261-37C,0.1891891891891892
YGL075C,MPS2,mps2-1,tsa443-37C,0.1884498480243161
YDR145W,TAF12,taf12-l464a,tsa517-37C,0.1875
YJL070C,,,dma2493,0.1875
YNL106C,INP52,,dma4013,0.18732782369146006
YOL081W,IRA2,,dma4362,0.18681318681318682
YBR025C,OLA1,,dma197,0.18666666666666668
YNR055C,HOL1,,dma4270,0.18556701030927836
YCL061C,MRC1,,dma522,0.18243243243243243
YIR002C,MPH1,,dma2389,0.18151815181518152
YMR235C,RNA1,rna1-s116f,tsa172-37C,0.18090787716955942
YOR046C,DBP5,dbp5-1,tsa641-37C,0.18055555555555555
YBL034C,STU1,stu1-12,tsa822-37C,0.17886178861788618
YLR314C,CDC3,cdc3-1,tsa885-37C,0.1787773933102653
YJL047C,RTT101,,dma2463,0.17829457364341086
YJR093C,FIP1,fip1-5001,tsa1096-37C,0.1780821917808219
YOR344C,TYE7,,dma4733,0.1778185151237397
YJL151C,SNA3,,dma2537,0.17736289381563594
YOR061W,CKA2,,dma4484,0.17647058823529413
YML097C,VPS9,,dma3596,0.17647058823529413
YNL324W,,,dma4183,0.1763085399449036
YNL080C,EOS1,eos1-supp1,dma3987,0.1761904761904762
YJR076C,CDC11,cdc11-1,tsa356-37C,0.17578125
YPL055C,LGE1,,dma4805,0.17567567567567569
YJL115W,ASF1,,dma2518,0.175
YJR075W,HOC1,,dma2662,0.1746031746031746
YBL094C,,,dma158,0.1746031746031746
