cell_id,ORF,Name,Allele,Strain.ID,Plate,Row,Column,ImageNumber,ObjectNumber,Predictions
4121003,YER111C,SWI4,,dma1394,Cdc11_R1_Plate04,10,4,880,67,G1 phase
4193525,YER048C,CAJ1,,dma1353,Cdc11_R1_Plate04,2,18,165,32,G1 phase
4193812,YER145C,FTR1,,dma1450,Cdc11_R1_Plate04,2,19,172,20,G1 phase
4202944,YFR010W,UBP6,,dma1515,Cdc11_R1_Plate04,14,5,1268,9,G1 phase
6036688,YBL007C,SLA1,,dma91,Cdc11_R2_Plate01,15,14,1388,36,G1 phase
6050133,YBR103W,SIF2,,dma254,Cdc11_R2_Plate01,12,4,1058,36,G1 phase
6050183,YBR103W,SIF2,,dma254,Cdc11_R2_Plate01,12,4,1060,18,G1 phase
6050294,YBR103W,SIF2,,dma254,Cdc11_R2_Plate01,12,4,1061,93,G1 phase
6077018,YBL051C,PIN4,,dma123,Cdc11_R2_Plate01,5,5,400,36,G1 phase
6101216,YAL002W,VPS8,,dma23,Cdc11_R2_Plate01,3,22,280,70,G1 phase
9489342,YLR055C,SPT8,,dma3154,Cdc11_R3_Plate09,13,20,1223,52,G1 phase
9542343,YLL049W,LDB18,,dma3092,Cdc11_R3_Plate09,3,16,256,3,G1 phase
9596875,YLR412W,BER1,,dma3436,Cdc11_R3_Plate09,14,7,1268,44,G1 phase
9615061,YLR079W,SIC1,,dma3163,Cdc11_R3_Plate09,15,14,1391,4,MA-single
9744085,YML071C,COG8,,dma3583,Cdc11_R3_Plate10,5,13,433,13,G1 phase
9758731,YLR420W,URA4,,dma3476,Cdc11_R3_Plate10,3,16,255,24,G1 phase
9853009,YMR058W,FET3,,dma3663,Cdc11_R3_Plate10,4,6,311,5,G1 phase
9853021,YMR058W,FET3,,dma3663,Cdc11_R3_Plate10,4,6,312,10,G1 phase
10686334,YDR498C,SEC20,sec20-1,tsa55-37C,Cdc11_TS1_37C_Plate01,9,13,817,25,G1 phase
10686349,YDR498C,SEC20,sec20-1,tsa55-37C,Cdc11_TS1_37C_Plate01,9,13,817,41,G1 phase
10686449,YDR498C,SEC20,sec20-1,tsa55-37C,Cdc11_TS1_37C_Plate01,9,13,817,144,G1 phase
10686510,YDR498C,SEC20,sec20-1,tsa55-37C,Cdc11_TS1_37C_Plate01,9,13,818,45,G1 phase
10686551,YDR498C,SEC20,sec20-1,tsa55-37C,Cdc11_TS1_37C_Plate01,9,13,818,87,MA-single
10686556,YDR498C,SEC20,sec20-1,tsa55-37C,Cdc11_TS1_37C_Plate01,9,13,818,92,G1 phase
10686559,YDR498C,SEC20,sec20-1,tsa55-37C,Cdc11_TS1_37C_Plate01,9,13,818,95,G1 phase
10686577,YDR498C,SEC20,sec20-1,tsa55-37C,Cdc11_TS1_37C_Plate01,9,13,818,113,G1 phase
10686925,YDR498C,SEC20,sec20-1,tsa55-37C,Cdc11_TS1_37C_Plate01,9,13,820,152,G1 phase
10686933,YDR498C,SEC20,sec20-1,tsa55-37C,Cdc11_TS1_37C_Plate01,9,13,820,160,G1 phase
10686961,YNL272C,SEC2,sec2-41,tsa56-37C,Cdc11_TS1_37C_Plate01,9,15,825,19,G1 phase
10687009,YNL272C,SEC2,sec2-41,tsa56-37C,Cdc11_TS1_37C_Plate01,9,15,827,15,G1 phase
10687017,YNL272C,SEC2,sec2-41,tsa56-37C,Cdc11_TS1_37C_Plate01,9,15,827,26,MA-single
10687567,YGR009C,SEC9,sec9-4,tsa57-37C,Cdc11_TS1_37C_Plate01,9,17,836,37,MA-single
10687896,YDR473C,PRP3,prp3-1,tsa58-37C,Cdc11_TS1_37C_Plate01,9,19,841,205,G1 phase
10690253,YNR026C,SEC12,sec12-4,tsa60-37C,Cdc11_TS1_37C_Plate01,9,23,859,77,G1 phase
10690291,YNR026C,SEC12,sec12-4,tsa60-37C,Cdc11_TS1_37C_Plate01,9,23,859,115,G1 phase
10690297,YNR026C,SEC12,sec12-4,tsa60-37C,Cdc11_TS1_37C_Plate01,9,23,859,122,G1 phase
10690389,YNR026C,SEC12,sec12-4,tsa60-37C,Cdc11_TS1_37C_Plate01,9,23,859,215,G1 phase
10690424,YNR026C,SEC12,sec12-4,tsa60-37C,Cdc11_TS1_37C_Plate01,9,23,859,251,G1 phase
10694114,YNR011C,PRP2,prp2-1,tsa338-37C,Cdc11_TS1_37C_Plate01,10,4,879,102,G1 phase
10694431,YGR113W,DAM1,dam1-9,tsa243-37C,Cdc11_TS1_37C_Plate01,10,5,881,54,G1 phase
10694855,YGR113W,DAM1,dam1-9,tsa243-37C,Cdc11_TS1_37C_Plate01,10,5,884,116,G1 phase
10695618,YBR236C,ABD1,abd1-5,tsa75-37C,Cdc11_TS1_37C_Plate01,13,5,1169,10,G1 phase
10695620,YBR236C,ABD1,abd1-5,tsa75-37C,Cdc11_TS1_37C_Plate01,13,5,1169,12,G1 phase
10695676,YBR236C,ABD1,abd1-5,tsa75-37C,Cdc11_TS1_37C_Plate01,13,5,1171,18,G1 phase
10695709,YBR236C,ABD1,abd1-5,tsa75-37C,Cdc11_TS1_37C_Plate01,13,5,1172,11,G1 phase
10695712,YBR236C,ABD1,abd1-5,tsa75-37C,Cdc11_TS1_37C_Plate01,13,5,1172,14,G1 phase
10696632,YMR235C,RNA1,rna1-s116f,tsa172-37C,Cdc11_TS1_37C_Plate01,13,8,1182,76,G1 phase
10696669,YMR235C,RNA1,rna1-s116f,tsa172-37C,Cdc11_TS1_37C_Plate01,13,8,1182,115,G1 phase
10696785,YMR235C,RNA1,rna1-s116f,tsa172-37C,Cdc11_TS1_37C_Plate01,13,8,1183,118,G1 phase
10696852,YMR235C,RNA1,rna1-s116f,tsa172-37C,Cdc11_TS1_37C_Plate01,13,8,1184,50,G1 phase
10696860,YMR235C,RNA1,rna1-s116f,tsa172-37C,Cdc11_TS1_37C_Plate01,13,8,1184,58,G1 phase
10696864,YMR235C,RNA1,rna1-s116f,tsa172-37C,Cdc11_TS1_37C_Plate01,13,8,1184,63,G1 phase
10696951,YMR235C,RNA1,rna1-s116f,tsa172-37C,Cdc11_TS1_37C_Plate01,13,8,1184,154,G1 phase
10698834,YBR160W,CDC28,cdc28-1,tsa174-37C,Cdc11_TS1_37C_Plate01,13,12,1198,5,G1 phase
10698840,YBR160W,CDC28,cdc28-1,tsa174-37C,Cdc11_TS1_37C_Plate01,13,12,1198,13,G1 phase
10698841,YBR160W,CDC28,cdc28-1,tsa174-37C,Cdc11_TS1_37C_Plate01,13,12,1198,14,G1 phase
10698842,YBR160W,CDC28,cdc28-1,tsa174-37C,Cdc11_TS1_37C_Plate01,13,12,1198,16,G1 phase
10698845,YBR160W,CDC28,cdc28-1,tsa174-37C,Cdc11_TS1_37C_Plate01,13,12,1198,19,G1 phase
10698848,YBR160W,CDC28,cdc28-1,tsa174-37C,Cdc11_TS1_37C_Plate01,13,12,1198,23,G1 phase
