cell_id,ORF,Name,Allele,Strain.ID,Plate,Row,Column,ImageNumber,ObjectNumber,Predictions
3880758,YCR033W,SNT1,,dma557,Cdc11_R1_Plate02,13,9,1186,40,G1 phase
3880764,YCR033W,SNT1,,dma557,Cdc11_R1_Plate02,13,9,1186,46,G1 phase
3883960,YCR028C-A,RIM1,,dma561,Cdc11_R1_Plate02,13,17,1217,48,G1 phase
3883991,YCR028C-A,RIM1,,dma561,Cdc11_R1_Plate02,13,17,1218,17,G1 phase
3884015,YCR028C-A,RIM1,,dma561,Cdc11_R1_Plate02,13,17,1218,42,G1 phase
3884018,YCR028C-A,RIM1,,dma561,Cdc11_R1_Plate02,13,17,1218,45,G1 phase
3884031,YCR028C-A,RIM1,,dma561,Cdc11_R1_Plate02,13,17,1218,58,G1 phase
3884033,YCR028C-A,RIM1,,dma561,Cdc11_R1_Plate02,13,17,1218,60,G1 phase
3884035,YCR028C-A,RIM1,,dma561,Cdc11_R1_Plate02,13,17,1218,62,G1 phase
3884043,YCR028C-A,RIM1,,dma561,Cdc11_R1_Plate02,13,17,1218,71,G1 phase
3884044,YCR028C-A,RIM1,,dma561,Cdc11_R1_Plate02,13,17,1218,72,G1 phase
3884052,YCR028C-A,RIM1,,dma561,Cdc11_R1_Plate02,13,17,1218,81,G1 phase
3884092,YCR028C-A,RIM1,,dma561,Cdc11_R1_Plate02,13,17,1219,35,G1 phase
3884108,YCR028C-A,RIM1,,dma561,Cdc11_R1_Plate02,13,17,1219,51,G1 phase
3884153,YCR028C-A,RIM1,,dma561,Cdc11_R1_Plate02,13,17,1220,15,MA-single
3884183,YCR028C-A,RIM1,,dma561,Cdc11_R1_Plate02,13,17,1220,45,MA-single
3884197,YCR028C-A,RIM1,,dma561,Cdc11_R1_Plate02,13,17,1220,59,MA-single
3884207,YCR028C-A,RIM1,,dma561,Cdc11_R1_Plate02,13,17,1220,69,G1 phase
3884209,YCR028C-A,RIM1,,dma561,Cdc11_R1_Plate02,13,17,1220,71,G1 phase
3895033,YDL175C,AIR2,,dma755,Cdc11_R1_Plate02,14,21,1329,23,G1 phase
3895249,YDL175C,AIR2,,dma755,Cdc11_R1_Plate02,14,21,1330,111,MA-single
3895283,YDL175C,AIR2,,dma755,Cdc11_R1_Plate02,14,21,1331,5,G1 phase
3895411,YDL175C,AIR2,,dma755,Cdc11_R1_Plate02,14,21,1331,134,MA-single
3895583,YDL175C,AIR2,,dma755,Cdc11_R1_Plate02,14,21,1332,149,MA-single
3895591,YDL056W,MBP1,,dma659,Cdc11_R1_Plate02,14,22,1333,2,G1 phase
3895901,YDL056W,MBP1,,dma659,Cdc11_R1_Plate02,14,22,1335,137,G1 phase
3895908,YDL056W,MBP1,,dma659,Cdc11_R1_Plate02,14,22,1335,144,G1 phase
3895944,YDL056W,MBP1,,dma659,Cdc11_R1_Plate02,14,22,1336,26,G1 phase
3926842,YDL117W,CYK3,,dma705,Cdc11_R1_Plate02,6,17,546,50,MA-single
3926917,YDL117W,CYK3,,dma705,Cdc11_R1_Plate02,6,17,547,43,MA-single
3952259,YDL074C,BRE1,,dma651,Cdc11_R1_Plate02,14,6,1269,6,MA-single
3952285,YDL074C,BRE1,,dma651,Cdc11_R1_Plate02,14,6,1270,7,G1 phase
3952286,YDL074C,BRE1,,dma651,Cdc11_R1_Plate02,14,6,1270,8,G1 phase
3961944,YCL009C,ILV6,,dma479,Cdc11_R1_Plate02,15,22,1432,33,G1 phase
3972270,YCL016C,DCC1,,dma473,Cdc11_R1_Plate02,15,10,1381,3,MA-single
3972386,YCL016C,DCC1,,dma473,Cdc11_R1_Plate02,15,10,1383,24,MA-single
3972389,YCL016C,DCC1,,dma473,Cdc11_R1_Plate02,15,10,1383,28,MA-single
3978020,YCR044C,PER1,per1-supp1,dma575,Cdc11_R1_Plate02,15,21,1426,15,G1 phase
3978074,YCR044C,PER1,per1-supp1,dma575,Cdc11_R1_Plate02,15,21,1426,69,MA-single
3978104,YCR044C,PER1,per1-supp1,dma575,Cdc11_R1_Plate02,15,21,1426,100,G1 phase
3986225,YCL061C,MRC1,,dma522,Cdc11_R1_Plate02,7,11,618,41,G1 phase
3986838,YCL060C,,,dma523,Cdc11_R1_Plate02,7,13,626,6,G1 phase
3994519,YCR081W,SRB8,,dma597,Cdc11_R1_Plate02,4,18,357,66,G1 phase
3994529,YCR081W,SRB8,,dma597,Cdc11_R1_Plate02,4,18,358,5,G1 phase
3994630,YCR081W,SRB8,,dma597,Cdc11_R1_Plate02,4,18,359,58,MA-single
3994726,YCR081W,SRB8,,dma597,Cdc11_R1_Plate02,4,18,360,89,G1 phase
4004580,YBR289W,SNF5,,dma449,Cdc11_R1_Plate02,11,10,997,28,G1 phase
4004585,YBR289W,SNF5,,dma449,Cdc11_R1_Plate02,11,10,998,8,MA-single
4004588,YBR289W,SNF5,,dma449,Cdc11_R1_Plate02,11,10,998,11,G1 phase
4004618,YBR289W,SNF5,,dma449,Cdc11_R1_Plate02,11,10,999,14,G1 phase
4033474,YCR008W,SAT4,,dma533,Cdc11_R1_Plate02,9,9,801,27,G1 phase
4033524,YCR008W,SAT4,,dma533,Cdc11_R1_Plate02,9,9,802,29,MA-single
4033562,YCR008W,SAT4,,dma533,Cdc11_R1_Plate02,9,9,803,34,MA-single
4033565,YCR008W,SAT4,,dma533,Cdc11_R1_Plate02,9,9,803,37,G1 phase
4033605,YCR008W,SAT4,,dma533,Cdc11_R1_Plate02,9,9,804,6,MA-single
4038611,YDR157W,,,dma939,Cdc11_R1_Plate03,13,5,1169,19,MA-single
4042866,YDR389W,SAC7,,dma1127,Cdc11_R1_Plate03,12,21,1137,47,G1 phase
4042881,YDR389W,SAC7,,dma1127,Cdc11_R1_Plate03,12,21,1137,62,G1 phase
4043841,YDR414C,ERD1,,dma1135,Cdc11_R1_Plate03,14,13,1297,18,G1 phase
4043843,YDR414C,ERD1,,dma1135,Cdc11_R1_Plate03,14,13,1297,20,MA-single
4059454,YDL192W,ARF1,,dma784,Cdc11_R1_Plate03,3,8,221,62,G1 phase
4059562,YDL192W,ARF1,,dma784,Cdc11_R1_Plate03,3,8,223,63,G1 phase
4059577,YDL192W,ARF1,,dma784,Cdc11_R1_Plate03,3,8,223,78,G1 phase
