"cell_id","ORF","Name","Allele","Strain.ID","Plate","Row","Column","ImageNumber","ObjectNumber","Predictions"
249859778,"YBR260C","RGD1","","dma428","Vph1_R1_Plate02",7,16,637,961,"MA-single"
249861651,"YBR260C","RGD1","","dma428","Vph1_R1_Plate02",7,16,639,252,"S/G2 phase"
249861799,"YBR260C","RGD1","","dma428","Vph1_R1_Plate02",7,16,639,402,"MA-single"
249927174,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,517,8,"G1 phase"
249927314,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,517,150,"S/G2 phase"
249927396,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,517,234,"MA-single"
249927445,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,517,283,"S/G2 phase"
249927507,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,517,347,"T phase"
249927583,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,517,425,"G1 phase"
249927989,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,518,385,"MA-single"
249928132,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,519,57,"G1 phase"
249928169,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,519,94,"S/G2 phase"
249928201,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,519,127,"S/G2 phase"
249928236,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,519,162,"S/G2 phase"
249928341,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,519,271,"S/G2 phase"
249928345,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,519,275,"S/G2 phase"
249928417,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,519,350,"MA-single"
249928431,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,519,366,"MA-single"
249928490,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,519,427,"MA-single"
249928534,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,520,2,"G1 phase"
249928551,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,520,20,"G1 phase"
249928573,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,520,43,"S/G2 phase"
249928582,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,520,52,"MA-single"
249928590,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,520,60,"G1 phase"
249928680,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,520,157,"MA-single"
249928742,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,520,221,"S/G2 phase"
249928791,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,520,270,"G1 phase"
249928829,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,520,309,"G1 phase"
249928837,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,520,318,"MA-single"
249928872,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,520,357,"S/G2 phase"
249928881,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,520,366,"S/G2 phase"
249928890,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,520,376,"S/G2 phase"
249928891,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,520,377,"S/G2 phase"
249928912,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,520,400,"S/G2 phase"
249928923,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,520,411,"S/G2 phase"
249928944,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,520,433,"S/G2 phase"
249928965,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,520,457,"G1 phase"
249931590,"YCR099C","","","dma606","Vph1_R1_Plate02",6,12,525,133,"S/G2 phase"
249931601,"YCR099C","","","dma606","Vph1_R1_Plate02",6,12,525,144,"MA-single"
249931613,"YCR099C","","","dma606","Vph1_R1_Plate02",6,12,525,156,"G1 phase"
249931615,"YCR099C","","","dma606","Vph1_R1_Plate02",6,12,525,158,"G1 phase"
249931633,"YCR099C","","","dma606","Vph1_R1_Plate02",6,12,525,178,"T phase"
249931634,"YCR099C","","","dma606","Vph1_R1_Plate02",6,12,525,179,"S/G2 phase"
249931648,"YCR099C","","","dma606","Vph1_R1_Plate02",6,12,525,193,"MA-single"
249931702,"YCR099C","","","dma606","Vph1_R1_Plate02",6,12,525,249,"T phase"
249931739,"YCR099C","","","dma606","Vph1_R1_Plate02",6,12,525,286,"G1 phase"
249931851,"YCR099C","","","dma606","Vph1_R1_Plate02",6,12,526,49,"S/G2 phase"
249931875,"YCR099C","","","dma606","Vph1_R1_Plate02",6,12,526,73,"G1 phase"
249931883,"YCR099C","","","dma606","Vph1_R1_Plate02",6,12,526,81,"MA-single"
249931885,"YCR099C","","","dma606","Vph1_R1_Plate02",6,12,526,83,"T phase"
