ORF,Name,Allele,Strain ID,Cluster_normal-2
YKL055C,OAR1,,dma2776,0.8064516129032258
YNL118C,DCP2,dcp2-7d,tsa754-37C,0.8048780487804879
YPL069C,BTS1,,dma4817,0.782608695652174
YER145C,FTR1,,dma1450,0.7101449275362319
YGL234W,"ADE5,7","ade5,7",tsa579-37C,0.6666666666666666
YCR093W,CDC39,cdc39-1,tsa93-37C,0.6363636363636364
YLR298C,YHC1,yhc1-7,tsa647-37C,0.625
YMR058W,FET3,,dma3663,0.6176470588235294
YPL190C,NAB3,nab3-11,tsa861-37C,0.6
YML069W,POB3,pob3-q308k,tsa847-37C,0.5897435897435898
YPR055W,SEC8,sec8-9,tsa122-37C,0.5833333333333334
YFL039C,ACT1,act1-119,tsa215-37C,0.574468085106383
YMR197C,VTI1,vti1-2,tsa634-37C,0.559322033898305
YLL050C,COF1,cof1-8,tsa248-37C,0.5454545454545454
YPR074C,TKL1,,dma5065,0.5420560747663551
YNL163C,RIA1,ria1-ts,tsa1019-37C,0.5357142857142857
YER151C,UBP3,,dma1447,0.5333333333333333
YBL050W,SEC17,sec17-1,tsa45-37C,0.5305164319248826
YPL085W,SEC16,sec16-2,tsa119-37C,0.5302013422818792
YFL039C,ACT1,act1-159,tsa910-37C,0.5301204819277109
YMR227C,TAF7,taf7-ts1,tsa638-37C,0.5294117647058824
YDR170C,SEC7,sec7-1,tsa44-37C,0.5257352941176471
YNR043W,MVD1,mvd1-1296,tsa828-37C,0.5222929936305732
YER147C,SCC4,scc4-4,tsa69-37C,0.5172413793103449
YDR477W,SNF1,snf1-supp1,dma5262,0.5151515151515151
YNL287W,SEC21,sec21-1,tsa46-37C,0.5125
YMR235C,RNA1,rna1-1,tsa118-37C,0.5087719298245614
YML023C,NSE5,nse5-ts4,tsa1007-37C,0.5066666666666667
YKL041W,VPS24,,dma2763,0.5
YPR181C,SEC23,sec23-1,tsa900-37C,0.5
YNL163C,RIA1,ria1-ts,tsa1055-37C,0.4978165938864629
YNR026C,SEC12,sec12-4,tsa60-37C,0.4972677595628415
YIL004C,BET1,bet1-1,tsa792-37C,0.49104859335038364
YML023C,NSE5,nse5-ts1,tsa1004-37C,0.4878048780487805
YFL005W,SEC4,sec4-8,tsa307-37C,0.48771929824561405
YGL130W,CEG1,ceg1-3,tsa94-37C,0.48717948717948717
YDR189W,SLY1,sly1-ts,tsa251-37C,0.4861111111111111
YBR080C,SEC18,sec18-1,tsa54-37C,0.484304932735426
YMR207C,HFA1,,dma3816,0.4838709677419355
YDL195W,SEC31,sec31-1,tsa852-37C,0.48295454545454547
YOR057W,SGT1,sgt1-5,tsa427-37C,0.48148148148148145
YGR120C,COG2,cog2-1,tsa187-37C,0.48148148148148145
YKR068C,BET3,bet3-5001,tsa1090-37C,0.4793814432989691
YGL065C,ALG2,alg2-1,tsa461-37C,0.4785714285714286
YPL217C,BMS1,bms1-1,tsa678-37C,0.4782608695652174
YHR191C,CTF8,ctf8-162,tsa322-37C,0.4772727272727273
YAL041W,CDC24,cdc24-11,tsa148-37C,0.475
YMR061W,RNA14,rna14-5001,tsa1106-37C,0.47109826589595377
YIL118W,RHO3,rho3-1,tsa654-37C,0.46846846846846846
YFL039C,ACT1,act1-136,tsa142-37C,0.46357615894039733
YDR164C,SEC1,sec1-1,tsa36-37C,0.4599406528189911
YGL233W,SEC15,sec15-1,tsa40-37C,0.45985401459854014
YKR037C,SPC34,spc34-5,tsa839-37C,0.4583333333333333
YIL062C,ARC15,arc15-10,tsa888-37C,0.4533333333333333
YLR166C,SEC10,sec10-2,tsa63-37C,0.45054945054945056
YOR181W,LAS17,las17-1,tsa912-37C,0.4489795918367347
YDR166C,SEC5,sec5-24,tsa51-37C,0.4479166666666667
YDR182W,CDC1,cdc1-1,tsa31-37C,0.4476744186046512
YOR020C,HSP10,hsp10-ts,tsa681-37C,0.4434782608695652
YML069W,POB3,pob3-7,tsa629-37C,0.44329896907216493
