"cell_id","ORF","Name","Allele","Strain.ID","Plate","Row","Column","ImageNumber","ObjectNumber","Predictions"
129554263,"YDL117W","CYK3","","dma705","Sec21_R1_Plate02",6,17,548,22,"G1 phase"
129607710,"YDR108W","TRS85","","dma909","Sec21_R1_Plate03",7,17,644,8,"MA-single"
129607711,"YDR108W","TRS85","","dma909","Sec21_R1_Plate03",7,17,644,9,"S/G2 phase"
129608287,"YDR162C","NBP2","","dma958","Sec21_R1_Plate03",15,19,1420,2,"G1 phase"
129608672,"YDR159W","SAC3","","dma960","Sec21_R1_Plate03",15,23,1436,5,"G1 phase"
129608676,"YDR159W","SAC3","","dma960","Sec21_R1_Plate03",15,23,1436,10,"G1 phase"
129614541,"YDR076W","RAD55","","dma885","Sec21_R1_Plate03",3,17,259,9,"G1 phase"
129614542,"YDR076W","RAD55","","dma885","Sec21_R1_Plate03",3,17,259,10,"G1 phase"
129619267,"YDR369C","XRS2","","dma1097","Sec21_R1_Plate03",8,9,705,18,"G1 phase"
129635540,"YER178W","PDA1","","dma1475","Sec21_R1_Plate04",6,21,561,23,"MA phase"
129635568,"YER178W","PDA1","","dma1475","Sec21_R1_Plate04",6,21,562,28,"G1 phase"
129635643,"YER178W","PDA1","","dma1475","Sec21_R1_Plate04",6,21,564,34,"G1 phase"
129635645,"YER178W","PDA1","","dma1475","Sec21_R1_Plate04",6,21,564,36,"MA-single"
129663584,"YDR497C","ITR1","","dma1223","Sec21_R1_Plate04",11,22,1045,17,"G1 phase"
129663609,"YDR497C","ITR1","","dma1223","Sec21_R1_Plate04",11,22,1047,12,"S/G2 phase"
129663610,"YDR497C","ITR1","","dma1223","Sec21_R1_Plate04",11,22,1047,13,"G1 phase"
129663634,"YDR497C","ITR1","","dma1223","Sec21_R1_Plate04",11,22,1048,15,"G1 phase"
129663644,"YDR497C","ITR1","","dma1223","Sec21_R1_Plate04",11,22,1048,25,"G1 phase"
129663645,"YDR497C","ITR1","","dma1223","Sec21_R1_Plate04",11,22,1048,26,"G1 phase"
129671442,"YER145C","FTR1","","dma1450","Sec21_R1_Plate04",2,19,171,6,"G1 phase"
129671445,"YER145C","FTR1","","dma1450","Sec21_R1_Plate04",2,19,171,9,"G1 phase"
129671446,"YER145C","FTR1","","dma1450","Sec21_R1_Plate04",2,19,171,10,"G1 phase"
129671449,"YER145C","FTR1","","dma1450","Sec21_R1_Plate04",2,19,171,13,"G1 phase"
129676237,"YFR010W","UBP6","","dma1515","Sec21_R1_Plate04",14,5,1266,17,"S/G2 phase"
129676238,"YFR010W","UBP6","","dma1515","Sec21_R1_Plate04",14,5,1266,18,"G1 phase"
129676241,"YFR010W","UBP6","","dma1515","Sec21_R1_Plate04",14,5,1267,4,"MA-single"
129676242,"YFR010W","UBP6","","dma1515","Sec21_R1_Plate04",14,5,1267,5,"G1 phase"
