"cell_id","ORF","Name","Allele","Strain.ID","Plate","Row","Column","ImageNumber","ObjectNumber","Predictions"
249832739,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,601,15,"S/G2 phase"
249832769,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,601,45,"S/G2 phase"
249832782,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,601,59,"S/G2 phase"
249832789,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,601,66,"T phase"
249832860,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,601,138,"T phase"
249832884,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,601,162,"T phase"
249832973,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,601,253,"S/G2 phase"
249833006,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,601,286,"T phase"
249833034,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,601,314,"T phase"
249833144,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,601,425,"T phase"
249833156,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,601,437,"S/G2 phase"
249833162,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,601,443,"S/G2 phase"
249833191,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,601,472,"T phase"
249833360,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,601,641,"S/G2 phase"
249833492,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,602,115,"T phase"
249833502,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,602,125,"S/G2 phase"
249833560,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,602,183,"S/G2 phase"
249833570,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,602,193,"S/G2 phase"
249833671,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,602,294,"S/G2 phase"
249833729,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,602,352,"S/G2 phase"
249833747,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,602,370,"S/G2 phase"
249833752,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,602,375,"S/G2 phase"
249833774,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,602,397,"S/G2 phase"
249833817,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,602,440,"T phase"
249833954,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,602,578,"T phase"
249833975,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,602,599,"S/G2 phase"
249834154,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,603,142,"S/G2 phase"
249834238,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,603,226,"S/G2 phase"
249834325,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,603,314,"S/G2 phase"
249834571,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,603,562,"S/G2 phase"
249834630,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,603,622,"T phase"
249834680,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,603,672,"T phase"
249834917,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,604,175,"S/G2 phase"
249834994,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,604,252,"T phase"
249835014,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,604,272,"T phase"
249835019,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,604,277,"S/G2 phase"
249835162,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,604,422,"S/G2 phase"
249835327,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,604,590,"MA phase"
249835349,"YCL063W","VAC17","","dma520","Vph1_R1_Plate02",7,7,604,612,"S/G2 phase"
249859087,"YBR260C","RGD1","","dma428","Vph1_R1_Plate02",7,16,637,263,"S/G2 phase"
249859211,"YBR260C","RGD1","","dma428","Vph1_R1_Plate02",7,16,637,388,"S/G2 phase"
249860038,"YBR260C","RGD1","","dma428","Vph1_R1_Plate02",7,16,637,1221,"S/G2 phase"
249927992,"YCR100C","","","dma605","Vph1_R1_Plate02",6,10,518,388,"S/G2 phase"
249935051,"YCR098C","GIT1","","dma607","Vph1_R1_Plate02",6,14,534,121,"S/G2 phase"
249939206,"YDL117W","CYK3","","dma705","Vph1_R1_Plate02",6,17,545,61,"T phase"
249939274,"YDL117W","CYK3","","dma705","Vph1_R1_Plate02",6,17,545,129,"S/G2 phase"
249939374,"YDL117W","CYK3","","dma705","Vph1_R1_Plate02",6,17,545,229,"S/G2 phase"
249939524,"YDL117W","CYK3","","dma705","Vph1_R1_Plate02",6,17,545,381,"T phase"
249939577,"YDL117W","CYK3","","dma705","Vph1_R1_Plate02",6,17,545,434,"S/G2 phase"
249939719,"YDL117W","CYK3","","dma705","Vph1_R1_Plate02",6,17,546,25,"S/G2 phase"
249939767,"YDL117W","CYK3","","dma705","Vph1_R1_Plate02",6,17,546,74,"S/G2 phase"
249939824,"YDL117W","CYK3","","dma705","Vph1_R1_Plate02",6,17,546,131,"S/G2 phase"
249940096,"YDL117W","CYK3","","dma705","Vph1_R1_Plate02",6,17,546,407,"S/G2 phase"
249940234,"YDL117W","CYK3","","dma705","Vph1_R1_Plate02",6,17,547,54,"S/G2 phase"
249940352,"YDL117W","CYK3","","dma705","Vph1_R1_Plate02",6,17,547,172,"S/G2 phase"
249940984,"YDL117W","CYK3","","dma705","Vph1_R1_Plate02",6,17,548,271,"S/G2 phase"
249941216,"YDL117W","CYK3","","dma705","Vph1_R1_Plate02",6,17,548,503,"MA phase"
250002872,"YCR086W","CSM1","","dma593","Vph1_R1_Plate02",4,10,326,353,"T phase"
250003267,"YCR086W","CSM1","","dma593","Vph1_R1_Plate02",4,10,327,387,"T phase"
250047343,"YDL050C","","","dma643","Vph1_R1_Plate02",12,14,1111,354,"S/G2 phase"
250051672,"YDL046W","NPC2","","dma644","Vph1_R1_Plate02",12,16,1120,210,"S/G2 phase"
250084893,"YCR044C","PER1","per1-supp1","dma575","Vph1_R1_Plate02",15,21,1425,76,"S/G2 phase"
250085852,"YCR044C","PER1","per1-supp1","dma575","Vph1_R1_Plate02",15,21,1426,185,"S/G2 phase"
250086995,"YCR044C","PER1","per1-supp1","dma575","Vph1_R1_Plate02",15,21,1427,417,"S/G2 phase"
250207622,"YCR075C","ERS1","","dma578","Vph1_R1_Plate02",2,4,109,284,"S/G2 phase"
250207682,"YCR075C","ERS1","","dma578","Vph1_R1_Plate02",2,4,110,52,"S/G2 phase"
250208117,"YCR075C","ERS1","","dma578","Vph1_R1_Plate02",2,4,111,225,"S/G2 phase"
250227458,"YCR069W","CPR4","","dma582","Vph1_R1_Plate02",2,12,143,22,"S/G2 phase"
250238984,"YCR067C","SED4","","dma584","Vph1_R1_Plate02",2,16,159,176,"S/G2 phase"
250334206,"YDL006W","PTC1","","dma620","Vph1_R1_Plate02",8,16,733,21,"T phase"
250334208,"YDL006W","PTC1","","dma620","Vph1_R1_Plate02",8,16,733,23,"T phase"
250334264,"YDL006W","PTC1","","dma620","Vph1_R1_Plate02",8,16,734,41,"T phase"
250334323,"YDL006W","PTC1","","dma620","Vph1_R1_Plate02",8,16,735,27,"S/G2 phase"
250334324,"YDL006W","PTC1","","dma620","Vph1_R1_Plate02",8,16,735,28,"S/G2 phase"
250342929,"YDL001W","RMD1","","dma622","Vph1_R1_Plate02",8,20,751,95,"S/G2 phase"
250342954,"YDL001W","RMD1","","dma622","Vph1_R1_Plate02",8,20,751,121,"S/G2 phase"
250343060,"YDL001W","RMD1","","dma622","Vph1_R1_Plate02",8,20,751,228,"S/G2 phase"
250388752,"YCR089W","FIG2","","dma589","Vph1_R1_Plate02",4,2,296,256,"S/G2 phase"
250516735,"YDL020C","RPN4","","dma613","Vph1_R1_Plate02",8,2,679,44,"S/G2 phase"
250525842,"YDL018C","ERP3","","dma615","Vph1_R1_Plate02",8,6,696,30,"MA phase"
250558668,"YCR051W","","","dma570","Vph1_R1_Plate02",15,11,1385,558,"S/G2 phase"
250559773,"YCR051W","","","dma570","Vph1_R1_Plate02",15,11,1386,171,"S/G2 phase"
250561277,"YCR051W","","","dma570","Vph1_R1_Plate02",15,11,1387,247,"S/G2 phase"
250561414,"YCR051W","","","dma570","Vph1_R1_Plate02",15,11,1387,385,"S/G2 phase"
250561832,"YCR051W","","","dma570","Vph1_R1_Plate02",15,11,1387,805,"S/G2 phase"
250562043,"YCR051W","","","dma570","Vph1_R1_Plate02",15,11,1387,1019,"S/G2 phase"
250562475,"YCR051W","","","dma570","Vph1_R1_Plate02",15,11,1388,18,"S/G2 phase"
250562703,"YCR051W","","","dma570","Vph1_R1_Plate02",15,11,1388,247,"S/G2 phase"
250563060,"YCR051W","","","dma570","Vph1_R1_Plate02",15,11,1388,606,"T phase"
250563315,"YCR051W","","","dma570","Vph1_R1_Plate02",15,11,1388,863,"T phase"
250563711,"YCR051W","","","dma570","Vph1_R1_Plate02",15,11,1388,1265,"S/G2 phase"
250853270,"YDL037C","BSC1","","dma626","Vph1_R1_Plate02",10,4,878,164,"S/G2 phase"
250861245,"YDL035C","GPR1","","dma628","Vph1_R1_Plate02",10,8,894,214,"S/G2 phase"
250861386,"YDL035C","GPR1","","dma628","Vph1_R1_Plate02",10,8,895,111,"S/G2 phase"
250861478,"YDL035C","GPR1","","dma628","Vph1_R1_Plate02",10,8,895,206,"S/G2 phase"
250912521,"YDL232W","OST4","ost4-supp2","dma805","Vph1_R1_Plate03",7,2,581,81,"S/G2 phase"
250912556,"YDL232W","OST4","ost4-supp2","dma805","Vph1_R1_Plate03",7,2,581,116,"S/G2 phase"
250912573,"YDL232W","OST4","ost4-supp2","dma805","Vph1_R1_Plate03",7,2,581,133,"S/G2 phase"
250912701,"YDL232W","OST4","ost4-supp2","dma805","Vph1_R1_Plate03",7,2,582,69,"S/G2 phase"
250912730,"YDL232W","OST4","ost4-supp2","dma805","Vph1_R1_Plate03",7,2,582,99,"S/G2 phase"
250912904,"YDL232W","OST4","ost4-supp2","dma805","Vph1_R1_Plate03",7,2,583,93,"T phase"
250913157,"YDL232W","OST4","ost4-supp2","dma805","Vph1_R1_Plate03",7,2,584,143,"T phase"
251138882,"YDR395W","SXM1","","dma1123","Vph1_R1_Plate03",12,13,1105,157,"S/G2 phase"
251139046,"YDR395W","SXM1","","dma1123","Vph1_R1_Plate03",12,13,1105,324,"S/G2 phase"
251139127,"YDR395W","SXM1","","dma1123","Vph1_R1_Plate03",12,13,1105,407,"S/G2 phase"
251139248,"YDR395W","SXM1","","dma1123","Vph1_R1_Plate03",12,13,1105,528,"S/G2 phase"
251139779,"YDR395W","SXM1","","dma1123","Vph1_R1_Plate03",12,13,1106,137,"T phase"
251139990,"YDR395W","SXM1","","dma1123","Vph1_R1_Plate03",12,13,1106,349,"S/G2 phase"
251140251,"YDR395W","SXM1","","dma1123","Vph1_R1_Plate03",12,13,1106,613,"T phase"
251140449,"YDR395W","SXM1","","dma1123","Vph1_R1_Plate03",12,13,1106,812,"MA phase"
251140593,"YDR395W","SXM1","","dma1123","Vph1_R1_Plate03",12,13,1107,26,"T phase"
251140610,"YDR395W","SXM1","","dma1123","Vph1_R1_Plate03",12,13,1107,43,"S/G2 phase"
251140623,"YDR395W","SXM1","","dma1123","Vph1_R1_Plate03",12,13,1107,56,"S/G2 phase"
251140639,"YDR395W","SXM1","","dma1123","Vph1_R1_Plate03",12,13,1107,72,"S/G2 phase"
251140645,"YDR395W","SXM1","","dma1123","Vph1_R1_Plate03",12,13,1107,78,"S/G2 phase"
251140687,"YDR395W","SXM1","","dma1123","Vph1_R1_Plate03",12,13,1107,120,"T phase"
251141174,"YDR395W","SXM1","","dma1123","Vph1_R1_Plate03",12,13,1107,609,"S/G2 phase"
251141214,"YDR395W","SXM1","","dma1123","Vph1_R1_Plate03",12,13,1107,649,"T phase"
251141236,"YDR395W","SXM1","","dma1123","Vph1_R1_Plate03",12,13,1107,671,"S/G2 phase"
